reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
27,50,21,10,3,1,t,0.0729012,None,1,3,10,2,13.0187524,,13.0077307,13.0187524,14.0020921,14.0020921,14.0187493,14.085911,t,0.0729012,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,11,4,1,t,0.2551403,None,1,4,11,5,14.1019626,,14.0895482,14.1019626,15.0857319,15.0857319,15.1021988,15.3528561,t,0.2551403,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,12,5,1,t,0.3141347,None,1,5,12,4,15.3691653,,15.3583989,15.3691653,16.3519994,16.3519994,16.3689323,16.6689627,t,0.3141347,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,13,6,1,t,0.2063936,None,1,6,13,3,16.6853979,,16.671169,16.6853979,17.6686167,17.6686167,17.6853578,17.8857572,t,0.2063936,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,14,0,2,t,0.2773358,None,2,0,14,0,17.9020667,,17.8880887,17.9020667,18.8853009,18.8853009,18.9019257,19.1691211,t,0.2773358,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,15,1,2,t,0.4380369,None,2,1,15,6,19.1852639,,19.1741181,19.1852639,20.1687515,20.1687515,20.1850833,20.6188254,t,0.4380369,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,16,2,2,t,0.4680974,None,2,2,16,3,20.6351628,,20.6210708,20.6351628,21.6185532,21.6185532,21.6352928,22.102505,t,0.4680974,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,17,3,2,l,0.3304115,None,2,3,17,4,22.1185766,,22.1071933,22.1185766,23.1020498,23.1020498,23.1187162,23.4354694,l,0.3304115,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,18,4,2,l,0.280383,None,2,4,18,5,23.4518764,,23.437687,23.4518764,24.4353805,24.4353805,24.4519871,24.7191298,l,0.280383,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,19,5,2,l,0.2767527,None,2,5,19,1,24.7353942,,24.7243314,24.7353942,25.718489,25.718489,25.7353505,26.0020637,l,0.2767527,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,20,6,2,l,0.1795818,None,2,6,20,2,26.0184502,,26.0065004,26.0184502,27.0019383,27.0019383,27.0186701,27.1856197,l,0.1795818,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,21,0,3,l,0.0442788,None,3,0,21,2,27.2019577,,27.1858034,27.2019577,28.1850998,28.1850998,28.2017487,28.2357815,l,0.0442788,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,22,1,3,l,0.4748866,None,3,1,22,0,28.2519047,,28.2402037,28.2519047,29.2352569,29.2352569,29.2516883,29.7187686,l,0.4748866,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,23,2,3,l,0.6177565,None,3,2,23,6,29.7353878,,29.7241367,29.7353878,30.7187307,30.7187307,30.7351381,31.3522013,l,0.6177565,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,24,3,3,l,0.1576284,None,3,3,24,5,31.3684877,,31.3568601,31.3684877,32.3519332,32.3519332,32.3683168,32.5188781,l,0.1576284,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,25,4,3,l,0.6891224,None,3,4,25,4,32.5352273,,32.5242218,32.5352273,33.519444,33.519444,33.5355825,34.2188283,l,0.6891224,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,26,5,3,l,0.6820132,None,3,5,26,3,34.2353428,,34.2231649,34.2353428,35.218454,35.218454,35.2353163,35.9020924,l,0.6820132,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,27,6,3,l,0.5694451,None,3,6,27,1,35.9183645,,35.9068569,35.9183645,36.9029444,36.9029444,36.9190469,37.4790161,l,0.5694451,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,28,0,4,l,0.0259465,None,4,0,28,6,37.4916272,,37.4892193,37.4916272,38.4859479,38.4859479,38.5070087,38.519379,l,0.0259465,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,29,1,4,t,0.1924598,None,4,1,29,4,38.5358002,,38.524506,38.5358002,39.5190178,39.5190178,39.5355714,39.7190924,t,0.1924598,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,30,2,4,t,0.1583691,None,4,2,30,1,39.7355645,,39.7238087,39.7355645,40.718822,40.718822,40.7359562,40.8860233,t,0.1583691,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,31,3,4,l,0.5410487,None,4,3,31,3,40.9025824,,40.8908833,40.9025824,41.8858327,41.8858327,41.9022471,42.4362951,l,0.5410487,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,32,4,4,l,0.5369756,None,4,4,32,0,42.4521794,,42.4435027,42.4521794,43.4355157,43.4355157,43.4521471,43.9859376,l,0.5369756,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,33,5,4,l,0.3529409,None,4,5,33,2,44.0021852,,43.9907683,44.0021852,44.9862276,44.9862276,45.0022249,45.3532453,l,0.3529409,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,34,6,4,t,0.1750073,None,4,6,34,5,45.3687842,,45.3594505,45.3687842,46.3689424,46.3689424,46.3689424,46.5526417,t,0.1750073,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,35,0,5,l,0.0373953,None,5,0,35,1,46.5693325,,46.5570148,46.5693325,47.5528192,47.5528192,47.5695951,47.6026427,l,0.0373953,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,36,1,5,t,0.5398404,None,5,1,36,6,47.6188663,,47.6079393,47.6188663,48.602769,48.602769,48.6187702,49.1528432,t,0.5398404,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,37,2,5,l,0.3531733,None,5,2,37,5,49.169001,,49.1588918,49.169001,50.1524685,50.1524685,50.169258,50.5193679,l,0.3531733,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,38,3,5,l,0.502118,None,5,3,38,4,50.5355063,,50.5252976,50.5355063,51.5187246,51.5187246,51.5357238,52.0359268,l,0.502118,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,39,4,5,t,0.6330905,None,5,4,39,3,52.0525952,,52.0408293,52.0525952,53.0353503,53.0353503,53.0521157,53.6693968,t,0.6330905,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,40,5,5,t,0.2413937,None,5,5,40,2,53.685483,,53.6741336,53.685483,54.6690157,54.6690157,54.6854623,54.9191485,t,0.2413937,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,41,6,5,t,1.1953727,None,5,6,41,0,54.9353968,,54.9237513,54.9353968,55.9187503,55.9187503,55.9354645,57.1191372,t,1.1953727,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,42,0,6,l,0.0888935,None,6,0,42,3,57.1352775,,57.1213192,57.1352775,58.118677,58.118677,58.1355435,58.2195844,l,0.0888935,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,43,1,6,t,0.7676222,None,6,1,43,2,58.2355,,58.2245434,58.2355,59.218817,59.218817,59.2356004,60.0026045,t,0.7676222,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,44,2,6,t,0.6124714,None,6,2,44,6,60.0187332,,60.0078484,60.0187332,61.0026975,61.0026975,61.0195386,61.6190512,t,0.6124714,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,45,3,6,l,0.0095922,None,6,3,45,1,61.6352981,,61.6237166,61.6352981,62.6186324,62.6186324,62.6352795,62.635616,l,0.0095922,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,46,4,6,l,0.0845657,None,6,4,46,4,62.6520734,,62.6405685,62.6520734,63.6353303,63.6353303,63.6526543,63.7362224,l,0.0845657,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,47,5,6,l,0.0920676,None,6,5,47,0,63.7525554,,63.7408524,63.7525554,64.7358902,64.7358902,64.752563,64.8358021,l,0.0920676,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,48,6,6,l,0.4527939,None,6,6,48,5,64.8520085,,64.8385586,64.8520085,65.8356129,65.8356129,65.8521195,66.3022255,l,0.4527939,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,49,0,7,t,0.4413986,None,7,0,49,0,66.3182019,,66.3067994,66.3182019,67.3016567,67.3016567,67.3193814,67.7519851,t,0.4413986,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,50,1,7,l,0.2972403,None,7,1,50,2,67.7681985,,67.7570243,67.7681985,68.7516933,68.7516933,68.7683584,69.0518464,l,0.2972403,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,51,2,7,t,0.5430273,None,7,2,51,6,69.0683195,,69.0571107,69.0683195,70.0514133,70.0514133,70.06806,70.6017488,t,0.5430273,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,52,3,7,t,0.6248928,None,7,3,52,4,70.61801,,70.6061235,70.61801,71.6016024,71.6016024,71.6182183,72.2354913,t,0.6248928,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,53,4,7,l,0.3447339,None,7,4,53,5,72.2514203,,72.2411463,72.2514203,73.2347914,73.2347914,73.2515255,73.5851086,l,0.3447339,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,54,5,7,l,0.4249153,None,7,5,54,1,73.6014466,,73.5871898,73.6014466,74.5849993,74.5849993,74.6014858,75.0188961,l,0.4249153,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,55,6,7,l,0.1955227,None,7,6,55,3,75.0350121,,75.0221809,75.0350121,76.0181016,76.0181016,76.0347703,76.2185184,l,0.1955227,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,56,0,8,l,0.1678458,None,8,0,56,3,76.2346571,,76.2187535,76.2346571,77.2180047,77.2180047,77.2347259,77.4024738,l,0.1678458,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,57,1,8,l,0.5554399,None,8,1,57,1,77.4180995,,77.4087072,77.4180995,78.4181005,78.4181005,78.4181005,78.9852126,l,0.5554399,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,58,2,8,l,0.1224074,None,8,2,58,5,79.0014949,,78.989802,79.0014949,79.9858202,79.9858202,80.0017046,80.1187221,l,0.1224074,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,59,3,8,l,1.2220446,None,8,3,59,4,80.134783,,80.1244515,80.134783,81.1187975,81.1187975,81.1358039,82.3518521,l,1.2220446,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,60,4,8,l,0.1475957,None,8,4,60,2,82.3678691,,82.3565949,82.3678691,83.3513295,83.3513295,83.3680864,83.5017082,l,0.1475957,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,61,5,8,l,0.4200609,None,8,5,61,0,83.5181243,,83.5043415,83.5181243,84.5012945,84.5012945,84.5182075,84.9357657,l,0.4200609,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,62,6,8,l,0.1040385,None,8,6,62,6,84.9518732,,84.9414386,84.9518732,85.9349055,85.9349055,85.9513294,86.0525223,l,0.1040385,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,63,0,9,l,0.0576206,None,9,0,63,5,86.067921,,86.0579839,86.067921,87.0520502,87.0520502,87.068756,87.1191254,l,0.0576206,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,64,1,9,l,0.06514,None,9,1,64,0,87.1349578,,87.1269707,87.1349578,88.1192617,88.1192617,88.1357164,88.1857624,l,0.06514,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,65,2,9,t,0.2713639,None,9,2,65,1,88.2015662,,88.190898,88.2015662,89.2013749,89.2013749,89.2013749,89.4865337,t,0.2713639,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,66,3,9,t,0.8986344,None,9,3,66,6,89.5023258,,89.4925478,89.5023258,90.5019458,90.5019458,90.5019458,91.4019548,t,0.8986344,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,67,4,9,l,0.527134,None,9,4,67,3,91.417804,,91.4063634,91.417804,92.4014051,92.4014051,92.4179528,92.9359963,l,0.527134,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,68,5,9,t,0.2827846,None,9,5,68,2,92.9515085,,92.9413354,92.9515085,93.934987,93.934987,93.9523686,94.2199481,t,0.2827846,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,69,6,9,l,0.0257249,None,9,6,69,4,94.2355731,,94.2253119,94.2355731,95.218255,95.218255,95.2356922,95.2527192,l,0.0257249,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,70,0,10,t,0.3279036,None,10,0,70,2,95.2696134,,95.2586708,95.2696134,96.2523435,96.2523435,96.2694533,96.5871078,t,0.3279036,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,71,1,10,t,0.3627551,None,10,1,71,0,96.6057328,,96.5984783,96.6057328,97.6024418,97.6024418,97.6187289,97.9699955,t,0.3627551,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,72,2,10,t,0.1325362,None,10,2,72,1,97.9859432,,97.9807414,97.9859432,98.9679104,98.9679104,99.0012227,99.1019574,t,0.1325362,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,73,3,10,t,0.2115546,None,10,3,73,6,99.118004,,99.1077524,99.118004,100.1014353,100.1014353,100.1181409,100.3187141,t,0.2115546,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,74,4,10,t,0.1991503,None,10,4,74,3,100.3345323,,100.3238633,100.3345323,101.3181051,101.3181051,101.3345895,101.5181297,t,0.1991503,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,75,5,10,t,0.4035328,None,10,5,75,4,101.5344725,,101.5229763,101.5344725,102.5179441,102.5179441,102.5347243,102.9349834,t,0.4035328,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,76,6,10,t,0.2793991,None,10,6,76,5,102.9511692,,102.9379194,102.9511692,103.934531,103.934531,103.9513818,104.2182947,t,0.2793991,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,77,0,11,t,0.4681725,None,11,0,77,3,104.2353125,,104.2233182,104.2353125,105.2178683,105.2178683,105.2345292,105.7013292,t,0.4681725,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,78,1,11,t,0.2012462,None,11,1,78,4,105.7179811,,105.7065053,105.7179811,106.7012014,106.7012014,106.7177909,106.9183057,t,0.2012462,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,79,2,11,t,0.0669809,None,11,2,79,5,106.9346167,,106.9229797,106.9346167,107.9178439,107.9178439,107.9344852,107.9854181,t,0.0669809,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,80,3,11,l,0.1453697,None,11,3,80,1,108.0015242,,107.9908845,108.0015242,108.9852075,108.9852075,109.0012739,109.134737,l,0.1453697,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,81,4,11,t,0.1991347,None,11,4,81,0,109.1511636,,109.1392772,109.1511636,110.1345305,110.1345305,110.1520281,110.3353945,t,0.1991347,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,82,5,11,l,0.3206007,None,11,5,82,2,110.3512036,,110.3416529,110.3512036,111.3352605,111.3352605,111.351356,111.6681641,l,0.3206007,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,83,6,11,t,0.5070283,None,11,6,83,6,111.6844485,,111.673295,111.6844485,112.668021,112.668021,112.6855463,113.1849248,t,0.5070283,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
