reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
78,80,162,84,0,12,l,0.3312845,None,12,0,84,6,113.2013126,,113.1851029,113.2013126,114.1846001,114.1846001,114.2011052,114.5181387,l,0.3312845,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,85,1,12,t,0.3740192,None,12,1,85,4,114.5344724,,114.5235263,114.5344724,115.5181181,115.5181181,115.5344928,115.9030506,t,0.3740192,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,86,2,12,l,0.1676176,None,12,2,86,0,115.9188059,,115.9083756,115.9188059,116.9012805,116.9012805,116.917703,117.0699551,l,0.1676176,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,87,3,12,l,0.3089274,None,12,3,87,3,117.0843968,,117.0751926,117.0843968,118.0854478,118.0854478,118.0854478,118.4014485,l,0.3089274,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,88,4,12,l,0.1012106,None,12,4,88,2,118.4177841,,118.4062751,118.4177841,119.4021731,119.4021731,119.4179011,119.518498,l,0.1012106,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,89,5,12,l,0.3552951,None,12,5,89,5,119.5385463,,119.5237193,119.5385463,120.517966,120.517966,120.5511744,120.8854041,l,0.3552951,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,90,6,12,l,0.0760391,None,12,6,90,1,120.9009485,,120.8902145,120.9009485,121.9010542,121.9010542,121.9010542,121.9847858,l,0.0760391,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,91,0,13,l,0.2820723,None,13,0,91,5,122.0010984,,121.9901232,122.0010984,122.9844279,122.9844279,123.0009932,123.2680908,l,0.2820723,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,92,1,13,l,0.3578717,None,13,1,92,1,123.2841643,,123.2726048,123.2841643,124.2687967,124.2687967,124.2848682,124.6346023,l,0.3578717,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
11,30,7,93,2,13,l,0.3132329,None,13,2,93,0,124.6509987,,124.6391965,124.6509987,125.6345095,125.6345095,125.6520471,125.9515911,l,0.3132329,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,94,3,13,l,0.0967399,None,13,3,94,4,125.9676733,,125.9575687,125.9676733,126.9519608,126.9519608,126.9688472,127.0516326,l,0.0967399,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,95,4,13,l,0.008588,None,13,4,95,2,127.0678296,,127.0565076,127.0678296,128.0510263,128.0510263,128.0675971,128.0680233,l,0.008588,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,96,5,13,l,0.1408114,None,13,5,96,6,128.0844624,,128.0727821,128.0844624,129.0677512,129.0677512,129.0843043,129.2182122,l,0.1408114,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,97,6,13,t,1.6292248,None,13,6,97,3,129.2342084,,129.2229262,129.2342084,130.2177546,130.2177546,130.2355687,131.8512516,t,1.6292248,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,98,0,14,t,0.9674126,None,14,0,98,4,131.8676876,,131.856112,131.8676876,132.851109,132.851109,132.8677394,133.8345655,t,0.9674126,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
15,35,13,99,1,14,l,0.209703,None,14,1,99,1,133.8510671,,133.8389408,133.8510671,134.8344069,134.8344069,134.8507199,135.0513143,l,0.209703,None,P1,1,2025-11-04_17h36.59.067,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
67,75,119,100,1,91,t,0.5329085,None,91,1,100,5,1430.493012,,1430.482219,1430.493012,1431.475786,1431.475786,1431.492627,1432.010359,t,0.5329085,None,P1,1,2025-11-04_22h14.38.763,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
27,50,21,101,2,91,t,0.1796439,None,91,2,101,2,1432.026183,,1432.016197,1432.026183,1433.009424,1433.009424,1433.026609,1433.19377,t,0.1796439,None,P1,1,2025-11-04_22h14.38.763,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
40,55,62,102,3,91,l,0.0041097,None,91,3,102,3,1433.209388,,1433.199575,1433.209388,1434.193034,1434.193034,1434.209811,1434.210372,l,0.0041097,None,P1,1,2025-11-04_22h14.38.763,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
49,60,89,103,4,91,t,1.7480922,None,91,4,103,4,1434.226358,,1434.216299,1434.226358,1435.209565,1435.209565,1435.226617,1436.960384,t,1.7480922,None,P1,1,2025-11-04_22h14.38.763,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
78,80,162,104,5,91,t,58.1980885,None,91,5,104,6,1436.976154,,1436.965782,1436.976154,1437.97637,1437.97637,1437.97637,1496.17567,t,58.1980885,None,P1,1,2025-11-04_22h14.38.763,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.03539687,2025-11-04 17h37.06.333125 +0530
