8.8082 	INFO 	Loaded monitor calibration from ['2025_08_12 09:52']
8.8259 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1600]. Using actual size
9.2906 	INFO 	Using renderer 'Intel(R) Arc(TM) Graphics' for graphics
9.2906 	INFO 	OpenGL version supported by driver is 4..
9.3222 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E5F51B5B0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E5F51B610>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023E5F606830>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([2560, 1600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.3223 	EXP 	window1: backgroundImage = ''
9.3224 	EXP 	window1: backgroundFit = 'none'
9.8228 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.8229 	EXP 	window1: recordFrameIntervals = False
9.9770 	EXP 	window1: recordFrameIntervals = True
10.1606 	EXP 	Screen (0) actual frame rate measured at 59.86Hz
10.1607 	EXP 	window1: recordFrameIntervals = False
10.4315 	INFO 	keyboard.Keyboard is using ptb backend.
10.4318 	INFO 	keyboard.Keyboard is using ptb backend.
10.4319 	EXP 	stroop: status = STARTED
10.5328 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome', units='height', win=Window(...), wrapWidth=1)
10.5379 	EXP 	Created circle = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='circle', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
10.5391 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.5493 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank You ', units='height', win=Window(...), wrapWidth=1)
0.0057 	EXP 	text_2: autoDraw = True
1.0014 	EXP 	Imported C:/Users/bhumika/Downloads/condition.xlsx as conditions, 4 conditions, 4 params
1.0021 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'BLUE', 'colour': 'red', 'stim_condition': 'I', 'correct_res': 'r', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.0163 	EXP 	text_2: autoDraw = False
1.0163 	EXP 	text_2: autoDraw = False
1.0163 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
1.0163 	EXP 	text: height = np.float64(0.05)
1.0163 	EXP 	text: height = np.float64(0.05)
1.0163 	EXP 	text: height = np.float64(0.05)
1.0163 	EXP 	text: text = 'BLUE'
1.0163 	EXP 	circle: autoDraw = True
1.5060 	INFO 	Keyboard events cleared
1.5058 	EXP 	circle: autoDraw = False
1.5058 	EXP 	text: autoDraw = True
2.0320 	EXP 	Device response: <KeyPress from None: t=2.020999900007155, value=r, duration=None>
2.0323 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'BLUE', 'colour': 'blue', 'stim_condition': 'C', 'correct_res': 'b', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
2.0342 	DATA 	Keypress: r
2.0393 	EXP 	circle: autoDraw = False
2.0393 	EXP 	text: autoDraw = False
2.0393 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
2.0393 	EXP 	text: text = 'BLUE'
2.0393 	EXP 	circle: autoDraw = True
2.1908 	EXP 	Device response: <KeyPress from None: t=2.020999900007155, value=r, duration=0.167952099989634>
2.5404 	INFO 	Keyboard events cleared
2.5402 	EXP 	circle: autoDraw = False
2.5402 	EXP 	text: autoDraw = True
2.9237 	EXP 	Device response: <KeyPress from None: t=2.9168346999795176, value=b, duration=None>
2.9241 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'word': 'RED', 'colour': 'blue', 'stim_condition': 'I', 'correct_res': 'b', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
2.9340 	DATA 	Keypress: b
2.9401 	EXP 	circle: autoDraw = False
2.9401 	EXP 	text: autoDraw = False
2.9401 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
2.9401 	EXP 	text: height = np.float64(0.05)
2.9401 	EXP 	text: height = np.float64(0.05)
2.9401 	EXP 	text: height = np.float64(0.05)
2.9401 	EXP 	text: text = 'RED'
2.9401 	EXP 	circle: autoDraw = True
3.0407 	EXP 	Device response: <KeyPress from None: t=2.9168346999795176, value=b, duration=0.11723199998959899>
3.4236 	INFO 	Keyboard events cleared
3.4233 	EXP 	circle: autoDraw = False
3.4233 	EXP 	text: autoDraw = True
3.8236 	EXP 	Device response: <KeyPress from None: t=3.82216999999946, value=b, duration=None>
3.8240 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'word': 'RED', 'colour': 'red', 'stim_condition': 'C', 'correct_res': 'r', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
3.8260 	DATA 	Keypress: b
3.8402 	EXP 	circle: autoDraw = False
3.8402 	EXP 	text: autoDraw = False
3.8402 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
3.8402 	EXP 	text: text = 'RED'
3.8402 	EXP 	circle: autoDraw = True
3.9573 	EXP 	Device response: <KeyPress from None: t=3.82216999999946, value=b, duration=0.11956759996246547>
4.3237 	INFO 	Keyboard events cleared
4.3235 	EXP 	circle: autoDraw = False
4.3235 	EXP 	text: autoDraw = True
4.7579 	EXP 	Device response: <KeyPress from None: t=4.751056999957655, value=r, duration=None>
