pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.33114220000061323,None,0,0,0,0,,,,,0.025243899999622954,,0.016565099998842925,1.008993700001156,1.008993700001156,1.008993700001156,1.008993700001156,1.008993700001156,2.010781400000269,2.010781400000269,2.010781400000269,2.3446084999995946,x,1,0.33114220000061323,None,,,,,Participant 2,001,2025-10-02_16h59.03.252,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,119.56873947341028,2025-10-02 16h59.13.242601 +0530,
150,v,1,1,0,v,1,0.5902734999981476,None,0,1,1,1,,,,,2.360121400000935,,2.3451487999991514,3.360975800002052,3.360975800002052,3.360975800002052,3.360975800002052,3.360975800002052,4.360620499999641,4.360620499999641,4.360620499999641,4.961071500001708,v,1,0.5902734999981476,None,,,,,Participant 2,001,2025-10-02_16h59.03.252,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,119.56873947341028,2025-10-02 16h59.13.242601 +0530,
50,c,2,2,0,c,1,0.5069879000002402,None,0,2,2,2,,,,,4.977297199999157,,4.961633700000675,5.960279300001275,5.960279300001275,5.960279300001275,5.960279300001275,5.960279300001275,6.960290899998654,6.960290899998654,6.960290899998654,7.477330099998653,c,1,0.5069879000002402,None,,,,,Participant 2,001,2025-10-02_16h59.03.252,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,119.56873947341028,2025-10-02 16h59.13.242601 +0530,
-150,z,3,3,0,z,1,0.46461709999857703,None,0,3,3,3,,,,,7.494123899999977,,7.477971299998899,8.477319500001613,8.477319500001613,8.477319500001613,8.477319500001613,8.477319500001613,9.47696200000064,9.47696200000064,9.47696200000064,9.94554799999969,z,1,0.46461709999857703,None,,,,,Participant 2,001,2025-10-02_16h59.03.252,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,119.56873947341028,2025-10-02 16h59.13.242601 +0530,
-50,x,4,0,1,x,1,0.862075699998968,None,1,0,4,0,,,,,9.960522199999104,,9.946079400000599,10.958823600001779,10.958823600001779,10.958823600001779,10.958823600001779,10.958823600001779,11.960055899999134,11.960055899999134,11.960055899999134,12.827226800000062,x,1,0.862075699998968,None,,,,,Participant 2,001,2025-10-02_16h59.03.252,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,119.56873947341028,2025-10-02 16h59.13.242601 +0530,
150,v,5,1,1,c,0,0.7897952000021178,None,1,1,5,1,,,,,12.84310529999857,,12.827771700001904,13.827043199999025,13.827043199999025,13.827043199999025,13.827043199999025,13.827043199999025,14.82677110000077,14.82677110000077,14.82677110000077,15.62754810000115,c,0,0.7897952000021178,None,,,,,Participant 2,001,2025-10-02_16h59.03.252,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,119.56873947341028,2025-10-02 16h59.13.242601 +0530,
50,c,6,2,1,x,0,0.4172303999985161,None,1,2,6,2,,,,,15.643743600001471,,15.628061399998842,16.62719769999967,16.62719769999967,16.62719769999967,16.62719769999967,16.62719769999967,17.62705189999906,17.62705189999906,17.62705189999906,18.05974029999925,x,0,0.4172303999985161,None,,,,,Participant 2,001,2025-10-02_16h59.03.252,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,119.56873947341028,2025-10-02 16h59.13.242601 +0530,
-150,z,7,3,1,z,1,1.0834297000001243,None,1,3,7,3,,,,,18.075631600000634,,18.06019749999905,19.0749536000003,19.0749536000003,19.0749536000003,19.0749536000003,19.0749536000003,20.075254600000335,20.057959599998867,20.057959599998867,21.142970199998672,z,1,1.0834297000001243,None,,,,,Participant 2,001,2025-10-02_16h59.03.252,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,119.56873947341028,2025-10-02 16h59.13.242601 +0530,
-50,x,8,0,2,x,1,0.9552571999993233,None,2,0,8,0,,,,,21.15861660000155,,21.143283500001417,22.144496199998684,22.144496199998684,22.144496199998684,22.144496199998684,22.144496199998684,23.142034600001352,23.142034600001352,23.142034600001352,24.108169200000702,x,1,0.9552571999993233,None,,,,,Participant 2,001,2025-10-02_16h59.03.252,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,119.56873947341028,2025-10-02 16h59.13.242601 +0530,
150,v,9,1,2,v,1,0.6402850999984366,None,2,1,9,1,,,,,24.12532629999987,,24.108735000001616,25.1138944000013,25.1138944000013,25.1138944000013,25.1138944000013,25.1138944000013,26.123809400000027,26.107612700001482,26.107612700001482,26.76030610000089,v,1,0.6402850999984366,None,,,,,Participant 2,001,2025-10-02_16h59.03.252,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,119.56873947341028,2025-10-02 16h59.13.242601 +0530,
