thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
53,0,53,[np.float64(0.25625)],[np.float64(-0.47875)],[1],[0],[0],[3.6532411000225693],['target'],53,0,53,0,124.78166380000766,,10,124.7663488999824,124.78166380000766,124.78166380000766,0.03058889997191727,128.41979359998368,[np.float64(0.25625)],[np.float64(-0.47875)],[1],[0],[0],[3.6532411000225693],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
54,0,54,[np.float64(0.33125)],[np.float64(0.275)],[1],[0],[0],[1.8072904999717139],['target'],54,0,54,0,128.4481998999836,,5,128.4370867999969,128.4481998999836,128.4481998999836,0.016967999981716275,130.24448769999435,[np.float64(0.33125)],[np.float64(0.275)],[1],[0],[0],[1.8072904999717139],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
55,0,55,[np.float64(0.20625)],[np.float64(0.1225)],[1],[0],[0],[1.7762597000109963],['target'],55,0,55,0,130.29030549997697,,5,130.26652399997693,130.29030549997697,130.29030549997697,0.021792600047774613,132.04287830000976,[np.float64(0.20625)],[np.float64(0.1225)],[1],[0],[0],[1.7762597000109963],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
56,0,56,[np.float64(-0.1975)],[np.float64(-0.19625)],[1],[0],[0],[1.5651162000140175],['target'],56,0,56,0,132.0735233000014,,5,132.06155619997298,132.0735233000014,132.0735233000014,0.018523500009905547,133.62675369996578,[np.float64(-0.1975)],[np.float64(-0.19625)],[1],[0],[0],[1.5651162000140175],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
57,0,57,[np.float64(0.13)],[np.float64(0.07375)],[1],[0],[0],[1.392086300009396],['target'],57,0,57,0,133.65622170001734,,5,133.64290649996838,133.65622170001734,133.65622170001734,0.015994500019587576,135.0350710999919,[np.float64(0.13)],[np.float64(0.07375)],[1],[0],[0],[1.392086300009396],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
58,0,58,[np.float64(-0.00125)],[np.float64(-0.30125)],[1],[0],[0],[2.4905342999845743],['target'],58,0,58,0,135.09910290001426,,10,135.06651169998804,135.09910290001426,135.09910290001426,0.031291000021155924,137.55712850001873,[np.float64(-0.00125)],[np.float64(-0.30125)],[1],[0],[0],[2.4905342999845743],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
59,0,59,"[np.float64(-0.3825), np.float64(-0.36375)]","[np.float64(0.38), np.float64(0.37)]","[1, 1]","[0, 0]","[0, 0]","[2.446461800020188, 3.486757100035902]","[None, 'target']",59,0,59,0,137.5896204999881,,5,137.5725456000073,137.5896204999881,137.5896204999881,0.015231199970003217,141.05938280001283,"[np.float64(-0.3825), np.float64(-0.36375)]","[np.float64(0.38), np.float64(0.37)]","[1, 1]","[0, 0]","[0, 0]","[2.446461800020188, 3.486757100035902]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
60,0,60,[np.float64(-0.21375)],[np.float64(-0.12625)],[1],[0],[0],[1.6565684999804944],['target'],60,0,60,0,141.10652570001548,,5,141.07959809998283,141.10652570001548,141.10652570001548,0.019953200011514127,142.7362589999684,[np.float64(-0.21375)],[np.float64(-0.12625)],[1],[0],[0],[1.6565684999804944],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
61,0,61,[np.float64(0.4425)],[np.float64(-0.125)],[1],[0],[0],[1.5810031000291929],['target'],61,0,61,0,142.7823222000152,,5,142.7574011000106,142.7823222000152,142.7823222000152,0.020910999970510602,144.3385265999823,[np.float64(0.4425)],[np.float64(-0.125)],[1],[0],[0],[1.5810031000291929],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
62,0,62,[np.float64(-0.32375)],[np.float64(-0.335)],[1],[0],[0],[1.4660154999583028],['target'],62,0,62,0,144.38210240000626,,5,144.36086339998292,144.38210240000626,144.38210240000626,0.022117800021078438,145.82695770001737,[np.float64(-0.32375)],[np.float64(-0.335)],[1],[0],[0],[1.4660154999583028],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
63,0,63,[np.float64(-0.20625)],[np.float64(0.11625)],[1],[0],[0],[3.3290897000115365],['target'],63,0,63,0,145.88989920000313,,10,145.86445960000856,145.88989920000313,145.88989920000313,0.037264499987941235,149.19362699997146,[np.float64(-0.20625)],[np.float64(0.11625)],[1],[0],[0],[3.3290897000115365],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
64,0,64,[np.float64(-0.2425)],[np.float64(-0.4025)],[1],[0],[0],[2.5098226999980398],['target'],64,0,64,0,149.22445599996718,,5,149.20887789997505,149.22445599996718,149.22445599996718,0.015093399968463928,151.7187829000177,[np.float64(-0.2425)],[np.float64(-0.4025)],[1],[0],[0],[2.5098226999980398],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
65,0,65,[np.float64(-0.50625)],[np.float64(0.15)],[1],[0],[0],[1.7078930999850854],['target'],65,0,65,0,151.76514229999157,,10,151.7504648999893,151.76514229999157,151.76514229999157,0.031508699990808964,153.45843709999463,[np.float64(-0.50625)],[np.float64(0.15)],[1],[0],[0],[1.7078930999850854],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
66,0,66,[np.float64(-0.40125)],[np.float64(-0.29375)],[1],[0],[0],[1.870085900009144],['target'],66,0,66,0,153.50686379999388,,10,153.49121639999794,153.50686379999388,153.50686379999388,0.03259969997452572,155.36142109998036,[np.float64(-0.40125)],[np.float64(-0.29375)],[1],[0],[0],[1.870085900009144],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
67,0,67,[np.float64(0.38875)],[np.float64(-0.07125)],[1],[0],[0],[1.5206771999946795],['target'],67,0,67,0,155.4065011999919,,5,155.3810207999777,155.4065011999919,155.4065011999919,0.019304200017359108,156.90182039997308,[np.float64(0.38875)],[np.float64(-0.07125)],[1],[0],[0],[1.5206771999946795],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
68,0,68,[np.float64(-0.36875)],[np.float64(0.3775)],[1],[0],[0],[1.5462147999787703],['target'],68,0,68,0,156.94745639996836,,5,156.9220662000007,156.94745639996836,156.94745639996836,0.02001050004037097,158.46837630000664,[np.float64(-0.36875)],[np.float64(0.3775)],[1],[0],[0],[1.5462147999787703],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
69,0,69,[np.float64(-0.0925)],[np.float64(0.08)],[1],[0],[0],[1.4235694999806583],['target'],69,0,69,0,158.51505779998843,,5,158.48722189996624,158.51505779998843,158.51505779998843,0.01868610002566129,159.91081580001628,[np.float64(-0.0925)],[np.float64(0.08)],[1],[0],[0],[1.4235694999806583],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
70,0,70,[np.float64(-0.2175)],[np.float64(-0.3675)],[1],[0],[0],[3.005245600012131],['target'],70,0,70,0,159.95660729997326,,10,159.93750759999966,159.95660729997326,159.95660729997326,0.026553799980320036,162.94285910000326,[np.float64(-0.2175)],[np.float64(-0.3675)],[1],[0],[0],[3.005245600012131],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
71,0,71,[np.float64(-0.04)],[np.float64(0.285)],[1],[0],[0],[1.4993266999954358],['target'],71,0,71,0,162.97270549996756,,5,162.96259479998844,162.97270549996756,162.97270549996756,0.019451399974059314,164.46201319998363,[np.float64(-0.04)],[np.float64(0.285)],[1],[0],[0],[1.4993266999954358],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
72,0,72,"[np.float64(0.2825), np.float64(0.26)]","[np.float64(0.4125), np.float64(0.4025)]","[1, 1]","[0, 0]","[0, 0]","[3.3762306999997236, 5.118879300018307]","[None, 'target']",72,0,72,0,164.48959959996864,,5,164.47534790000645,164.48959959996864,164.48959959996864,0.013171300000976771,169.5943779000081,"[np.float64(0.2825), np.float64(0.26)]","[np.float64(0.4125), np.float64(0.4025)]","[1, 1]","[0, 0]","[0, 0]","[3.3762306999997236, 5.118879300018307]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
73,0,73,"[np.float64(-0.4), np.float64(-0.45), np.float64(-0.40875)]","[np.float64(-0.29625), np.float64(-0.3325), np.float64(-0.3325)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.3277068000170402, 2.319461500039324, 3.2075141000095755]","[None, None, 'target']",73,0,73,0,169.63946189999115,,5,169.61727280000923,169.63946189999115,169.63946189999115,0.02265390002867207,172.82496349996654,"[np.float64(-0.4), np.float64(-0.45), np.float64(-0.40875)]","[np.float64(-0.29625), np.float64(-0.3325), np.float64(-0.3325)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.3277068000170402, 2.319461500039324, 3.2075141000095755]","[None, None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
74,0,74,[np.float64(-0.455)],[np.float64(-0.35125)],[1],[0],[0],[2.1357214000308886],['target'],74,0,74,0,172.8811529999948,,10,172.85883559996728,172.8811529999948,172.8811529999948,0.033452500007115304,174.99466879997635,[np.float64(-0.455)],[np.float64(-0.35125)],[1],[0],[0],[2.1357214000308886],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
75,0,75,[np.float64(-0.335)],[np.float64(0.36625)],[1],[0],[0],[4.426436199981254],['target'],75,0,75,0,175.0411539999768,,5,175.0150655999896,175.0411539999768,175.0411539999768,0.0201307000243105,179.4415854999679,[np.float64(-0.335)],[np.float64(0.36625)],[1],[0],[0],[4.426436199981254],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
76,0,76,"[np.float64(-0.01375), np.float64(0.0)]","[np.float64(-0.42), np.float64(-0.435)]","[1, 1]","[0, 0]","[0, 0]","[1.4705495000234805, 4.976900600013323]","[None, 'target']",76,0,76,0,179.47256139997626,,5,179.45895679999376,179.47256139997626,179.47256139997626,0.01721499999985099,184.43602279998595,"[np.float64(-0.01375), np.float64(0.0)]","[np.float64(-0.42), np.float64(-0.435)]","[1, 1]","[0, 0]","[0, 0]","[1.4705495000234805, 4.976900600013323]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
77,0,77,[np.float64(0.29375)],[np.float64(-0.1375)],[1],[0],[0],[2.4038220999646],['target'],77,0,77,0,184.4642592999735,,5,184.44952129997546,184.4642592999735,184.4642592999735,0.013215599989052862,186.85347999999067,[np.float64(0.29375)],[np.float64(-0.1375)],[1],[0],[0],[2.4038220999646],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
78,0,78,[np.float64(0.12125)],[np.float64(-0.30875)],[1],[0],[0],[1.634643400029745],['target'],78,0,78,0,186.89821249997476,,5,186.87539160001324,186.89821249997476,186.89821249997476,0.021673199953511357,188.5100911000045,[np.float64(0.12125)],[np.float64(-0.30875)],[1],[0],[0],[1.634643400029745],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
79,0,79,[np.float64(-0.24875)],[np.float64(0.37375)],[1],[0],[0],[6.5037133999867365],['target'],79,0,79,0,188.55678769998485,,10,188.54098180000437,188.55678769998485,188.55678769998485,0.03077269997447729,195.04480450000847,[np.float64(-0.24875)],[np.float64(0.37375)],[1],[0],[0],[6.5037133999867365],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
80,0,80,"[np.float64(0.3175), np.float64(0.325)]","[np.float64(0.425), np.float64(0.395)]","[1, 1]","[0, 0]","[0, 0]","[1.7303163000033237, 3.3864702000282705]","[None, 'target']",80,0,80,0,195.08942139998544,,5,195.06498019996798,195.08942139998544,195.08942139998544,0.01991880004061386,198.4515782999806,"[np.float64(0.3175), np.float64(0.325)]","[np.float64(0.425), np.float64(0.395)]","[1, 1]","[0, 0]","[0, 0]","[1.7303163000033237, 3.3864702000282705]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
81,0,81,"[np.float64(0.35625), np.float64(0.37375)]","[np.float64(-0.03875), np.float64(-0.04125)]","[1, 1]","[0, 0]","[0, 0]","[1.6106041999883018, 2.6415917999693193]","[None, 'target']",81,0,81,0,198.5140187999932,,10,198.4849591999664,198.5140187999932,198.5140187999932,0.033136899990495294,201.12666509998962,"[np.float64(0.35625), np.float64(0.37375)]","[np.float64(-0.03875), np.float64(-0.04125)]","[1, 1]","[0, 0]","[0, 0]","[1.6106041999883018, 2.6415917999693193]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
82,0,82,[np.float64(-0.13625)],[np.float64(0.47)],[1],[0],[0],[2.441498900006991],['target'],82,0,82,0,201.1724772999878,,5,201.1503883000114,201.1724772999878,201.1724772999878,0.023399800003971905,203.59196859999793,[np.float64(-0.13625)],[np.float64(0.47)],[1],[0],[0],[2.441498900006991],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
83,0,83,"[np.float64(-0.36125), np.float64(-0.3625)]","[np.float64(0.46375), np.float64(0.43875)]","[1, 1]","[0, 0]","[0, 0]","[1.094020799966529, 2.100621299992781]","[None, 'target']",83,0,83,0,203.62281420000363,,5,203.60726620000787,203.62281420000363,203.62281420000363,0.015124699973966926,205.7080038000131,"[np.float64(-0.36125), np.float64(-0.3625)]","[np.float64(0.46375), np.float64(0.43875)]","[1, 1]","[0, 0]","[0, 0]","[1.094020799966529, 2.100621299992781]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
84,0,84,"[np.float64(0.08), np.float64(0.10125)]","[np.float64(0.3725), np.float64(0.36)]","[1, 1]","[0, 0]","[0, 0]","[2.288243900053203, 4.273287600022741]","[None, 'target']",84,0,84,0,205.75579039996956,,5,205.72889999998733,205.75579039996956,205.75579039996956,0.020645399985369295,210.00227569998242,"[np.float64(0.08), np.float64(0.10125)]","[np.float64(0.3725), np.float64(0.36)]","[1, 1]","[0, 0]","[0, 0]","[2.288243900053203, 4.273287600022741]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
85,0,85,[np.float64(-0.20875)],[np.float64(0.02875)],[1],[0],[0],[1.2639412000426091],['target'],85,0,85,0,210.04755139996996,,10,210.03080720000435,210.04755139996996,210.04755139996996,0.02834439999423921,211.29488239996135,[np.float64(-0.20875)],[np.float64(0.02875)],[1],[0],[0],[1.2639412000426091],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
86,0,86,"[np.float64(0.13), np.float64(0.0925)]","[np.float64(-0.2975), np.float64(-0.2975)]","[1, 1]","[0, 0]","[0, 0]","[1.9679188000154682, 2.8345793000189587]","[None, 'target']",86,0,86,0,211.3220188000123,,5,211.3094349000021,211.3220188000123,211.3220188000123,0.014269700041040778,214.1441129000159,"[np.float64(0.13), np.float64(0.0925)]","[np.float64(-0.2975), np.float64(-0.2975)]","[1, 1]","[0, 0]","[0, 0]","[1.9679188000154682, 2.8345793000189587]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
87,0,87,[np.float64(-0.0675)],[np.float64(0.24625)],[1],[0],[0],[2.5721655000234023],['target'],87,0,87,0,214.18907339998987,,10,214.17404419998638,214.18907339998987,214.18907339998987,0.029702499974519014,216.74633339996217,[np.float64(-0.0675)],[np.float64(0.24625)],[1],[0],[0],[2.5721655000234023],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
88,0,88,"[np.float64(0.3575), np.float64(0.3625)]","[np.float64(-0.08875), np.float64(-0.07375)]","[1, 1]","[0, 0]","[0, 0]","[1.8103852000203915, 4.680189500038978]","[None, 'target']",88,0,88,0,216.8062929000007,,10,216.78109740000218,216.8062929000007,216.8062929000007,0.034505899995565414,221.46140299999388,"[np.float64(0.3575), np.float64(0.3625)]","[np.float64(-0.08875), np.float64(-0.07375)]","[1, 1]","[0, 0]","[0, 0]","[1.8103852000203915, 4.680189500038978]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
89,0,89,[np.float64(-0.22875)],[np.float64(0.2375)],[1],[0],[0],[1.7993390999617986],['target'],89,0,89,0,221.52214590000222,,10,221.4947714000009,221.52214590000222,221.52214590000222,0.0330734999733977,223.294223600009,[np.float64(-0.22875)],[np.float64(0.2375)],[1],[0],[0],[1.7993390999617986],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
90,0,90,[np.float64(-0.15875)],[np.float64(-0.13125)],[1],[0],[0],[3.084770799963735],['target'],90,0,90,0,223.35661989997607,,10,223.3287695000181,223.35661989997607,223.35661989997607,0.03427959996042773,226.41368110000622,[np.float64(-0.15875)],[np.float64(-0.13125)],[1],[0],[0],[3.084770799963735],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
91,0,91,"[np.float64(0.255), np.float64(0.21125)]","[np.float64(0.17625), np.float64(0.1525)]","[1, 1]","[0, 0]","[0, 0]","[4.3571967000025325, 5.24778159998823]","[None, 'target']",91,0,91,0,226.47223339998163,,10,226.4441050000023,226.47223339998163,226.47223339998163,0.030136600020341575,231.6920175999985,"[np.float64(0.255), np.float64(0.21125)]","[np.float64(0.17625), np.float64(0.1525)]","[1, 1]","[0, 0]","[0, 0]","[4.3571967000025325, 5.24778159998823]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
92,0,92,[np.float64(-0.2375)],[np.float64(-0.255)],[1],[0],[0],[1.5193587999674492],['target'],92,0,92,0,231.7388353999704,,10,231.72495080000954,231.7388353999704,231.7388353999704,0.03262219997122884,233.24441029998707,[np.float64(-0.2375)],[np.float64(-0.255)],[1],[0],[0],[1.5193587999674492],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
93,0,93,[np.float64(0.2125)],[np.float64(0.35)],[1],[0],[0],[2.6996466999989934],['target'],93,0,93,0,233.28967329999432,,10,233.26871430000756,233.28967329999432,233.28967329999432,0.024073500011581928,235.9684777999646,[np.float64(0.2125)],[np.float64(0.35)],[1],[0],[0],[2.6996466999989934],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
94,0,94,[np.float64(-0.47375)],[np.float64(0.105)],[1],[0],[0],[1.6689441000344232],['target'],94,0,94,0,236.0152834999608,,10,235.99806020001415,236.0152834999608,236.0152834999608,0.029305599979124963,237.66708759998437,[np.float64(-0.47375)],[np.float64(0.105)],[1],[0],[0],[1.6689441000344232],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
95,0,95,[np.float64(0.00625)],[np.float64(0.2225)],[1],[0],[0],[1.259096199995838],['target'],95,0,95,0,237.6972821999807,,5,237.68298819998745,237.6972821999807,237.6972821999807,0.015695700014475733,238.94216939999023,[np.float64(0.00625)],[np.float64(0.2225)],[1],[0],[0],[1.259096199995838],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
96,0,96,[np.float64(0.43)],[np.float64(0.005)],[1],[0],[0],[1.712717899994459],['target'],96,0,96,0,238.98898660001578,,10,238.97262720001163,238.98898660001578,238.98898660001578,0.030158800014760345,240.68544400000246,[np.float64(0.43)],[np.float64(0.005)],[1],[0],[0],[1.712717899994459],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
97,0,97,[np.float64(-0.26625)],[np.float64(0.49375)],[1],[0],[0],[1.9471900999778882],['target'],97,0,97,0,240.73120839998592,,5,240.70419989997754,240.73120839998592,240.73120839998592,0.018479100021068007,242.65146959997946,[np.float64(-0.26625)],[np.float64(0.49375)],[1],[0],[0],[1.9471900999778882],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
98,0,98,"[np.float64(-0.4975), np.float64(-0.48375)]","[np.float64(-0.04125), np.float64(-0.04625)]","[1, 1]","[0, 0]","[0, 0]","[1.8409352999879047, 3.198753799952101]","[None, 'target']",98,0,98,0,242.71473680000054,,10,242.68471459997818,242.71473680000054,242.71473680000054,0.03307569999014959,245.883551899984,"[np.float64(-0.4975), np.float64(-0.48375)]","[np.float64(-0.04125), np.float64(-0.04625)]","[1, 1]","[0, 0]","[0, 0]","[1.8409352999879047, 3.198753799952101]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
99,0,99,[np.float64(-0.00625)],[np.float64(0.1275)],[1],[0],[0],[1.6844990000245161],['target'],99,0,99,0,245.9134919999633,,5,245.89918529998977,245.9134919999633,245.9134919999633,0.015390100015792996,247.58377650001785,[np.float64(-0.00625)],[np.float64(0.1275)],[1],[0],[0],[1.6844990000245161],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
100,0,100,[np.float64(-0.145)],[np.float64(-0.0725)],[1],[0],[0],[2.315186600026209],['target'],100,0,100,0,247.63081659999443,,10,247.6159808000084,247.63081659999443,247.63081659999443,0.03204540000297129,249.93122919998132,[np.float64(-0.145)],[np.float64(-0.0725)],[1],[0],[0],[2.315186600026209],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
101,0,101,[np.float64(-0.20125)],[np.float64(0.23875)],[1],[0],[0],[1.3811945000197738],['target'],101,0,101,0,249.96385319996625,,5,249.9456555999932,249.96385319996625,249.96385319996625,0.01426640001591295,251.3269574000151,[np.float64(-0.20125)],[np.float64(0.23875)],[1],[0],[0],[1.3811945000197738],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
102,0,102,[np.float64(0.45125)],[np.float64(0.01875)],[1],[0],[0],[2.46876830002293],['target'],102,0,102,0,251.38888929999666,,10,251.35796890000347,251.38888929999666,251.38888929999666,0.030833300028461963,253.8268240999896,[np.float64(0.45125)],[np.float64(0.01875)],[1],[0],[0],[2.46876830002293],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
103,0,103,[np.float64(-0.36375)],[np.float64(0.3025)],[1],[0],[0],[3.1308961999602616],['target'],103,0,103,0,253.87231979996432,,10,253.85320269997464,253.87231979996432,253.87231979996432,0.026194300036877394,256.98418550001225,[np.float64(-0.36375)],[np.float64(0.3025)],[1],[0],[0],[3.1308961999602616],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
