thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
12,0,12,[np.float64(-0.1425)],[np.float64(-0.2975)],[1],[0],[0],[1.6911117000272498],['target'],12,0,12,0,28.26544119999744,,5,28.238938399998005,28.26544119999744,28.26544119999744,0.01886250003008172,29.930193900014274,[np.float64(-0.1425)],[np.float64(-0.2975)],[1],[0],[0],[1.6911117000272498],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
13,0,13,[np.float64(0.25125)],[np.float64(-0.4275)],[1],[0],[0],[1.5581265999935567],['target'],13,0,13,0,29.976140599988867,,5,29.952143399976194,29.976140599988867,29.976140599988867,0.02171999996062368,31.51035579998279,[np.float64(0.25125)],[np.float64(-0.4275)],[1],[0],[0],[1.5581265999935567],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
14,0,14,[np.float64(-0.18)],[np.float64(-0.26)],[1],[0],[0],[1.2316062999889255],['target'],14,0,14,0,31.55830849998165,,10,31.538241199974436,31.55830849998165,31.55830849998165,0.027716999989934266,32.77001999999629,[np.float64(-0.18)],[np.float64(-0.26)],[1],[0],[0],[1.2316062999889255],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
15,0,15,[np.float64(-0.39625)],[np.float64(0.09875)],[1],[0],[0],[1.517760900023859],['target'],15,0,15,0,32.808521099970676,,5,32.78569679998327,32.808521099970676,32.808521099970676,0.015287999995052814,34.30352620000485,[np.float64(-0.39625)],[np.float64(0.09875)],[1],[0],[0],[1.517760900023859],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
16,0,16,[np.float64(-0.23625)],[np.float64(0.415)],[1],[0],[0],[1.830813099979423],['target'],16,0,16,0,34.36621219996596,,10,34.337866799964104,34.36621219996596,34.36621219996596,0.03421419998630881,36.168757000006735,[np.float64(-0.23625)],[np.float64(0.415)],[1],[0],[0],[1.830813099979423],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
17,0,17,[np.float64(0.425)],[np.float64(-0.41)],[1],[0],[0],[2.596856700023636],['target'],17,0,17,0,36.21563409996452,,10,36.195460200018715,36.21563409996452,36.21563409996452,0.026509899995289743,38.79243769997265,[np.float64(0.425)],[np.float64(-0.41)],[1],[0],[0],[2.596856700023636],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
18,0,18,[np.float64(-0.3775)],[np.float64(-0.31375)],[1],[0],[0],[1.885500599979423],['target'],18,0,18,0,38.83400480001001,,5,38.80945060000522,38.83400480001001,38.83400480001001,0.01671260001603514,40.695073499984574,[np.float64(-0.3775)],[np.float64(-0.31375)],[1],[0],[0],[1.885500599979423],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
19,0,19,[np.float64(0.18375)],[np.float64(0.045)],[1],[0],[0],[1.6544636000180617],['target'],19,0,19,0,40.741381599975284,,5,40.71666470001219,40.741381599975284,40.741381599975284,0.021372499992139637,42.371237899991684,[np.float64(0.18375)],[np.float64(0.045)],[1],[0],[0],[1.6544636000180617],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
20,0,20,[np.float64(-0.275)],[np.float64(-0.1175)],[1],[0],[0],[1.4458415999542922],['target'],20,0,20,0,42.41584819997661,,5,42.39232149999589,42.41584819997661,42.41584819997661,0.020838500000536442,43.838283899996895,[np.float64(-0.275)],[np.float64(-0.1175)],[1],[0],[0],[1.4458415999542922],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
21,0,21,[np.float64(0.05375)],[np.float64(0.07875)],[1],[0],[0],[1.4424797999672592],['target'],21,0,21,0,43.88485189998755,,5,43.858496200002264,43.88485189998755,43.88485189998755,0.020020199997816235,45.301077499985695,[np.float64(0.05375)],[np.float64(0.07875)],[1],[0],[0],[1.4424797999672592],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
22,0,22,[np.float64(-0.44875)],[np.float64(-0.22375)],[1],[0],[0],[1.8145252999966033],['target'],22,0,22,0,45.36683469999116,,10,45.3366490000044,45.36683469999116,45.36683469999116,0.0353389999945648,47.151256799988914,[np.float64(-0.44875)],[np.float64(-0.22375)],[1],[0],[0],[1.8145252999966033],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
23,0,23,[np.float64(-0.38625)],[np.float64(-0.17625)],[1],[0],[0],[1.918425699986983],['target'],23,0,23,0,47.182713699992746,,5,47.16787940001814,47.182713699992746,47.182713699992746,0.016443600005004555,49.08641579997493,[np.float64(-0.38625)],[np.float64(-0.17625)],[1],[0],[0],[1.918425699986983],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
24,0,24,[np.float64(0.12375)],[np.float64(-0.37375)],[1],[0],[0],[1.4242599999997765],['target'],24,0,24,0,49.11508129996946,,5,49.10243809997337,49.11508129996946,49.11508129996946,0.0158427000278607,50.526804699969944,[np.float64(0.12375)],[np.float64(-0.37375)],[1],[0],[0],[1.4242599999997765],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
25,0,25,[np.float64(-0.26375)],[np.float64(0.46375)],[1],[0],[0],[3.194729000038933],['target'],25,0,25,0,50.57368699996732,,10,50.55848110001534,50.57368699996732,50.57368699996732,0.031422699976246804,53.75330129999202,[np.float64(-0.26375)],[np.float64(0.46375)],[1],[0],[0],[3.194729000038933],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
26,0,26,[np.float64(-0.49875)],[np.float64(-0.3125)],[1],[0],[0],[3.14400819997536],['target'],26,0,26,0,53.78218789998209,,5,53.76789550000103,53.78218789998209,53.78218789998209,0.014400200045201927,56.91203619999578,[np.float64(-0.49875)],[np.float64(-0.3125)],[1],[0],[0],[3.14400819997536],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
27,0,27,[np.float64(0.38)],[np.float64(-0.17625)],[1],[0],[0],[1.797994899970945],['target'],27,0,27,0,56.957738999975845,,5,56.93012259999523,56.957738999975845,56.957738999975845,0.0178767999750562,58.728235199989285,[np.float64(0.38)],[np.float64(-0.17625)],[1],[0],[0],[1.797994899970945],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
28,0,28,[np.float64(-0.255)],[np.float64(0.385)],[1],[0],[0],[1.537220600002911],['target'],28,0,28,0,58.77400029997807,,5,58.75028049998218,58.77400029997807,58.77400029997807,0.02180930000031367,60.287604000011925,[np.float64(-0.255)],[np.float64(0.385)],[1],[0],[0],[1.537220600002911],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
29,0,29,[np.float64(0.02)],[np.float64(0.24125)],[1],[0],[0],[1.3902722999919206],['target'],29,0,29,0,60.3321261999663,,5,60.307849999982864,60.3321261999663,60.3321261999663,0.020018999988678843,61.69824369996786,[np.float64(0.02)],[np.float64(0.24125)],[1],[0],[0],[1.3902722999919206],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
30,0,30,"[np.float64(0.5025), np.float64(0.48625)]","[np.float64(-0.0975), np.float64(-0.1)]","[1, 1]","[0, 0]","[0, 0]","[1.9926769000012428, 2.9942264999845065]","[None, 'target']",30,0,30,0,61.75766309996834,,10,61.72760300000664,61.75766309996834,61.75766309996834,0.029121599975042045,64.72197289997712,"[np.float64(0.5025), np.float64(0.48625)]","[np.float64(-0.0975), np.float64(-0.1)]","[1, 1]","[0, 0]","[0, 0]","[1.9926769000012428, 2.9942264999845065]","[None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
31,0,31,[np.float64(-0.3075)],[np.float64(-0.3725)],[1],[0],[0],[1.8780900000128895],['target'],31,0,31,0,64.76621949998662,,5,64.74389709997922,64.76621949998662,64.76621949998662,0.021559599961619824,66.62212149996776,[np.float64(-0.3075)],[np.float64(-0.3725)],[1],[0],[0],[1.8780900000128895],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
32,0,32,[np.float64(0.1325)],[np.float64(0.41875)],[1],[0],[0],[1.8626605999888852],['target'],32,0,32,0,66.68302669998957,,10,66.65430970001034,66.68302669998957,66.68302669998957,0.03196290001505986,68.51704579999205,[np.float64(0.1325)],[np.float64(0.41875)],[1],[0],[0],[1.8626605999888852],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
33,0,33,[np.float64(0.29125)],[np.float64(0.48375)],[1],[0],[0],[4.67271749995416],['target'],33,0,33,0,68.56564059999073,,10,68.54154499998549,68.56564059999073,68.56564059999073,0.02433710003970191,73.21439450001344,[np.float64(0.29125)],[np.float64(0.48375)],[1],[0],[0],[4.67271749995416],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
34,0,34,[np.float64(-0.4875)],[np.float64(-0.02875)],[1],[0],[0],[2.6065066999872215],['target'],34,0,34,0,73.24199229996884,,5,73.23030970001128,73.24199229996884,73.24199229996884,0.01562790002208203,75.83691529999487,[np.float64(-0.4875)],[np.float64(-0.02875)],[1],[0],[0],[2.6065066999872215],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
35,0,35,[np.float64(-0.19125)],[np.float64(-0.41625)],[1],[0],[0],[6.1945705999969505],['target'],35,0,35,0,75.89856459997827,,10,75.87272569997003,75.89856459997827,75.89856459997827,0.035608300007879734,82.06737389997579,[np.float64(-0.19125)],[np.float64(-0.41625)],[1],[0],[0],[6.1945705999969505],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
36,0,36,"[np.float64(-0.42), np.float64(-0.4225), np.float64(-0.415), np.float64(0.4675)]","[np.float64(-0.06), np.float64(-0.08375), np.float64(-0.06625), np.float64(0.2025)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[3.942051099962555, 5.127912600000855, 6.263657699979376, 7.69771589996526]","[None, None, None, 'target']",36,0,36,0,82.09897779999301,,5,82.08203029999277,82.09897779999301,82.09897779999301,0.014460800040978938,89.77987640001811,"[np.float64(-0.42), np.float64(-0.4225), np.float64(-0.415), np.float64(0.4675)]","[np.float64(-0.06), np.float64(-0.08375), np.float64(-0.06625), np.float64(0.2025)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[3.942051099962555, 5.127912600000855, 6.263657699979376, 7.69771589996526]","[None, None, None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
37,0,37,[np.float64(-0.36375)],[np.float64(-0.4275)],[1],[0],[0],[1.7910170999821275],['target'],37,0,37,0,89.82559279998532,,5,89.80079409998143,89.82559279998532,89.82559279998532,0.020605900033842772,91.59192400000757,[np.float64(-0.36375)],[np.float64(-0.4275)],[1],[0],[0],[1.7910170999821275],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
38,0,38,[np.float64(0.15375)],[np.float64(-0.24375)],[1],[0],[0],[1.4551153000211343],['target'],38,0,38,0,91.62365239998326,,5,91.60648630000651,91.62365239998326,91.62365239998326,0.014336599968373775,93.06171089998679,[np.float64(0.15375)],[np.float64(-0.24375)],[1],[0],[0],[1.4551153000211343],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
39,0,39,[np.float64(0.2775)],[np.float64(-0.0325)],[1],[0],[0],[1.3576081999926828],['target'],39,0,39,0,93.09057850000681,,5,93.07781569997314,93.09057850000681,93.09057850000681,0.015849699964746833,94.43554550001863,[np.float64(0.2775)],[np.float64(-0.0325)],[1],[0],[0],[1.3576081999926828],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
40,0,40,[np.float64(-0.39375)],[np.float64(-0.415)],[1],[0],[0],[2.8335556999663822],['target'],40,0,40,0,94.48150270001497,,5,94.45474079996347,94.48150270001497,94.48150270001497,0.018961199966724962,97.28841629996896,[np.float64(-0.39375)],[np.float64(-0.415)],[1],[0],[0],[2.8335556999663822],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
41,0,41,[np.float64(0.25875)],[np.float64(-0.08875)],[1],[0],[0],[1.7477918999502435],['target'],41,0,41,0,97.33209779998288,,5,97.3071823999635,97.33209779998288,97.33209779998288,0.018534799979534,99.05509029998211,[np.float64(0.25875)],[np.float64(-0.08875)],[1],[0],[0],[1.7477918999502435],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
42,0,42,[np.float64(-0.11625)],[np.float64(0.15)],[1],[0],[0],[1.7710647999774665],['target'],42,0,42,0,99.09986969997408,,5,99.07394029997522,99.09986969997408,99.09986969997408,0.018610200029797852,100.8451408999972,[np.float64(-0.11625)],[np.float64(0.15)],[1],[0],[0],[1.7710647999774665],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
43,0,43,[np.float64(-0.50125)],[np.float64(0.05625)],[1],[0],[0],[2.0766617999761365],['target'],43,0,43,0,100.89004450000357,,5,100.86951250000857,100.89004450000357,100.89004450000357,0.024141700007021427,102.94628949998878,[np.float64(-0.50125)],[np.float64(0.05625)],[1],[0],[0],[2.0766617999761365],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
44,0,44,[np.float64(0.16375)],[np.float64(0.40125)],[1],[0],[0],[1.2055072000366636],['target'],44,0,44,0,102.99027700000443,,5,102.96737129997928,102.99027700000443,102.99027700000443,0.020797999983187765,104.17300219996832,[np.float64(0.16375)],[np.float64(0.40125)],[1],[0],[0],[1.2055072000366636],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
45,0,45,[np.float64(-0.4875)],[np.float64(0.4425)],[1],[0],[0],[2.393908999976702],['target'],45,0,45,0,104.21521860000212,,5,104.1948053999804,104.21521860000212,104.21521860000212,0.021576099970843643,106.58882810000796,[np.float64(-0.4875)],[np.float64(0.4425)],[1],[0],[0],[2.393908999976702],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
46,0,46,"[np.float64(0.01125), np.float64(-0.0275), np.float64(-0.0225)]","[np.float64(-0.28625), np.float64(-0.31), np.float64(-0.31375)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.7925232000416145, 3.639310500002466, 4.721378999995068]","[None, None, 'target']",46,0,46,0,106.64857089996804,,10,106.62044759996934,106.64857089996804,106.64857089996804,0.0313802000018768,111.34192849998362,"[np.float64(0.01125), np.float64(-0.0275), np.float64(-0.0225)]","[np.float64(-0.28625), np.float64(-0.31), np.float64(-0.31375)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.7925232000416145, 3.639310500002466, 4.721378999995068]","[None, None, 'target']",003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
47,0,47,[np.float64(-0.32)],[np.float64(0.12)],[1],[0],[0],[1.2134436999913305],['target'],47,0,47,0,111.3733413000009,,5,111.3581978000002,111.3733413000009,111.3733413000009,0.0159968999796547,112.5717786999885,[np.float64(-0.32)],[np.float64(0.12)],[1],[0],[0],[1.2134436999913305],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
48,0,48,[np.float64(-0.115)],[np.float64(-0.08125)],[1],[0],[0],[1.368428900022991],['target'],48,0,48,0,112.61518590000924,,10,112.60141389997443,112.61518590000924,112.61518590000924,0.02934589999495074,113.96994929999346,[np.float64(-0.115)],[np.float64(-0.08125)],[1],[0],[0],[1.368428900022991],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
49,0,49,[np.float64(-0.285)],[np.float64(0.485)],[1],[0],[0],[5.8058755999663845],['target'],49,0,49,0,113.99777279997943,,5,113.98803369997768,113.99777279997943,113.99777279997943,0.01776750001590699,119.79400369996438,[np.float64(-0.285)],[np.float64(0.485)],[1],[0],[0],[5.8058755999663845],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
50,0,50,[np.float64(0.36375)],[np.float64(-0.39125)],[1],[0],[0],[2.097305300005246],['target'],50,0,50,0,119.84018990001641,,10,119.82056720001856,119.84018990001641,119.84018990001641,0.02639469999121502,121.91795799997635,[np.float64(0.36375)],[np.float64(-0.39125)],[1],[0],[0],[2.097305300005246],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
51,0,51,[np.float64(-0.22)],[np.float64(0.4775)],[1],[0],[0],[1.5129999000346288],['target'],51,0,51,0,121.94812099996489,,5,121.93282589997398,121.94812099996489,121.94812099996489,0.014698699989821762,123.4463386000134,[np.float64(-0.22)],[np.float64(0.4775)],[1],[0],[0],[1.5129999000346288],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
52,0,52,[np.float64(-0.45875)],[np.float64(0.04)],[1],[0],[0],[1.2427503999788314],['target'],52,0,52,0,123.51005109999096,,5,123.49267850001343,123.51005109999096,123.51005109999096,0.04602919996250421,124.7355345999822,[np.float64(-0.45875)],[np.float64(0.04)],[1],[0],[0],[1.2427503999788314],['target'],003,001,2025-09-29_15h58.58.233,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.36864716970601,2025-09-29 15h59.18.414456 +0530,
