word,color,condition,correctresponsekey,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,inst.started,fixation.started,key_resp_2.started,inst.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,target.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,target.stopped,key_resp.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
LIKE,blue,Congruent,b,81,1,4,k,0.3154436000622809,None,4,1,81,5,131.1808505000081,,,,,,,,,131.17035569995642,132.18035640008748,132.18035640008748,132.49807840003632,k,0.3154436000622809,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
TABLE,pink,Incongruent,p,82,2,4,k,0.4977464999537915,None,4,2,82,14,132.51375139993615,,,,,,,,,132.503208699869,133.49735359987244,133.49735359987244,133.9976641999092,k,0.4977464999537915,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
GREEN,blue,Incongruent,b,83,3,4,k,0.2911588998977095,None,4,3,83,1,134.0139285000041,,,,,,,,,134.00441420008428,134.9974324000068,134.9974324000068,135.29768650000915,k,0.2911588998977095,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
CHAIR,red,Incongruent,r,84,4,4,k,0.310239200014621,None,4,4,84,12,135.31313630007207,,,,,,,,,135.30255410005338,136.2963463999331,136.2963463999331,136.6144490998704,k,0.310239200014621,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
YELLOW,pink,Congruent,p,85,5,4,p,0.5988437999039888,None,4,5,85,2,136.6308915000409,,,,,,,,,136.61945390002802,137.61370779993013,137.61370779993013,138.21454379986972,p,0.5988437999039888,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
KNIFE,blue,Incongruent,b,86,6,4,None,,,4,6,86,17,138.2309822998941,,,,,,,,,138.21964320004918,139.23063699994236,139.23063699994236,140.21492279996164,None,,,140.230325399898,140.230325399898,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
PEN,yellow,Incongruent,k,87,7,4,k,0.7831202999223024,None,4,7,87,19,140.230325399898,,,,,,,,,140.2238376000896,141.21371509996243,141.21371509996243,142.0130477999337,k,0.7831202999223024,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
LOVE,red,Congruent,r,88,8,4,k,0.6122217001393437,None,4,8,88,4,142.02921799989417,,,,,,,,,142.01840429985896,143.01332899997942,143.01332899997942,143.63229359989055,k,0.6122217001393437,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
PENCIL,pink,Incongruent,p,89,9,4,k,0.4445398999378085,None,4,9,89,18,143.65054140007123,,,,,,,,,143.64334199996665,144.6471629999578,144.6471629999578,145.0986093999818,k,0.4445398999378085,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
RED,red,Congruent,r,90,10,4,r,0.4853050000965595,None,4,10,90,0,145.11364810005762,,,,,,,,,145.10691249999218,146.113985999953,146.113985999953,146.61561380000785,r,0.4853050000965595,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
HATE,pink,Congruent,p,91,11,4,p,0.6899812000337988,None,4,11,91,6,146.63001929991879,,,,,,,,,146.6238832999952,147.6134458000306,147.6134458000306,148.31479400000535,p,0.6899812000337988,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
SAD,blue,Congruent,b,92,12,4,b,0.733073899988085,None,4,12,92,9,148.33019779995084,,,,,,,,,148.32287620007992,149.32912430004217,149.32912430004217,150.064515999984,b,0.733073899988085,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
PINK,yellow,Incongruent,k,93,13,4,k,0.6028579000849277,None,4,13,93,3,150.08505090000108,,,,,,,,,150.0781857999973,151.07978009991348,151.07978009991348,151.69783259998076,k,0.6028579000849277,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
CHANGE,yellow,Incongruent,k,94,14,4,k,0.4372306000441313,None,4,14,94,7,151.71334349992685,,,,,,,,,151.7075791999232,152.71348319994286,152.71348319994286,153.16472189989872,k,0.4372306000441313,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
GLOOMY,pink,Congruent,p,95,15,4,p,0.6650313998106867,None,4,15,95,10,153.17999859992415,,,,,,,,,153.17448200006038,154.18070059991442,154.18070059991442,154.8484302998986,p,0.6650313998106867,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
SPOON,yellow,Incongruent,k,96,16,4,p,0.44657630007714033,None,4,16,96,15,154.8639040000271,,,,,,,,,154.85820370004512,155.86344349989668,155.86344349989668,156.31589709990658,p,0.44657630007714033,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
DISSAPPOINTED,blue,Conguent,b,97,17,4,b,0.6026781999971718,None,4,17,97,13,156.3344012000598,,,,,,,,,156.32891159993596,157.33011669991538,157.33011669991538,157.94842999987304,b,0.6026781999971718,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
ANGER,red,Congruent,r,98,18,4,r,0.561119900085032,None,4,18,98,8,157.9640227998607,,,,,,,,,157.95355440001003,158.96359879989177,158.96359879989177,159.53166089998558,r,0.561119900085032,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
HAPPY,yellow,Congruent,k,99,19,4,b,0.9532049000263214,None,4,19,99,11,159.5467340000905,,,,,,,,,159.5403326000087,160.5467445999384,160.5467445999384,161.5145012999419,b,0.9532049000263214,None,,,P5,001,2025-11-24_18h00.23.811,Solo Lab Project Bhumika Bajaj AU2320057 PSY310,,2025.1.1,60.11143457218495,2025-11-24 18h00.41.130152 +0530,
