9.1222 	INFO 	Loaded monitor calibration from ['2025_08_12 09:52']
9.1538 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1600]. Using actual size
9.7406 	INFO 	Using renderer 'Intel(R) Arc(TM) Graphics' for graphics
9.7406 	INFO 	OpenGL version supported by driver is 4..
9.8357 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023F87C8AB00>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023F87C8AAA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023F87D503A0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([2560, 1600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.8360 	EXP 	window1: backgroundImage = ''
9.8361 	EXP 	window1: backgroundFit = 'none'
10.3904 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.3905 	EXP 	window1: recordFrameIntervals = False
10.5375 	EXP 	window1: recordFrameIntervals = True
10.7215 	EXP 	Screen (0) actual frame rate measured at 59.95Hz
10.7216 	EXP 	window1: recordFrameIntervals = False
11.0931 	INFO 	keyboard.Keyboard is using ptb backend.
11.0933 	INFO 	keyboard.Keyboard is using ptb backend.
11.0934 	INFO 	keyboard.Keyboard is using ptb backend.
11.0934 	EXP 	Solo Lab Project Bhumika Bajaj AU2320057 PSY310: status = STARTED
11.0983 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.3, 0.3]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.2003 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.2012 	EXP 	Created target = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='target', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0064 	INFO 	Keyboard events cleared
0.0064 	EXP 	fixation: autoDraw = True
0.5086 	EXP 	fixation: autoDraw = False
0.5086 	EXP 	text: autoDraw = True
3.7266 	EXP 	Device response: <KeyPress from None: t=3.6974949999712408, value=space, duration=None>
3.7576 	EXP 	Imported emotionstrooptaskconditions.xlsx as conditions, 20 conditions, 4 params
3.7612 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'SPOON', 'color': 'yellow', 'condition': 'Incongruent', 'correctresponsekey': 'k', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.7787 	DATA 	Keypress: space
3.7825 	EXP 	fixation: autoDraw = False
3.7825 	EXP 	text: autoDraw = False
3.7825 	EXP 	target: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
3.7825 	EXP 	target: height = np.float64(0.05)
3.7825 	EXP 	target: height = np.float64(0.05)
3.7825 	EXP 	target: height = np.float64(0.05)
3.7825 	EXP 	target: text = 'SPOON'
3.8260 	EXP 	Device response: <KeyPress from None: t=3.6974949999712408, value=space, duration=0.11865930003114045>
4.7426 	INFO 	Keyboard events cleared
4.7423 	EXP 	target: autoDraw = True
5.2102 	EXP 	Device response: <KeyPress from None: t=5.198801799910143, value=k, duration=None>
5.2112 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'PENCIL', 'color': 'pink', 'condition': 'Incongruent', 'correctresponsekey': 'p', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
5.2225 	DATA 	Keypress: k
5.2267 	EXP 	target: autoDraw = False
5.2267 	EXP 	target: foreColor = <psychopy.colors.Color: pink, alpha=1.0>
5.2267 	EXP 	target: height = np.float64(0.05)
5.2267 	EXP 	target: height = np.float64(0.05)
5.2267 	EXP 	target: height = np.float64(0.05)
5.2267 	EXP 	target: text = 'PENCIL'
5.3259 	EXP 	Device response: <KeyPress from None: t=5.198801799910143, value=k, duration=0.11311929998919368>
6.2257 	INFO 	Keyboard events cleared
6.2254 	EXP 	target: autoDraw = True
6.7635 	DATA 	Keypress: p
6.7763 	EXP 	Device response: <KeyPress from None: t=6.760726199951023, value=p, duration=None>
6.7770 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'word': 'GLOOMY', 'color': 'pink', 'condition': 'Congruent', 'correctresponsekey': 'p', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
6.8012 	EXP 	target: autoDraw = False
6.8012 	EXP 	target: foreColor = <psychopy.colors.Color: pink, alpha=1.0>
6.8012 	EXP 	target: height = np.float64(0.05)
6.8012 	EXP 	target: height = np.float64(0.05)
6.8012 	EXP 	target: height = np.float64(0.05)
6.8012 	EXP 	target: text = 'GLOOMY'
