thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.21625)],[np.float64(0.3475)],[1],[0],[0],[1.4959342999999876],['target'],10,0,10,0,27.4311905,,5,27.415844000000007,27.4311905,27.4311905,0.014440899999996759,28.911911700000005,[np.float64(0.21625)],[np.float64(0.3475)],[1],[0],[0],[1.4959342999999876],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
11,0,11,[np.float64(0.22625)],[np.float64(-0.11)],[1],[0],[0],[1.7119197999999898],['target'],11,0,11,0,28.958531300000004,,5,28.929862400000005,28.958531300000004,28.958531300000004,0.017724399999991647,30.641863600000008,[np.float64(0.22625)],[np.float64(-0.11)],[1],[0],[0],[1.7119197999999898],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
12,0,12,[np.float64(-0.32375)],[np.float64(-0.2325)],[1],[0],[0],[2.3419669000000027],['target'],12,0,12,0,30.690402700000007,,10,30.669198800000004,30.690402700000007,30.690402700000007,0.02717989999999304,33.0112726,[np.float64(-0.32375)],[np.float64(-0.2325)],[1],[0],[0],[2.3419669000000027],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
13,0,13,[np.float64(0.00125)],[np.float64(-0.1225)],[1],[0],[0],[1.6211538000000019],['target'],13,0,13,0,33.0570213,,10,33.038589200000004,33.0570213,33.0570213,0.027120699999997555,34.659892799999994,[np.float64(0.00125)],[np.float64(-0.1225)],[1],[0],[0],[1.6211538000000019],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
14,0,14,[np.float64(-0.355)],[np.float64(0.12)],[1],[0],[0],[2.14508459999999],['target'],14,0,14,0,34.706331500000005,,10,34.68999410000001,34.706331500000005,34.706331500000005,0.0297559999999919,36.8351615,[np.float64(-0.355)],[np.float64(0.12)],[1],[0],[0],[2.14508459999999],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
15,0,15,[np.float64(-0.3725)],[np.float64(-0.41125)],[1],[0],[0],[4.52618240000001],['target'],15,0,15,0,36.86576020000001,,5,36.850279,36.86576020000001,36.86576020000001,0.014933700000000272,41.3765602,[np.float64(-0.3725)],[np.float64(-0.41125)],[1],[0],[0],[4.52618240000001],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
16,0,16,[np.float64(0.37)],[np.float64(-0.48)],[1],[0],[0],[5.310481299999992],['target'],16,0,16,0,41.42341970000001,,10,41.40607109999999,41.42341970000001,41.42341970000001,0.02938190000000418,46.71665620000002,[np.float64(0.37)],[np.float64(-0.48)],[1],[0],[0],[5.310481299999992],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
17,0,17,[np.float64(-0.1025)],[np.float64(-0.2575)],[1],[0],[0],[1.911075000000011],['target'],17,0,17,0,46.74795320000001,,5,46.7313417,46.74795320000001,46.74795320000001,0.014438299999994797,48.642675999999994,[np.float64(-0.1025)],[np.float64(-0.2575)],[1],[0],[0],[1.911075000000011],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
18,0,18,[np.float64(0.39875)],[np.float64(-0.135)],[1],[0],[0],[1.8393964999999923],['target'],18,0,18,0,48.68933319999999,,10,48.66922550000001,48.68933319999999,48.68933319999999,0.026230199999986326,50.508722000000006,[np.float64(0.39875)],[np.float64(-0.135)],[1],[0],[0],[1.8393964999999923],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
19,0,19,[np.float64(-0.0275)],[np.float64(-0.18)],[1],[0],[0],[2.0888443999999993],['target'],19,0,19,0,50.556254499999994,,10,50.5368172,50.556254499999994,50.556254499999994,0.0279003000000273,52.62578210000001,[np.float64(-0.0275)],[np.float64(-0.18)],[1],[0],[0],[2.0888443999999993],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
20,0,20,[np.float64(-0.48)],[np.float64(0.1775)],[1],[0],[0],[2.884435200000013],['target'],20,0,20,0,52.67288529999999,,10,52.6580544,52.67288529999999,52.67288529999999,0.0320393000000081,55.54258380000002,[np.float64(-0.48)],[np.float64(0.1775)],[1],[0],[0],[2.884435200000013],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
21,0,21,[np.float64(0.33875)],[np.float64(0.025)],[1],[0],[0],[2.74182380000002],['target'],21,0,21,0,55.5890952,,10,55.57621360000002,55.5890952,55.5890952,0.033312300000005735,58.31813690000001,[np.float64(0.33875)],[np.float64(0.025)],[1],[0],[0],[2.74182380000002],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
22,0,22,"[np.float64(0.38125), np.float64(0.3775)]","[np.float64(-0.395), np.float64(-0.40875)]","[1, 1]","[0, 0]","[0, 0]","[2.868727399999983, 3.731575599999985]","[None, 'target']",22,0,22,0,58.3486254,,5,58.33600580000001,58.3486254,58.3486254,0.017626799999987952,62.067686400000014,"[np.float64(0.38125), np.float64(0.3775)]","[np.float64(-0.395), np.float64(-0.40875)]","[1, 1]","[0, 0]","[0, 0]","[2.868727399999983, 3.731575599999985]","[None, 'target']",004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
23,0,23,[np.float64(0.47875)],[np.float64(-0.38875)],[1],[0],[0],[1.6555025000000114],['target'],23,0,23,0,62.13091840000001,,10,62.103831799999995,62.13091840000001,62.13091840000001,0.03591959999999972,63.759412999999995,[np.float64(0.47875)],[np.float64(-0.38875)],[1],[0],[0],[1.6555025000000114],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
24,0,24,[np.float64(-0.37875)],[np.float64(0.48)],[1],[0],[0],[2.397039700000022],['target'],24,0,24,0,63.790127900000016,,5,63.77902030000001,63.790127900000016,63.790127900000016,0.019345499999985805,66.17617960000001,[np.float64(-0.37875)],[np.float64(0.48)],[1],[0],[0],[2.397039700000022],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
25,0,25,[np.float64(0.20375)],[np.float64(-0.15125)],[1],[0],[0],[1.878643000000011],['target'],25,0,25,0,66.22371799999999,,10,66.2075624,66.22371799999999,66.22371799999999,0.031152899999995043,68.0862847,[np.float64(0.20375)],[np.float64(-0.15125)],[1],[0],[0],[1.878643000000011],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
26,0,26,[np.float64(-0.33375)],[np.float64(0.2925)],[1],[0],[0],[2.6348879999999895],['target'],26,0,26,0,68.14837650000001,,10,68.1324161,68.14837650000001,68.14837650000001,0.04584179999997673,70.76737740000002,[np.float64(-0.33375)],[np.float64(0.2925)],[1],[0],[0],[2.6348879999999895],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
27,0,27,[np.float64(-0.0875)],[np.float64(-0.2225)],[1],[0],[0],[2.143961300000001],['target'],27,0,27,0,70.83215810000002,,10,70.80725100000001,70.83215810000002,70.83215810000002,0.03970719999998096,72.95129890000001,[np.float64(-0.0875)],[np.float64(-0.2225)],[1],[0],[0],[2.143961300000001],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
28,0,28,[np.float64(0.21875)],[np.float64(-0.01875)],[1],[0],[0],[5.789587600000004],['target'],28,0,28,0,72.9981343,,10,72.9783098,72.9981343,72.9981343,0.026798399999989897,78.7680066,[np.float64(0.21875)],[np.float64(-0.01875)],[1],[0],[0],[5.789587600000004],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
29,0,29,[np.float64(0.4225)],[np.float64(0.13875)],[1],[0],[0],[2.6056006999999966],['target'],29,0,29,0,78.81461960000001,,5,78.78993170000001,78.81461960000001,78.81461960000001,0.021706800000004023,81.3956001,[np.float64(0.4225)],[np.float64(0.13875)],[1],[0],[0],[2.6056006999999966],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
30,0,30,[np.float64(0.26)],[np.float64(0.31875)],[1],[0],[0],[3.0011444000000154],['target'],30,0,30,0,81.44007400000001,,10,81.4232805,81.44007400000001,81.44007400000001,0.02754410000000007,84.42451679999999,[np.float64(0.26)],[np.float64(0.31875)],[1],[0],[0],[3.0011444000000154],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
31,0,31,[np.float64(0.26125)],[np.float64(0.055)],[1],[0],[0],[6.246905900000002],['target'],31,0,31,0,84.45543560000002,,5,84.43898920000001,84.45543560000002,84.45543560000002,0.014406299999990324,90.6860399,[np.float64(0.26125)],[np.float64(0.055)],[1],[0],[0],[6.246905900000002],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
32,0,32,[np.float64(0.20625)],[np.float64(-0.2975)],[1],[0],[0],[3.0703934999999944],['target'],32,0,32,0,90.7478188,,10,90.73323289999999,90.7478188,90.7478188,0.046901999999988675,93.80375850000001,[np.float64(0.20625)],[np.float64(-0.2975)],[1],[0],[0],[3.0703934999999944],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
33,0,33,[np.float64(0.49125)],[np.float64(0.29875)],[1],[0],[0],[3.8963487000000043],['target'],33,0,33,0,93.86562270000002,,10,93.83852050000002,93.86562270000002,93.86562270000002,0.03450050000000715,97.7350098,[np.float64(0.49125)],[np.float64(0.29875)],[1],[0],[0],[3.8963487000000043],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
34,0,34,[np.float64(0.3275)],[np.float64(0.195)],[1],[0],[0],[5.917858300000006],['target'],34,0,34,0,97.76390130000001,,5,97.7489358,97.76390130000001,97.76390130000001,0.013624300000003586,103.6668837,[np.float64(0.3275)],[np.float64(0.195)],[1],[0],[0],[5.917858300000006],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
35,0,35,[np.float64(-0.09625)],[np.float64(0.32125)],[1],[0],[0],[3.087766400000021],['target'],35,0,35,0,103.6970001,,5,103.67927320000001,103.6970001,103.6970001,0.012247200000018665,106.7671526,[np.float64(-0.09625)],[np.float64(0.32125)],[1],[0],[0],[3.087766400000021],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
36,0,36,[np.float64(0.015)],[np.float64(0.19)],[1],[0],[0],[2.2188791000000094],['target'],36,0,36,0,106.8142483,,10,106.79409910000001,106.8142483,106.8142483,0.026777400000014495,109.01311340000001,[np.float64(0.015)],[np.float64(0.19)],[1],[0],[0],[2.2188791000000094],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
37,0,37,[np.float64(0.40125)],[np.float64(-0.24375)],[1],[0],[0],[1.986952400000007],['target'],37,0,37,0,109.0574727,,5,109.03197510000001,109.0574727,109.0574727,0.01856330000001094,111.01906650000001,[np.float64(0.40125)],[np.float64(-0.24375)],[1],[0],[0],[1.986952400000007],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
38,0,38,[np.float64(0.15)],[np.float64(-0.2975)],[1],[0],[0],[2.0354274999999973],['target'],38,0,38,0,111.0633578,,5,111.04013599999999,111.0633578,111.0633578,0.020773300000001882,113.07568900000001,[np.float64(0.15)],[np.float64(-0.2975)],[1],[0],[0],[2.0354274999999973],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
39,0,39,[np.float64(0.37375)],[np.float64(-0.235)],[1],[0],[0],[1.7332390999999916],['target'],39,0,39,0,113.1226445,,10,113.10838380000001,113.1226445,113.1226445,0.03243800000001329,114.8417341,[np.float64(0.37375)],[np.float64(-0.235)],[1],[0],[0],[1.7332390999999916],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
40,0,40,[np.float64(0.23625)],[np.float64(-0.2125)],[1],[0],[0],[2.1954505999999867],['target'],40,0,40,0,114.88899570000001,,10,114.8723257,114.88899570000001,114.88899570000001,0.030396099999990156,117.0679337,[np.float64(0.23625)],[np.float64(-0.2125)],[1],[0],[0],[2.1954505999999867],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
41,0,41,[np.float64(0.48)],[np.float64(0.25)],[1],[0],[0],[2.0114907000000244],['target'],41,0,41,0,117.1139446,,10,117.0985968,117.1139446,117.1139446,0.030312500000007958,119.11026770000001,[np.float64(0.48)],[np.float64(0.25)],[1],[0],[0],[2.0114907000000244],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
42,0,42,[np.float64(-0.3775)],[np.float64(0.13875)],[1],[0],[0],[2.2788319],['target'],42,0,42,0,119.1560226,,10,119.14040589999999,119.1560226,119.1560226,0.029729500000001963,121.4193793,[np.float64(-0.3775)],[np.float64(0.13875)],[1],[0],[0],[2.2788319],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
43,0,43,[np.float64(0.2875)],[np.float64(-0.4675)],[1],[0],[0],[3.0925504999999873],['target'],43,0,43,0,121.4470752,,5,121.43541239999999,121.4470752,121.4470752,0.015760800000009567,124.52810970000002,[np.float64(0.2875)],[np.float64(-0.4675)],[1],[0],[0],[3.0925504999999873],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
44,0,44,[np.float64(0.34)],[np.float64(-0.34125)],[1],[0],[0],[3.1114358000000095],['target'],44,0,44,0,124.5727885,,5,124.54950790000001,124.5727885,124.5727885,0.021146399999992127,127.6610679,[np.float64(0.34)],[np.float64(-0.34125)],[1],[0],[0],[3.1114358000000095],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
45,0,45,[np.float64(0.32625)],[np.float64(-0.29125)],[1],[0],[0],[1.536229700000007],['target'],45,0,45,0,127.7057393,,5,127.68090860000001,127.7057393,127.7057393,0.019567800000004354,129.2172546,[np.float64(0.32625)],[np.float64(-0.29125)],[1],[0],[0],[1.536229700000007],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
46,0,46,[np.float64(0.19625)],[np.float64(0.485)],[1],[0],[0],[3.622276999999997],['target'],46,0,46,0,129.2477244,,5,129.2357732,129.2477244,129.2477244,0.018292500000001155,132.8581387,[np.float64(0.19625)],[np.float64(0.485)],[1],[0],[0],[3.622276999999997],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
47,0,47,"[np.float64(0.19625), np.float64(-0.22)]","[np.float64(0.485), np.float64(0.28125)]","[1, 1]","[0, 0]","[0, 0]","[0.21101790000000165, 2.468131299999982]","[None, 'target']",47,0,47,0,132.9060784,,5,132.8808232,132.9060784,132.9060784,0.02247070000001372,135.34907570000001,"[np.float64(0.19625), np.float64(-0.22)]","[np.float64(0.485), np.float64(0.28125)]","[1, 1]","[0, 0]","[0, 0]","[0.21101790000000165, 2.468131299999982]","[None, 'target']",004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
48,0,48,[np.float64(-0.21375)],[np.float64(-0.46875)],[1],[0],[0],[2.1603820999999925],['target'],48,0,48,0,135.4130362,,10,135.3834227,135.4130362,135.4130362,0.03409130000000005,137.543972,[np.float64(-0.21375)],[np.float64(-0.46875)],[1],[0],[0],[2.1603820999999925],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
49,0,49,[np.float64(-0.37125)],[np.float64(0.02375)],[1],[0],[0],[3.2662347000000125],['target'],49,0,49,0,137.6047953,,10,137.5781431,137.6047953,137.6047953,0.03388209999999958,140.8444744,[np.float64(-0.37125)],[np.float64(0.02375)],[1],[0],[0],[3.2662347000000125],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
50,0,50,[np.float64(0.37125)],[np.float64(0.33125)],[1],[0],[0],[3.8127946999999835],['target'],50,0,50,0,140.88980420000001,,5,140.8629507,140.88980420000001,140.88980420000001,0.018209699999999884,144.6758408,[np.float64(0.37125)],[np.float64(0.33125)],[1],[0],[0],[3.8127946999999835],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
51,0,51,[np.float64(-0.34625)],[np.float64(-0.36375)],[1],[0],[0],[2.383825299999984],['target'],51,0,51,0,144.7057478,,5,144.69024050000002,144.7057478,144.7057478,0.014241299999980583,147.0742284,[np.float64(-0.34625)],[np.float64(-0.36375)],[1],[0],[0],[2.383825299999984],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
52,0,52,[np.float64(-0.24875)],[np.float64(-0.185)],[1],[0],[0],[2.609132499999987],['target'],52,0,52,0,147.1217734,,10,147.1074635,147.1217734,147.1217734,0.03295080000000894,149.7167595,[np.float64(-0.24875)],[np.float64(-0.185)],[1],[0],[0],[2.609132499999987],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
53,0,53,[np.float64(-0.24125)],[np.float64(-0.03125)],[1],[0],[0],[2.0955068000000097],['target'],53,0,53,0,149.7634675,,5,149.7413399,149.7634675,149.7634675,0.024247699999989436,151.8369672,[np.float64(-0.24125)],[np.float64(-0.03125)],[1],[0],[0],[2.0955068000000097],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
54,0,54,[np.float64(-0.335)],[np.float64(0.31875)],[1],[0],[0],[3.2366374000000064],['target'],54,0,54,0,151.88056310000002,,5,151.8550952,151.88056310000002,151.88056310000002,0.01791659999997819,155.0918553,[np.float64(-0.335)],[np.float64(0.31875)],[1],[0],[0],[3.2366374000000064],['target'],004,001,2025-09-29_17h41.59.906,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,59.920712912677246,2025-09-29 17h42.09.700073 +0530,
