reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
40,55,62,21,0,3,t,2.0294338,None,3,0,21,3,37.0323569,,37.0270574,37.0323569,38.026706,38.026706,38.0435184,40.0610134,t,2.0294338,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
15,35,13,22,1,3,l,1.0331378,None,3,1,22,1,40.0767339,,40.0681818,40.0767339,41.0766433,41.0766433,41.0766433,42.1262808,l,1.0331378,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,23,2,3,t,2.2409983,None,3,2,23,6,42.1424714,,42.1330739,42.1424714,43.1426287,43.1426287,43.1426287,45.3937659,t,2.2409983,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,24,3,3,t,1.0158954,None,3,3,24,4,45.4099601,,45.400664,45.4099601,46.4093556,46.4093556,46.4093556,47.4287832,t,1.0158954,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
67,75,119,25,4,3,t,1.1826176,None,3,4,25,5,47.4504749,,47.4430872,47.4504749,48.4432377,48.4432377,48.4601023,49.6278751,t,1.1826176,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
27,50,21,26,5,3,t,1.0869244,None,3,5,26,2,49.6469951,,49.640605,49.6469951,50.6431447,50.6431447,50.6597231,51.7443575,t,1.0869244,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,27,6,3,t,0.3349878,None,3,6,27,0,51.7621108,,51.757994,51.7621108,52.7590727,52.7590727,52.7755419,53.1110429,t,0.3349878,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
27,50,21,28,0,4,t,0.7335475,None,4,0,28,2,53.126615,,53.117794,53.126615,54.1090218,54.1090218,54.1265174,54.8438733,t,0.7335475,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
15,35,13,29,1,4,l,0.8869562,None,4,1,29,1,54.858894,,54.851607,54.858894,55.8432067,55.8432067,55.8601147,56.7442036,l,0.8869562,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,30,2,4,t,0.6092781,None,4,2,30,6,56.7599631,,56.7508838,56.7599631,57.7593439,57.7593439,57.7593439,58.3773015,t,0.6092781,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
40,55,62,31,3,4,t,0.2979181,None,4,3,31,3,58.3924887,,58.3835381,58.3924887,59.3765101,59.3765101,59.392918,59.6781986,t,0.2979181,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,32,4,4,t,0.282565,None,4,4,32,4,59.6985792,,59.6914844,59.6985792,60.6933304,60.6933304,60.710014,60.9776923,t,0.282565,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,33,5,4,l,0.3687063,None,4,5,33,0,61.0015088,,60.993911,61.0015088,61.9930493,61.9930493,62.0097946,62.3774409,l,0.3687063,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
67,75,119,34,6,4,t,1.0387533,None,4,6,34,5,62.3979985,,62.3929159,62.3979985,63.3764282,63.3764282,63.4097946,64.42767,t,1.0387533,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
27,50,21,35,0,5,t,0.9317095,None,5,0,35,2,64.4517217,,64.4446652,64.4517217,65.4433894,65.4433894,65.4598001,66.3777658,t,0.9317095,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
40,55,62,36,1,5,t,0.5487587,None,5,1,36,3,66.4000426,,66.393049,66.4000426,67.3932846,67.3932846,67.4100139,67.94428,t,0.5487587,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,37,2,5,t,0.5321975,None,5,2,37,4,67.9640369,,67.9570553,67.9640369,68.9599277,68.9599277,68.9764145,69.4940452,t,0.5321975,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,38,3,5,t,0.4444479,None,5,3,38,6,69.5162019,,69.5072978,69.5162019,70.4932425,70.4932425,70.5258116,70.9444066,t,0.4444479,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
15,35,13,39,4,5,l,0.2594378,None,5,4,39,1,70.9682856,,70.9616686,70.9682856,71.9597809,71.9597809,71.9769601,72.2274641,l,0.2594378,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
67,75,119,40,5,5,l,0.32163,None,5,5,40,5,72.2474436,,72.2408884,72.2474436,73.2264827,73.2264827,73.2595258,73.5609368,l,0.32163,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,41,6,5,t,0.0207377,None,5,6,41,0,73.5811436,,73.5744128,73.5811436,74.5752365,74.5752365,74.5931184,74.6103704,t,0.0207377,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
27,50,21,42,0,6,l,0.0053463,None,6,0,42,2,74.6260151,,74.617066,74.6260151,75.6098296,75.6098296,75.6262761,75.6277324,l,0.0053463,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
67,75,119,43,1,6,l,0.3804721,None,6,1,43,5,75.6493182,,75.6423591,75.6493182,76.6440143,76.6440143,76.6602786,77.0278969,l,0.3804721,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
40,55,62,44,2,6,l,0.1812107,None,6,2,44,3,77.0429463,,77.0358759,77.0429463,78.0426801,78.0426801,78.0426801,78.2274379,l,0.1812107,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
15,35,13,45,3,6,l,0.0599047,None,6,3,45,1,78.2488578,,78.2425827,78.2488578,79.2431085,79.2431085,79.2597287,79.3115228,l,0.0599047,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,46,4,6,l,0.0850726,None,6,4,46,0,79.3259257,,79.3199459,79.3259257,80.3264339,80.3264339,80.3264339,80.4278885,l,0.0850726,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,47,5,6,l,0.0604511,None,6,5,47,4,80.4474604,,80.442529,80.4474604,81.4428928,81.4428928,81.4597573,81.5114601,l,0.0604511,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,48,6,6,l,0.3570114,None,6,6,48,6,81.5370935,,81.5306078,81.5370935,82.5264485,82.5264485,82.5432744,82.8934171,l,0.3570114,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,49,0,7,l,0.1560284,None,7,0,49,4,82.9097048,,82.8996073,82.9097048,83.893107,83.893107,83.9099906,84.0605697,l,0.1560284,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
15,35,13,50,1,7,l,0.2632074,None,7,1,50,1,84.0763124,,84.0675686,84.0763124,85.0597446,85.0597446,85.0764871,85.3273278,l,0.2632074,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
40,55,62,51,2,7,l,0.3693679,None,7,2,51,3,85.3431606,,85.3342951,85.3431606,86.3263093,86.3263093,86.3429577,86.711214,l,0.3693679,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,52,3,7,l,0.0658194,None,7,3,52,6,86.7295913,,86.7243735,86.7295913,87.7262601,87.7262601,87.7427542,87.7949357,l,0.0658194,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
67,75,119,53,4,7,l,0.2457504,None,7,4,53,5,87.8122431,,87.8072359,87.8122431,88.8089028,88.8089028,88.8268595,89.0609913,l,0.2457504,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
27,50,21,54,5,7,l,0.2448028,None,7,5,54,2,89.0801973,,89.0730657,89.0801973,90.0763024,90.0763024,90.0932336,90.3278377,l,0.2448028,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,55,6,7,l,0.5117066,None,7,6,55,0,90.3494325,,90.3426564,90.3494325,91.3429467,91.3429467,91.3597972,91.8601738,l,0.5117066,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,56,0,8,l,0.4206803,None,8,0,56,0,91.8749931,,91.8604629,91.8749931,92.8594199,92.8594199,92.8760326,93.2942619,l,0.4206803,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,57,1,8,l,0.2823308,None,8,1,57,4,93.3096482,,93.2997662,93.3096482,94.3099159,94.3099159,94.3099159,94.5941306,l,0.2823308,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
15,35,13,58,2,8,l,0.2391271,None,8,2,58,1,94.6096821,,94.6021946,94.6096821,95.610048,95.610048,95.610048,95.8605618,l,0.2391271,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
27,50,21,59,3,8,l,0.0876291,None,8,3,59,2,95.8763262,,95.8668863,95.8763262,96.8764107,96.8764107,96.8764107,96.9772092,l,0.0876291,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
67,75,119,60,4,8,l,0.5155699,None,8,4,60,5,96.9930813,,96.984375,96.9930813,97.9919865,97.9919865,98.0093335,98.5098997,l,0.5155699,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
40,55,62,61,5,8,l,0.3697743,None,8,5,61,3,98.5261705,,98.5160692,98.5261705,99.5088965,99.5088965,99.5256278,99.8943429,l,0.3697743,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,62,6,8,l,0.2685369,None,8,6,62,6,99.9090498,,99.9014755,99.9090498,100.9096812,100.9096812,100.9096812,101.1942891,l,0.2685369,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
15,35,13,63,0,9,l,0.1508707,None,9,0,63,1,101.2147858,,101.2088655,101.2147858,102.2093088,102.2093088,102.2261845,102.3759469,l,0.1508707,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
67,75,119,64,1,9,l,0.4765847,None,9,1,64,5,102.3929558,,102.3827802,102.3929558,103.3761547,103.3761547,103.3929754,103.8611352,l,0.4765847,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,65,2,9,l,0.1097259,None,9,2,65,4,103.8824344,,103.873851,103.8824344,104.8762454,104.8762454,104.8925579,104.9939995,l,0.1097259,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,66,3,9,l,0.5489149,None,9,3,66,0,105.0135232,,105.0072333,105.0135232,106.0096551,106.0096551,106.0263569,106.5604871,l,0.5489149,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
40,55,62,67,4,9,l,0.4041874,None,9,4,67,3,106.5806282,,106.5743012,106.5806282,107.5761411,107.5761411,107.5929263,107.9941191,l,0.4041874,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
27,50,21,68,5,9,l,0.4534557,None,9,5,68,2,108.0138719,,108.0075618,108.0138719,109.009462,109.009462,109.0261929,109.4773372,l,0.4534557,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,69,6,9,t,0.6811441,None,9,6,69,6,109.4956636,,109.4908372,109.4956636,110.4924162,110.4924162,110.5097427,111.1766193,t,0.6811441,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,70,0,10,l,0.575551,None,10,0,70,0,111.192802,,111.183184,111.192802,112.1760706,112.1760706,112.1927569,112.7607408,l,0.575551,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
27,50,21,71,1,10,l,0.8319142,None,10,1,71,2,112.7817807,,112.7755284,112.7817807,113.7760352,113.7760352,113.7927068,114.6104915,l,0.8319142,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,72,2,10,t,0.6197925,None,10,2,72,6,114.628671,,114.6223071,114.628671,115.6258256,115.6258256,115.642851,116.2606401,t,0.6197925,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
40,55,62,73,3,10,t,0.5874384,None,10,3,73,3,116.275613,,116.2672802,116.275613,117.2762558,117.2762558,117.2762558,117.8767995,t,0.5874384,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,74,4,10,t,0.8890218,None,10,4,74,4,117.8927905,,117.8830596,117.8927905,118.8916768,118.8916768,118.8916768,119.7936071,t,0.8890218,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
67,75,119,75,5,10,t,0.7525011,None,10,5,75,5,119.8095259,,119.8011286,119.8095259,120.7928884,120.7928884,120.8082762,121.5605804,t,0.7525011,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
15,35,13,76,6,10,l,0.5983847,None,10,6,76,1,121.5759971,,121.5674357,121.5759971,122.5756407,122.5756407,122.5756407,123.1760126,l,0.5983847,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
78,80,162,77,0,11,t,0.4691216,None,11,0,77,6,123.1926726,,123.1826707,123.1926726,124.1756926,124.1756926,124.1923544,124.6604957,t,0.4691216,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
49,60,89,78,1,11,l,0.4668012,None,11,1,78,4,124.6755463,,124.6666187,124.6755463,125.6759919,125.6759919,125.6759919,126.1600803,l,0.4668012,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
11,30,7,79,2,11,l,0.2031708,None,11,2,79,0,126.1756703,,126.1669052,126.1756703,127.1595544,127.1595544,127.1760107,127.376532,l,0.2031708,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
27,50,21,80,3,11,l,0.270103,None,11,3,80,2,127.3917193,,127.3830359,127.3917193,128.3760017,128.3760017,128.3927984,128.6602927,l,0.270103,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
40,55,62,81,4,11,t,0.0721313,None,11,4,81,3,128.6806873,,128.6754629,128.6806873,129.6759491,129.6759491,129.6926933,129.7608381,t,0.0721313,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
67,75,119,82,5,11,t,0.548697,None,11,5,82,5,129.7802884,,129.7739857,129.7802884,130.775083,130.775083,130.7926171,131.3260123,t,0.548697,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
15,35,13,83,6,11,l,0.696205,None,11,6,83,1,131.3424445,,131.3334137,131.3424445,132.3255045,132.3255045,132.3422905,133.0273224,l,0.696205,None,P2,1,2025-11-04_18h03.10.054,Dealy Discounting Bhumika Bajaj AU2320057,,2025.1.1,60.04743748,2025-11-04 18h03.17.663398 +0530
