study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,testmouse.started,test.stopped,trials_2.textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
board,10,10,0,2.105,1.5862024000380188,,,,,,,,,,,,0,10,10,4,,,,,11.908220500103198,,11.898862700094469,11.908220500103198,11.908220500103198,13.502016400103457,2.105,1.5862024000380188,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Poster,11,11,0,2.105,0.4483147000428289,,,,,,,,,,,,0,11,11,14,,,,,13.516839800053276,,13.50554780010134,13.516839800053276,13.516839800053276,13.968689700006507,2.105,0.4483147000428289,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
book,12,12,0,3.27,1.2133342999732122,,,,,,,,,,,,0,12,12,0,,,,,13.984149300027639,,13.973375500063412,13.984149300027639,13.984149300027639,15.218292500008829,3.27,1.2133342999732122,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Chart,13,13,0,1,3.706028199987486,,,,,,,,,,,,0,13,13,6,,,,,15.234440800035372,,15.222076100064442,15.234440800035372,15.234440800035372,18.942809600033797,1,3.706028199987486,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Cruise,14,14,0,4.92,1.9258211000123993,,,,,,,,,,,,0,14,14,11,,,,,18.95875920006074,,18.9456776001025,18.95875920006074,18.95875920006074,20.885958700091578,4.92,1.9258211000123993,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
book,15,0,1,1,7.13140359998215,,,,,,,,,,,,1,0,15,0,,,,,20.899744800059125,,20.88907790009398,20.899744800059125,20.899744800059125,28.03491320007015,1,7.13140359998215,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
T-shirt,16,1,1,1,1.281529500032775,,,,,,,,,,,,1,1,16,7,,,,,28.049730600090697,,28.038141500088386,28.049730600090697,28.049730600090697,29.33440590009559,1,1.281529500032775,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Keys,17,2,1,1,1.1671827000100166,,,,,,,,,,,,1,2,17,13,,,,,29.35082420008257,,29.337299400009215,29.35082420008257,29.35082420008257,30.518440300016664,1,1.1671827000100166,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Cruise,18,3,1,4.795,2.1140659999800846,,,,,,,,,,,,1,3,18,11,,,,,30.54905510006938,,30.522702900110744,30.54905510006938,30.54905510006938,32.652984200045466,4.795,2.1140659999800846,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Case,19,4,1,3.965,5.022754700039513,,,,,,,,,,,,1,4,19,10,,,,,32.66653710009996,,32.655788400094025,32.66653710009996,32.66653710009996,37.693035100004636,3.965,5.022754700039513,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Chart,20,5,1,1.02,2.0737290000543,,,,,,,,,,,,1,5,20,6,,,,,37.708657600102015,,37.69596800010186,37.708657600102015,37.708657600102015,39.78442100004759,1.02,2.0737290000543,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
marble,21,6,1,3.51,3.2489174000220373,,,,,,,,,,,,1,6,21,3,,,,,39.79989430005662,,39.78732100001071,39.79989430005662,39.79989430005662,43.05205710011069,3.51,3.2489174000220373,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Laptop,22,7,1,1.03,1.9558340000221506,,,,,,,,,,,,1,7,22,5,,,,,43.067086299997754,,43.054827800020576,43.067086299997754,43.067086299997754,45.026533400057815,1.03,1.9558340000221506,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
phone,23,8,1,1.03,1.2683862000703812,,,,,,,,,,,,1,8,23,2,,,,,45.04162280005403,,45.02971690008417,45.04162280005403,45.04162280005403,46.309732699999586,1.03,1.2683862000703812,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
mouse,24,9,1,3.915,3.1075416000094265,,,,,,,,,,,,1,9,24,8,,,,,46.3249898001086,,46.312216000049375,46.3249898001086,46.3249898001086,49.43450329999905,3.915,3.1075416000094265,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Pastry,25,10,1,1.035,1.6735905000241473,,,,,,,,,,,,1,10,25,9,,,,,49.449761700001545,,49.43761310004629,49.449761700001545,49.449761700001545,51.12568789999932,1.035,1.6735905000241473,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Poster,26,11,1,1.035,1.1826657999772578,,,,,,,,,,,,1,11,26,14,,,,,51.14119800005574,,51.12874760001432,51.14119800005574,51.14119800005574,52.328223500051536,1.035,1.1826657999772578,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
cushion,27,12,1,1.035,1.1801439000992104,,,,,,,,,,,,1,12,27,1,,,,,52.34217410010751,,52.331865500076674,52.34217410010751,52.34217410010751,53.54277749999892,1.035,1.1801439000992104,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
board,28,13,1,1.035,1.248075700015761,,,,,,,,,,,,1,13,28,4,,,,,53.55840680003166,,53.54695390001871,53.55840680003166,53.55840680003166,54.809680100064725,1.035,1.248075700015761,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Police,29,14,1,1.035,1.6987430999288335,,,,,,,,,,,,1,14,29,12,,,,,54.82620940008201,,54.812857300043106,54.82620940008201,54.82620940008201,56.52517989999615,1.035,1.6987430999288335,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
cushion,30,0,2,1.035,1.0335980000672862,,,,,,,,,,,,2,0,30,1,,,,,56.54112360009458,,56.527897700085305,56.54112360009458,56.54112360009458,57.57666060002521,1.035,1.0335980000672862,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Chart,31,1,2,1.035,1.3309739000396803,,,,,,,,,,,,2,1,31,6,,,,,57.59112820005976,,57.579531499999575,57.59112820005976,57.59112820005976,58.9254074000055,1.035,1.3309739000396803,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Poster,32,2,2,1.035,1.0314072000328451,,,,,,,,,,,,2,2,32,14,,,,,58.941580600105226,,58.92827430006582,58.941580600105226,58.941580600105226,59.974873000057414,1.035,1.0314072000328451,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Pastry,33,3,2,1.035,1.10150099999737,,,,,,,,,,,,2,3,33,9,,,,,59.99140550009906,,59.977447000099346,59.99140550009906,59.99140550009906,61.092447200091556,1.035,1.10150099999737,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
marble,34,4,2,4.175,5.825003099977039,,,,,,,,,,,,2,4,34,3,,,,,61.10804160009138,,61.09481940011028,61.10804160009138,61.10804160009138,66.95004700007848,4.175,5.825003099977039,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Laptop,35,5,2,4.1850000000000005,3.305595300043933,,,,,,,,,,,,2,5,35,5,,,,,66.9666106000077,,66.9539850000292,66.9666106000077,66.9666106000077,70.28319860005286,4.1850000000000005,3.305595300043933,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
phone,36,6,2,1.025,2.048890700098127,,,,,,,,,,,,2,6,36,2,,,,,70.2999478999991,,70.2861027000472,70.2999478999991,70.2999478999991,72.35219100001268,1.025,2.048890700098127,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
book,37,7,2,1.025,0.8317205000203103,,,,,,,,,,,,2,7,37,0,,,,,72.36622540000826,,72.35492680000607,72.36622540000826,72.36622540000826,73.21690690005198,1.025,0.8317205000203103,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Case,38,8,2,1.025,0.9298031999496743,,,,,,,,,,,,2,8,38,10,,,,,73.2355473000789,,73.22191240009852,73.2355473000789,73.2355473000789,74.16782319999766,1.025,0.9298031999496743,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
board,39,9,2,2.935,3.7805020000087097,,,,,,,,,,,,2,9,39,4,,,,,74.18278230004944,,74.17209230002481,74.18278230004944,74.18278230004944,77.96743840002455,2.935,3.7805020000087097,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
T-shirt,40,10,2,1,2.340264300000854,,,,,,,,,,,,2,10,40,7,,,,,77.98397460009437,,77.97075140010566,77.98397460009437,77.98397460009437,80.34154650010169,1,2.340264300000854,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
mouse,41,11,2,1,2.08256380003877,,,,,,,,,,,,2,11,41,8,,,,,80.35842220007908,,80.34532690001652,80.35842220007908,80.35842220007908,82.44140560005326,1,2.08256380003877,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Cruise,42,12,2,4.985,4.233597600017674,,,,,,,,,,,,2,12,42,11,,,,,82.45780680002645,,82.44398090010509,82.45780680002645,82.45780680002645,86.7083363001002,4.985,4.233597600017674,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Police,43,13,2,1.065,1.6816072000656277,,,,,,,,,,,,2,13,43,12,,,,,86.72478090005461,,86.71238939999603,86.72478090005461,86.72478090005461,88.42510360002052,1.065,1.6816072000656277,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Keys,44,14,2,1.065,1.2324063000269234,,,,,,,,,,,,2,14,44,13,,,,,88.44183630007319,,88.42866710003,88.44183630007319,88.44183630007319,89.67593850009143,1.065,1.2324063000269234,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Pastry,45,0,3,1.065,2.0471628999803215,,,,,,,,,,,,3,0,45,9,,,,,89.69081910001114,,89.67941270000301,89.69081910001114,89.69081910001114,91.74219590006396,1.065,2.0471628999803215,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
marble,46,1,3,1.065,1.1151168000651523,,,,,,,,,,,,3,1,46,3,,,,,91.7580658000661,,91.74616209999658,91.7580658000661,91.7580658000661,92.89122820005286,1.065,1.1151168000651523,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Chart,47,2,3,1.065,0.9485683999955654,,,,,,,,,,,,3,2,47,6,,,,,92.90837060008198,,92.89514950010926,92.90837060008198,92.90837060008198,93.8579831001116,1.065,0.9485683999955654,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Case,48,3,3,3.95,4.956178699969314,,,,,,,,,,,,3,3,48,10,,,,,93.87458320008591,,93.86136040010024,93.87458320008591,93.87458320008591,98.84111560008023,3.95,4.956178699969314,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
mouse,49,4,3,3.95,0.3819589000195265,,,,,,,,,,,,3,4,49,8,,,,,98.85774520004634,,98.8449140000157,98.85774520004634,98.85774520004634,99.2449406000087,3.95,0.3819589000195265,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
book,50,5,3,1.015,2.094801399973221,,,,,,,,,,,,3,5,50,0,,,,,99.27358460007235,,99.24860430008266,99.27358460007235,99.27358460007235,101.37483470002189,1.015,2.094801399973221,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Cruise,51,6,3,4.865,2.730709300027229,,,,,,,,,,,,3,6,51,11,,,,,101.39121330005582,,101.3790121000493,101.39121330005582,101.39121330005582,104.1422453999985,4.865,2.730709300027229,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Laptop,52,7,3,4.895,2.2468268999364227,,,,,,,,,,,,3,7,52,5,,,,,104.15955270000268,,104.14617720001843,104.15955270000268,104.15955270000268,106.42437140003312,4.895,2.2468268999364227,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Keys,53,8,3,1,1.8766080999048427,,,,,,,,,,,,3,8,53,13,,,,,106.44167210010346,,106.42806470009964,106.44167210010346,106.44167210010346,108.31792820000555,1,1.8766080999048427,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
cushion,54,9,3,1,0.9642878000158817,,,,,,,,,,,,3,9,54,1,,,,,108.33255990000907,,108.32064530008938,108.33255990000907,108.33255990000907,109.29956660000607,1,0.9642878000158817,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
phone,55,10,3,1,0.9832942000357434,,,,,,,,,,,,3,10,55,2,,,,,109.31568250001874,,109.30226270004641,109.31568250001874,109.31568250001874,110.30079960008152,1,0.9832942000357434,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Police,56,11,3,1,0.8644419000484049,,,,,,,,,,,,3,11,56,12,,,,,110.315559700015,,110.30507240002044,110.315559700015,110.315559700015,111.18406070000492,1,0.8644419000484049,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
board,57,12,3,1,1.030659299925901,,,,,,,,,,,,3,12,57,4,,,,,111.19919190008659,,111.1875365000451,111.19919190008659,111.19919190008659,112.2353711000178,1,1.030659299925901,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
T-shirt,58,13,3,1,0.8630322000244632,,,,,,,,,,,,3,13,58,7,,,,,112.24890210002195,,112.23868130007759,112.24890210002195,112.24890210002195,113.11672290007118,1,0.8630322000244632,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Poster,59,14,3,1,0.9986526001011953,,,,,,,,,,,,3,14,59,14,,,,,113.1324490000261,,113.11997980007436,113.1324490000261,113.1324490000261,114.14975930005312,1,0.9986526001011953,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Pastry,60,0,4,1,0.8820588999660686,,,,,,,,,,,,4,0,60,9,,,,,114.16616550006438,,114.15346030006185,114.16616550006438,114.16616550006438,115.06604659999721,1,0.8820588999660686,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Keys,61,1,4,1,1.8661836999235675,,,,,,,,,,,,4,1,61,13,,,,,115.08295850001741,,115.06977650010958,115.08295850001741,115.08295850001741,116.95047450007405,1,1.8661836999235675,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Laptop,62,2,4,2.8049999999999997,2.4390311000170186,,,,,,,,,,,,4,2,62,5,,,,,116.96556710009463,,116.95421080000233,116.96556710009463,116.96556710009463,119.42410950001795,2.8049999999999997,2.4390311000170186,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Police,63,3,4,1.095,1.557069499976933,,,,,,,,,,,,4,3,63,12,,,,,119.44087990000844,,119.427852599998,119.44087990000844,119.44087990000844,121.01622300001327,1.095,1.557069499976933,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
cushion,64,4,4,1.095,0.8642104000318795,,,,,,,,,,,,4,4,64,1,,,,,121.03325830004178,,121.02005020005163,121.03325830004178,121.03325830004178,121.90157390001696,1.095,0.8642104000318795,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Cruise,65,5,4,1.095,0.8146428000181913,,,,,,,,,,,,4,5,65,11,,,,,121.91599860007409,,121.90490730002057,121.91599860007409,121.91599860007409,122.73375630006194,1.095,0.8146428000181913,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Poster,66,6,4,3.865,4.345635200035758,,,,,,,,,,,,4,6,66,14,,,,,122.74901390005834,,122.73921220004559,122.74901390005834,122.74901390005834,127.10033080005087,3.865,4.345635200035758,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
mouse,67,7,4,3.865,0.3985930000199005,,,,,,,,,,,,4,7,67,8,,,,,127.11551300005522,,127.10281540011056,127.11551300005522,127.11551300005522,127.53289670008235,3.865,0.3985930000199005,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
T-shirt,68,8,4,1.155,1.4313804999692366,,,,,,,,,,,,4,8,68,7,,,,,127.549391400069,,127.5374543000944,127.549391400069,127.549391400069,128.983559000073,1.155,1.4313804999692366,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
board,69,9,4,1.155,1.4136489999946207,,,,,,,,,,,,4,9,69,4,,,,,128.99943770002574,,128.9872456000885,128.99943770002574,128.99943770002574,130.41727700002957,1.155,1.4136489999946207,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
marble,70,10,4,1.155,0.9305465000215918,,,,,,,,,,,,4,10,70,3,,,,,130.4333273000084,,130.42026710009668,130.4333273000084,130.4333273000084,131.3683488999959,1.155,0.9305465000215918,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
Chart,71,11,4,1.155,0.9465209000045434,,,,,,,,,,,,4,11,71,6,,,,,131.3821308000479,,131.37179730006028,131.3821308000479,131.3821308000479,132.33344050007872,1.155,0.9465209000045434,,,,,,,,,,,,,,,Participant 03,001,2025-10-16_19h53.57.660,Word Priming Experiment,,2025.1.1,119.40654948965773,2025-10-16 19h54.28.617137 +0530,
