word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instruction.started,text_2.started,text_2.stopped,instruction.stopped,trial.started,circle.started,circle.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thanks.started,text_3.started,text_3.stopped,thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
BLUE,blue,C,b,10,2,2,b,1,0.4436900000437163,None,2,2,10,3,10.84804820001591,,,,,,10.840743800043128,10.84804820001591,11.32950819999678,11.32950819999678,11.32950819999678,11.781677199993283,b,1,0.4436900000437163,None,,,,,4,001,2025-08-26_17h53.19.717,stroop,,2025.1.1,59.57629340696509,2025-08-26 17h53.25.288703 +0530,
BLUE,red,I,r,11,3,2,r,1,0.5611562000121921,None,2,3,11,2,11.796294800005853,,,,,,11.78327580000041,11.796294800005853,12.296617400017567,12.296617400017567,12.296617400017567,12.86459549999563,r,1,0.5611562000121921,None,,,,,4,001,2025-08-26_17h53.19.717,stroop,,2025.1.1,59.57629340696509,2025-08-26 17h53.25.288703 +0530,
RED,red,C,r,12,0,3,r,1,0.4626024000463076,None,3,0,12,0,12.880050200037658,,,,,,12.873096700001042,12.880050200037658,13.379556400002912,13.379556400002912,13.379556400002912,13.847340500040445,r,1,0.4626024000463076,None,,,,,4,001,2025-08-26_17h53.19.717,stroop,,2025.1.1,59.57629340696509,2025-08-26 17h53.25.288703 +0530,
BLUE,red,I,r,13,1,3,r,1,0.4043198999715969,None,3,1,13,2,13.86327309999615,,,,,,13.854895299999043,13.86327309999615,14.363062800024636,14.363062800024636,14.363062800024636,14.780580900027417,r,1,0.4043198999715969,None,,,,,4,001,2025-08-26_17h53.19.717,stroop,,2025.1.1,59.57629340696509,2025-08-26 17h53.25.288703 +0530,
RED,blue,I,b,14,2,3,b,1,0.4213774999952875,None,3,2,14,1,14.796183300029952,,,,,,14.78903210000135,14.796183300029952,15.279713199997786,15.279713199997786,15.279713199997786,15.714665000035893,b,1,0.4213774999952875,None,,,,,4,001,2025-08-26_17h53.19.717,stroop,,2025.1.1,59.57629340696509,2025-08-26 17h53.25.288703 +0530,
BLUE,blue,C,b,15,3,3,b,1,0.4266058999928646,None,3,3,15,3,15.730685400019865,,,,,,15.72416580002755,15.730685400019865,16.229715800029226,16.229715800029226,16.229715800029226,16.66452620003838,b,1,0.4266058999928646,None,,,,,4,001,2025-08-26_17h53.19.717,stroop,,2025.1.1,59.57629340696509,2025-08-26 17h53.25.288703 +0530,
BLUE,blue,C,b,16,0,4,b,1,0.35322490002727136,None,4,0,16,3,16.679529100016225,,,,,,16.66673570004059,16.679529100016225,17.179733299999498,17.179733299999498,17.179733299999498,17.548158699995838,b,1,0.35322490002727136,None,,,,,4,001,2025-08-26_17h53.19.717,stroop,,2025.1.1,59.57629340696509,2025-08-26 17h53.25.288703 +0530,
BLUE,red,I,r,17,1,4,r,1,0.4787837999756448,None,4,1,17,2,17.5628467000206,,,,,,17.54974760004552,17.5628467000206,18.062918900046498,18.062918900046498,18.062918900046498,18.547937399998773,r,1,0.4787837999756448,None,,,,,4,001,2025-08-26_17h53.19.717,stroop,,2025.1.1,59.57629340696509,2025-08-26 17h53.25.288703 +0530,
RED,red,C,r,18,2,4,r,1,0.42700450000120327,None,4,2,18,0,18.562913700006902,,,,,,18.555816200037953,18.562913700006902,19.062801700027194,19.062801700027194,19.062801700027194,19.49777240003459,r,1,0.42700450000120327,None,,,,,4,001,2025-08-26_17h53.19.717,stroop,,2025.1.1,59.57629340696509,2025-08-26 17h53.25.288703 +0530,
RED,blue,I,b,19,3,4,b,1,0.5225579999969341,None,4,3,19,1,19.513212600024417,,,,,,19.49950080004055,19.513212600024417,20.012585200020112,20.012585200020112,20.012585200020112,20.547601199999917,b,1,0.5225579999969341,None,,,,,4,001,2025-08-26_17h53.19.717,stroop,,2025.1.1,59.57629340696509,2025-08-26 17h53.25.288703 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.547982099989895,20.563095399993472,21.562903300044127,21.54759960004594,4,001,2025-08-26_17h53.19.717,stroop,,2025.1.1,59.57629340696509,2025-08-26 17h53.25.288703 +0530,
