thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
119,0,119,[np.float64(0.37625)],[np.float64(0.02875)],[1],[0],[0],[1.2992674999986775],['target'],119,0,119,0,227.76012300001457,,5,227.73557299998356,227.76012300001457,227.76012300001457,0.02029630000470206,229.034992699977,[np.float64(0.37625)],[np.float64(0.02875)],[1],[0],[0],[1.2992674999986775],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
120,0,120,[np.float64(-0.40625)],[np.float64(-0.2425)],[1],[0],[0],[1.396092500013765],['target'],120,0,120,0,229.07785950001562,,5,229.055110300018,229.07785950001562,229.07785950001562,0.019909399969037622,230.4513318000245,[np.float64(-0.40625)],[np.float64(-0.2425)],[1],[0],[0],[1.396092500013765],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
121,0,121,[np.float64(0.0325)],[np.float64(0.40125)],[1],[0],[0],[1.4947121999575756],['target'],121,0,121,0,230.49487460003002,,5,230.4728482000064,230.49487460003002,230.49487460003002,0.021304699999745935,231.9677125000162,[np.float64(0.0325)],[np.float64(0.40125)],[1],[0],[0],[1.4947121999575756],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
122,0,122,[np.float64(-0.26375)],[np.float64(0.385)],[1],[0],[0],[2.4573344999807887],['target'],122,0,122,0,232.02652369998395,,10,232.0039236000157,232.02652369998395,232.02652369998395,0.03599709999980405,234.4614096999867,[np.float64(-0.26375)],[np.float64(0.385)],[1],[0],[0],[2.4573344999807887],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
123,0,123,[np.float64(0.0625)],[np.float64(0.24625)],[1],[0],[0],[2.171518900024239],['target'],123,0,123,0,234.51985380001133,,10,234.49446979997447,234.51985380001133,234.51985380001133,0.03274300001794472,236.6664085999946,[np.float64(0.0625)],[np.float64(0.24625)],[1],[0],[0],[2.171518900024239],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
124,0,124,[np.float64(-0.35375)],[np.float64(-0.16625)],[1],[0],[0],[2.0067789000459015],['target'],124,0,124,0,236.6931184999994,,5,236.68387309997343,236.6931184999994,236.6931184999994,0.01695269998162985,238.69076259998837,[np.float64(-0.35375)],[np.float64(-0.16625)],[1],[0],[0],[2.0067789000459015],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
125,0,125,[np.float64(-0.4575)],[np.float64(0.1625)],[1],[0],[0],[2.3876682999543846],['target'],125,0,125,0,238.75173640000867,,10,238.72694429999683,238.75173640000867,238.75173640000867,0.035950499994214624,241.11471220001113,[np.float64(-0.4575)],[np.float64(0.1625)],[1],[0],[0],[2.3876682999543846],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
126,0,126,[np.float64(-0.10625)],[np.float64(0.17125)],[1],[0],[0],[1.8220592000288889],['target'],126,0,126,0,241.15987949998816,,5,241.1369624999934,241.15987949998816,241.15987949998816,0.021992399997543544,242.95915840001544,[np.float64(-0.10625)],[np.float64(0.17125)],[1],[0],[0],[1.8220592000288889],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
127,0,127,"[np.float64(-0.075), np.float64(-0.05875)]","[np.float64(-0.22), np.float64(-0.25)]","[1, 1]","[0, 0]","[0, 0]","[1.3323612000094727, 2.448487900022883]","[None, 'target']",127,0,127,0,243.01947390002897,,10,242.99330610001925,243.01947390002897,243.01947390002897,0.033947299991268665,245.4419219000265,"[np.float64(-0.075), np.float64(-0.05875)]","[np.float64(-0.22), np.float64(-0.25)]","[1, 1]","[0, 0]","[0, 0]","[1.3323612000094727, 2.448487900022883]","[None, 'target']",002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
128,0,128,[np.float64(0.4675)],[np.float64(0.0975)],[1],[0],[0],[1.3964927999768406],['target'],128,0,128,0,245.4856802999857,,5,245.4621441999916,245.4856802999857,245.4856802999857,0.01993199996650219,246.8587842999841,[np.float64(0.4675)],[np.float64(0.0975)],[1],[0],[0],[1.3964927999768406],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
129,0,129,[np.float64(-0.37625)],[np.float64(0.3225)],[1],[0],[0],[1.9063972999574617],['target'],129,0,129,0,246.90370139997685,,5,246.87928049999755,246.90370139997685,246.90370139997685,0.02028040000004694,248.7858260999783,[np.float64(-0.37625)],[np.float64(0.3225)],[1],[0],[0],[1.9063972999574617],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
130,0,130,[np.float64(-0.12125)],[np.float64(0.18375)],[1],[0],[0],[1.977938299998641],['target'],130,0,130,0,248.84292660001665,,10,248.8195996999857,248.84292660001665,248.84292660001665,0.03355719998944551,250.79762570001185,[np.float64(-0.12125)],[np.float64(0.18375)],[1],[0],[0],[1.977938299998641],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
131,0,131,[np.float64(0.15375)],[np.float64(0.44)],[1],[0],[0],[1.8004782000207342],['target'],131,0,131,0,250.82695179997245,,5,250.81420209998032,250.82695179997245,250.82695179997245,0.016365199990104884,252.61477079999167,[np.float64(0.15375)],[np.float64(0.44)],[1],[0],[0],[1.8004782000207342],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
132,0,132,[np.float64(0.245)],[np.float64(0.14875)],[1],[0],[0],[1.5114515000022948],['target'],132,0,132,0,252.66015880001942,,5,252.6363708000281,252.66015880001942,252.66015880001942,0.021412500005681068,254.14790620002896,[np.float64(0.245)],[np.float64(0.14875)],[1],[0],[0],[1.5114515000022948],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
133,0,133,[np.float64(-0.36)],[np.float64(0.18625)],[1],[0],[0],[1.4693051999784075],['target'],133,0,133,0,254.1931752000237,,10,254.1736791000003,254.1931752000237,254.1931752000237,0.025617300008889288,255.6431101000053,[np.float64(-0.36)],[np.float64(0.18625)],[1],[0],[0],[1.4693051999784075],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
134,0,134,[np.float64(0.0775)],[np.float64(0.1525)],[1],[0],[0],[1.1282681000302546],['target'],134,0,134,0,255.6851316000102,,10,255.6687849999871,255.6851316000102,255.6851316000102,0.025367800029926002,256.79719670000486,[np.float64(0.0775)],[np.float64(0.1525)],[1],[0],[0],[1.1282681000302546],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
135,0,135,[np.float64(0.415)],[np.float64(0.4175)],[1],[0],[0],[1.2694486000109464],['target'],135,0,135,0,256.8270233999938,,5,256.81653940002434,256.8270233999938,256.8270233999938,0.018993100035004318,258.0861388000194,[np.float64(0.415)],[np.float64(0.4175)],[1],[0],[0],[1.2694486000109464],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
136,0,136,[np.float64(0.01125)],[np.float64(-0.0375)],[1],[0],[0],[2.287239299970679],['target'],136,0,136,0,258.1433395000058,,10,258.12594519997947,258.1433395000058,258.1433395000058,0.03959430003305897,260.41327140002977,[np.float64(0.01125)],[np.float64(-0.0375)],[1],[0],[0],[2.287239299970679],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
137,0,137,[np.float64(0.21125)],[np.float64(0.21875)],[1],[0],[0],[1.9884825999615714],['target'],137,0,137,0,260.443260799977,,5,260.4276188000222,260.443260799977,260.443260799977,0.014146699977573007,262.41621779999696,[np.float64(0.21125)],[np.float64(0.21875)],[1],[0],[0],[1.9884825999615714],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
138,0,138,[np.float64(-0.455)],[np.float64(-0.22875)],[1],[0],[0],[1.5978951000142843],['target'],138,0,138,0,262.4763120000134,,10,262.45033189997775,262.4763120000134,262.4763120000134,0.03390949999447912,264.04835679999087,[np.float64(-0.455)],[np.float64(-0.22875)],[1],[0],[0],[1.5978951000142843],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
139,0,139,[np.float64(0.04375)],[np.float64(0.02375)],[1],[0],[0],[2.043367100006435],['target'],139,0,139,0,264.09288000001106,,5,264.07070620002924,264.09288000001106,264.09288000001106,0.02200950001133606,266.1141550000175,[np.float64(0.04375)],[np.float64(0.02375)],[1],[0],[0],[2.043367100006435],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
140,0,140,[np.float64(0.01125)],[np.float64(-0.3075)],[1],[0],[0],[1.6066575000295416],['target'],140,0,140,0,266.16123809997225,,5,266.1344200000167,266.16123809997225,266.16123809997225,0.020061300019733608,267.7412087999983,[np.float64(0.01125)],[np.float64(-0.3075)],[1],[0],[0],[1.6066575000295416],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
141,0,141,[np.float64(0.125)],[np.float64(0.10375)],[1],[0],[0],[3.9579192000092007],['target'],141,0,141,0,267.80271020001965,,10,267.7745838999981,267.80271020001965,267.80271020001965,0.03311110002687201,271.7326143999817,[np.float64(0.125)],[np.float64(0.10375)],[1],[0],[0],[3.9579192000092007],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
142,0,142,[np.float64(-0.36)],[np.float64(-0.0525)],[1],[0],[0],[1.8274448000011034],['target'],142,0,142,0,271.7767380999867,,10,271.7581900000223,271.7767380999867,271.7767380999867,0.02522709994809702,273.58572600001935,[np.float64(-0.36)],[np.float64(-0.0525)],[1],[0],[0],[1.8274448000011034],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
143,0,143,[np.float64(-0.425)],[np.float64(-0.0425)],[1],[0],[0],[1.6807684999657795],['target'],143,0,143,0,273.6203908000025,,5,273.60254059999716,273.6203908000025,273.6203908000025,0.01661470002727583,275.2834440000006,[np.float64(-0.425)],[np.float64(-0.0425)],[1],[0],[0],[1.6807684999657795],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
144,0,144,[np.float64(0.46875)],[np.float64(-0.18375)],[1],[0],[0],[1.5622407000046223],['target'],144,0,144,0,275.32773499999894,,5,275.3034899000195,275.32773499999894,275.32773499999894,0.019836599996779114,276.8658483999898,[np.float64(0.46875)],[np.float64(-0.18375)],[1],[0],[0],[1.5622407000046223],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
145,0,145,[np.float64(0.2225)],[np.float64(-0.21875)],[1],[0],[0],[2.8486665000091307],['target'],145,0,145,0,276.92855160002364,,10,276.89958199998364,276.92855160002364,276.92855160002364,0.03345170000102371,279.7483441000222,[np.float64(0.2225)],[np.float64(-0.21875)],[1],[0],[0],[2.8486665000091307],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
146,0,146,[np.float64(0.42125)],[np.float64(-0.1175)],[1],[0],[0],[2.5863524999585934],['target'],146,0,146,0,279.7765738000162,,5,279.7622173000127,279.7765738000162,279.7765738000162,0.013665200036484748,282.3486462000292,[np.float64(0.42125)],[np.float64(-0.1175)],[1],[0],[0],[2.5863524999585934],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
147,0,147,[np.float64(-0.2)],[np.float64(0.29125)],[1],[0],[0],[1.4900629000039771],['target'],147,0,147,0,282.37639569997555,,5,282.36673639999935,282.37639569997555,282.37639569997555,0.01794250000966713,283.8568931000191,[np.float64(-0.2)],[np.float64(0.29125)],[1],[0],[0],[1.4900629000039771],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
148,0,148,[np.float64(-0.33375)],[np.float64(-0.19625)],[1],[0],[0],[1.3943462000461295],['target'],148,0,148,0,283.9021876999759,,5,283.87755039997865,283.9021876999759,283.9021876999759,0.02046959998551756,285.2719686999917,[np.float64(-0.33375)],[np.float64(-0.19625)],[1],[0],[0],[1.3943462000461295],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
149,0,149,[np.float64(-0.0075)],[np.float64(-0.32375)],[1],[0],[0],[1.916384200041648],['target'],149,0,149,0,285.3179114999948,,10,285.2974677999737,285.3179114999948,285.3179114999948,0.02534430002560839,287.2140025999979,[np.float64(-0.0075)],[np.float64(-0.32375)],[1],[0],[0],[1.916384200041648],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
150,0,150,[np.float64(0.115)],[np.float64(-0.01125)],[1],[0],[0],[1.2941042999736965],['target'],150,0,150,0,287.25949309999123,,10,287.24793599999975,287.25949309999123,287.25949309999123,0.03360540000721812,288.5421708999784,[np.float64(0.115)],[np.float64(-0.01125)],[1],[0],[0],[1.2941042999736965],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
151,0,151,"[np.float64(0.08625), np.float64(0.08625)]","[np.float64(-0.09625), np.float64(-0.11125)]","[1, 1]","[0, 0]","[0, 0]","[1.232988799980376, 2.291441500012297]","[None, 'target']",151,0,151,0,288.58636870002374,,5,288.5609336000052,288.58636870002374,288.58636870002374,0.018529799999669194,290.85249949997524,"[np.float64(0.08625), np.float64(0.08625)]","[np.float64(-0.09625), np.float64(-0.11125)]","[1, 1]","[0, 0]","[0, 0]","[1.232988799980376, 2.291441500012297]","[None, 'target']",002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
152,0,152,[np.float64(0.39)],[np.float64(0.4)],[1],[0],[0],[1.7990464000031352],['target'],152,0,152,0,290.8939999000286,,5,290.8741167000262,290.8939999000286,290.8939999000286,0.0213825999526307,292.67324380000355,[np.float64(0.39)],[np.float64(0.4)],[1],[0],[0],[1.7990464000031352],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
153,0,153,[np.float64(0.44125)],[np.float64(0.27125)],[1],[0],[0],[1.2394292000099085],['target'],153,0,153,0,292.71878250001464,,5,292.69471110001905,292.71878250001464,292.71878250001464,0.021178400027565658,293.93424249999225,[np.float64(0.44125)],[np.float64(0.27125)],[1],[0],[0],[1.2394292000099085],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
154,0,154,[np.float64(0.43625)],[np.float64(-0.10125)],[1],[0],[0],[1.803259700012859],['target'],154,0,154,0,293.97649610001827,,5,293.951287999982,293.97649610001827,293.97649610001827,0.016887000005226582,295.7546325000003,[np.float64(0.43625)],[np.float64(-0.10125)],[1],[0],[0],[1.803259700012859],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
155,0,155,[np.float64(0.27)],[np.float64(0.05125)],[1],[0],[0],[2.523048100003507],['target'],155,0,155,0,295.80169860000024,,10,295.78578219999326,295.80169860000024,295.80169860000024,0.03098460001638159,298.30892640003003,[np.float64(0.27)],[np.float64(0.05125)],[1],[0],[0],[2.523048100003507],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
156,0,156,"[np.float64(-0.46625), np.float64(-0.47)]","[np.float64(-0.36625), np.float64(-0.405)]","[1, 1]","[0, 0]","[0, 0]","[1.7191145999822766, 4.534990899963304]","[None, 'target']",156,0,156,0,298.3359104000265,,5,298.32306520000566,298.3359104000265,298.3359104000265,0.013946099963504821,302.85822280001594,"[np.float64(-0.46625), np.float64(-0.47)]","[np.float64(-0.36625), np.float64(-0.405)]","[1, 1]","[0, 0]","[0, 0]","[1.7191145999822766, 4.534990899963304]","[None, 'target']",002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
157,0,157,[np.float64(-0.115)],[np.float64(-0.3325)],[1],[0],[0],[1.8245864000055008],['target'],157,0,157,0,302.91952479997417,,10,302.89156100002583,302.91952479997417,302.91952479997417,0.03219250001711771,304.71624899999006,[np.float64(-0.115)],[np.float64(-0.3325)],[1],[0],[0],[1.8245864000055008],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
158,0,158,"[np.float64(-0.365), np.float64(-0.3875)]","[np.float64(0.23625), np.float64(0.255)]","[1, 1]","[0, 0]","[0, 0]","[1.3738878999720328, 2.4129187999642454]","[None, 'target']",158,0,158,0,304.76158150000265,,5,304.7351469999994,304.76158150000265,304.76158150000265,0.018655499967280775,307.14817870000843,"[np.float64(-0.365), np.float64(-0.3875)]","[np.float64(0.23625), np.float64(0.255)]","[1, 1]","[0, 0]","[0, 0]","[1.3738878999720328, 2.4129187999642454]","[None, 'target']",002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
159,0,159,[np.float64(-0.0075)],[np.float64(-0.29375)],[1],[0],[0],[1.999341299990192],['target'],159,0,159,0,307.2094853000017,,10,307.1844956999994,307.2094853000017,307.2094853000017,0.036070499976631254,309.183961200004,[np.float64(-0.0075)],[np.float64(-0.29375)],[1],[0],[0],[1.999341299990192],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
160,0,160,[np.float64(-0.2825)],[np.float64(0.415)],[1],[0],[0],[2.028792599972803],['target'],160,0,160,0,309.2290872000158,,5,309.2014311000239,309.2290872000158,309.2290872000158,0.017219499975908548,311.23031670000637,[np.float64(-0.2825)],[np.float64(0.415)],[1],[0],[0],[2.028792599972803],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
161,0,161,[np.float64(0.15625)],[np.float64(0.0425)],[1],[0],[0],[1.2879811000311747],['target'],161,0,161,0,311.2599875999731,,5,311.2455412999843,311.2599875999731,311.2599875999731,0.01502930000424385,312.53366040001856,[np.float64(0.15625)],[np.float64(0.0425)],[1],[0],[0],[1.2879811000311747],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
162,0,162,[np.float64(0.00375)],[np.float64(-0.0725)],[1],[0],[0],[3.239648799994029],['target'],162,0,162,0,312.5939613999799,,10,312.5663485000259,312.5939613999799,312.5939613999799,0.03248090000124648,315.8061030000099,[np.float64(0.00375)],[np.float64(-0.0725)],[1],[0],[0],[3.239648799994029],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
163,0,163,[np.float64(-0.33375)],[np.float64(0.3)],[1],[0],[0],[1.4311637000064366],['target'],163,0,163,0,315.85146149998764,,10,315.83459689997835,315.85146149998764,315.85146149998764,0.02824970002984628,317.2659049999784,[np.float64(-0.33375)],[np.float64(0.3)],[1],[0],[0],[1.4311637000064366],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
164,0,164,[np.float64(0.305)],[np.float64(0.37)],[1],[0],[0],[2.122827999992296],['target'],164,0,164,0,317.3096933999914,,5,317.28402939997613,317.3096933999914,317.3096933999914,0.017775199958123267,319.40698979998706,[np.float64(0.305)],[np.float64(0.37)],[1],[0],[0],[2.122827999992296],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
165,0,165,[np.float64(-0.48)],[np.float64(0.49375)],[1],[0],[0],[3.1724519999697804],['target'],165,0,165,0,319.4522704000119,,5,319.42690399999265,319.4522704000119,319.4522704000119,0.019658199977129698,322.59942839998985,[np.float64(-0.48)],[np.float64(0.49375)],[1],[0],[0],[3.1724519999697804],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
166,0,166,[np.float64(0.415)],[np.float64(0.375)],[1],[0],[0],[1.4481888000154868],['target'],166,0,166,0,322.64388200000394,,5,322.61833899997873,322.64388200000394,322.64388200000394,0.01878389995545149,324.06662270001834,[np.float64(0.415)],[np.float64(0.375)],[1],[0],[0],[1.4481888000154868],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
167,0,167,[np.float64(0.4375)],[np.float64(0.39875)],[1],[0],[0],[1.07663440000033],['target'],167,0,167,0,324.1255221000174,,10,324.1034818000044,324.1255221000174,324.1255221000174,0.0366310000536032,325.1802231000038,[np.float64(0.4375)],[np.float64(0.39875)],[1],[0],[0],[1.07663440000033],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
168,0,168,[np.float64(-0.1675)],[np.float64(-0.42875)],[1],[0],[0],[1.7416185999754816],['target'],168,0,168,0,325.2276337000076,,5,325.2006348000141,325.2276337000076,325.2276337000076,0.020163999986834824,326.9423582999734,[np.float64(-0.1675)],[np.float64(-0.42875)],[1],[0],[0],[1.7416185999754816],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
169,0,169,[np.float64(-0.255)],[np.float64(0.4475)],[1],[0],[0],[1.7270448000053875],['target'],169,0,169,0,327.0032394999871,,10,326.9771441000048,327.0032394999871,327.0032394999871,0.03456529998220503,328.7043076999835,[np.float64(-0.255)],[np.float64(0.4475)],[1],[0],[0],[1.7270448000053875],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
170,0,170,[np.float64(0.23875)],[np.float64(0.2475)],[1],[0],[0],[1.381270100013353],['target'],170,0,170,0,328.7511557000107,,5,328.7253844999941,328.7511557000107,328.7511557000107,0.02073370001744479,330.10677650000434,[np.float64(0.23875)],[np.float64(0.2475)],[1],[0],[0],[1.381270100013353],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
171,0,171,[np.float64(-0.11875)],[np.float64(0.1975)],[1],[0],[0],[1.7410698999883607],['target'],171,0,171,0,330.15115659998264,,10,330.1323839999968,330.15115659998264,330.15115659998264,0.025541800016071647,331.8735268000164,[np.float64(-0.11875)],[np.float64(0.1975)],[1],[0],[0],[1.7410698999883607],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
172,0,172,[np.float64(-0.495)],[np.float64(0.0425)],[1],[0],[0],[1.6825038000242785],['target'],172,0,172,0,331.9173595000175,,10,331.89951810002094,331.9173595000175,331.9173595000175,0.025829399994108826,333.5821161000058,[np.float64(-0.495)],[np.float64(0.0425)],[1],[0],[0],[1.6825038000242785],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
173,0,173,[np.float64(0.27875)],[np.float64(0.11375)],[1],[0],[0],[1.523677199962549],['target'],173,0,173,0,333.6259605999803,,10,333.6086453999742,333.6259605999803,333.6259605999803,0.02633549994789064,335.13248540001223,[np.float64(0.27875)],[np.float64(0.11375)],[1],[0],[0],[1.523677199962549],['target'],002,001,2025-09-29_17h16.30.671,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,60.48571235495501,2025-09-29 17h16.37.783726 +0530,
