thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.15125)],[np.float64(0.04)],[1],[0],[0],[1.8837207000033231],['target'],10,0,10,0,17.73462219999783,,5,17.722540399998252,17.73462219999783,17.73462219999783,0.017804399998567533,19.60636720000184,[np.float64(0.15125)],[np.float64(0.04)],[1],[0],[0],[1.8837207000033231],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
11,0,11,[np.float64(0.31375)],[np.float64(0.095)],[1],[0],[0],[1.7612052999975276],['target'],11,0,11,0,19.634626999999455,,5,19.625819000000774,19.634626999999455,19.634626999999455,0.01922470000135945,21.387115300000005,[np.float64(0.31375)],[np.float64(0.095)],[1],[0],[0],[1.7612052999975276],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
12,0,12,[np.float64(0.11875)],[np.float64(-0.20875)],[1],[0],[0],[1.6293548999965424],['target'],12,0,12,0,21.43489949999639,,10,21.415387799999735,21.43489949999639,21.43489949999639,0.02809809999598656,23.044839800000773,[np.float64(0.11875)],[np.float64(-0.20875)],[1],[0],[0],[1.6293548999965424],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
13,0,13,[np.float64(0.41625)],[np.float64(0.1125)],[1],[0],[0],[2.297428800004127],['target'],13,0,13,0,23.09266860000207,,10,23.073700900000404,23.09266860000207,23.09266860000207,0.02864870000485098,25.37122559999989,[np.float64(0.41625)],[np.float64(0.1125)],[1],[0],[0],[2.297428800004127],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
14,0,14,[np.float64(0.06625)],[np.float64(0.2825)],[1],[0],[0],[1.6954157000000123],['target'],14,0,14,0,25.40071480000188,,5,25.38414560000092,25.40071480000188,25.40071480000188,0.012707999994745478,27.079669400001876,[np.float64(0.06625)],[np.float64(0.2825)],[1],[0],[0],[1.6954157000000123],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
15,0,15,[np.float64(0.0725)],[np.float64(-0.13)],[1],[0],[0],[1.3174155000015162],['target'],15,0,15,0,27.109388999997464,,5,27.102093499997864,27.109388999997464,27.109388999997464,0.02217419999942649,28.419588800003112,[np.float64(0.0725)],[np.float64(-0.13)],[1],[0],[0],[1.3174155000015162],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
16,0,16,[np.float64(-0.01625)],[np.float64(0.135)],[1],[0],[0],[1.6425888000012492],['target'],16,0,16,0,28.46730949999619,,10,28.44537760000094,28.46730949999619,28.46730949999619,0.02553240000270307,30.08806010000262,[np.float64(-0.01625)],[np.float64(0.135)],[1],[0],[0],[1.6425888000012492],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
17,0,17,[np.float64(0.06)],[np.float64(-0.27125)],[1],[0],[0],[1.4646933000040008],['target'],17,0,17,0,30.13478539999778,,10,30.11341540000285,30.13478539999778,30.13478539999778,0.025142200000118464,31.578194800000347,[np.float64(0.06)],[np.float64(-0.27125)],[1],[0],[0],[1.4646933000040008],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
18,0,18,[np.float64(0.15)],[np.float64(-0.20375)],[1],[0],[0],[1.2478178000019398],['target'],18,0,18,0,31.625813600003312,,10,31.60564819999854,31.625813600003312,31.625813600003312,0.027256399996986147,32.85357289999956,[np.float64(0.15)],[np.float64(-0.20375)],[1],[0],[0],[1.2478178000019398],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
19,0,19,[np.float64(-0.46375)],[np.float64(0.26125)],[1],[0],[0],[2.190086999995401],['target'],19,0,19,0,32.884261699997296,,5,32.87145559999772,32.884261699997296,32.884261699997296,0.01763589999609394,35.061620100001164,[np.float64(-0.46375)],[np.float64(0.26125)],[1],[0],[0],[2.190086999995401],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
20,0,20,[np.float64(0.315)],[np.float64(-0.2625)],[1],[0],[0],[1.9091343000036431],['target'],20,0,20,0,35.09221170000092,,5,35.07738280000194,35.09221170000092,35.09221170000092,0.015621300000930205,36.98660099999688,[np.float64(0.315)],[np.float64(-0.2625)],[1],[0],[0],[1.9091343000036431],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
21,0,21,[np.float64(0.40375)],[np.float64(0.47)],[1],[0],[0],[2.9360763000004226],['target'],21,0,21,0,37.017559699997946,,10,37.00820440000098,37.017559699997946,37.017559699997946,0.021420899996883236,39.944382299996505,[np.float64(0.40375)],[np.float64(0.47)],[1],[0],[0],[2.9360763000004226],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
22,0,22,[np.float64(-0.155)],[np.float64(0.475)],[1],[0],[0],[1.39847230000305],['target'],22,0,22,0,39.975589699999546,,5,39.96268060000148,39.975589699999546,39.975589699999546,0.01809510000020964,41.36123999999836,[np.float64(-0.155)],[np.float64(0.475)],[1],[0],[0],[1.39847230000305],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
23,0,23,[np.float64(0.23)],[np.float64(0.25375)],[1],[0],[0],[1.193072399997618],['target'],23,0,23,0,41.39218339999934,,5,41.37629300000117,41.39218339999934,41.39218339999934,0.014890399994328618,42.569449700000405,[np.float64(0.23)],[np.float64(0.25375)],[1],[0],[0],[1.193072399997618],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
24,0,24,[np.float64(-0.45125)],[np.float64(0.09)],[1],[0],[0],[2.219489399998565],['target'],24,0,24,0,42.60179590000189,,10,42.59238929999992,42.60179590000189,42.60179590000189,0.02273619999323273,44.81196539999655,[np.float64(-0.45125)],[np.float64(0.09)],[1],[0],[0],[2.219489399998565],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
25,0,25,[np.float64(0.45)],[np.float64(0.45)],[1],[0],[0],[1.9446262999990722],['target'],25,0,25,0,44.84238529999857,,5,44.82693740000104,44.84238529999857,44.84238529999857,0.01476600000023609,46.77170959999785,[np.float64(0.45)],[np.float64(0.45)],[1],[0],[0],[1.9446262999990722],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
26,0,26,[np.float64(-0.19125)],[np.float64(-0.02125)],[1],[0],[0],[2.2226837999987765],['target'],26,0,26,0,46.81817189999856,,10,46.79660970000259,46.81817189999856,46.81817189999856,0.024645500001497567,49.01938959999825,[np.float64(-0.19125)],[np.float64(-0.02125)],[1],[0],[0],[2.2226837999987765],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
27,0,27,[np.float64(-0.225)],[np.float64(-0.05875)],[1],[0],[0],[1.557337699996424],['target'],27,0,27,0,49.05057130000205,,5,49.037342999996326,49.05057130000205,49.05057130000205,0.017741000003297813,50.59476639999775,[np.float64(-0.225)],[np.float64(-0.05875)],[1],[0],[0],[1.557337699996424],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
28,0,28,[np.float64(0.21375)],[np.float64(0.17875)],[1],[0],[0],[1.6517079999975977],['target'],28,0,28,0,50.64214989999891,,10,50.6188656000013,50.64214989999891,50.64214989999891,0.02392369999870425,52.27067569999781,[np.float64(0.21375)],[np.float64(0.17875)],[1],[0],[0],[1.6517079999975977],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
29,0,29,[np.float64(0.46)],[np.float64(0.32875)],[1],[0],[0],[1.5427332000035676],['target'],29,0,29,0,52.30067759999656,,5,52.285944900002505,52.30067759999656,52.30067759999656,0.01505120000365423,53.82876599999872,[np.float64(0.46)],[np.float64(0.32875)],[1],[0],[0],[1.5427332000035676],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
30,0,30,[np.float64(0.2875)],[np.float64(0.1425)],[1],[0],[0],[1.3673404000001028],['target'],30,0,30,0,53.859007799997926,,5,53.8439475999985,53.859007799997926,53.859007799997926,0.01494500000262633,55.211376699997345,[np.float64(0.2875)],[np.float64(0.1425)],[1],[0],[0],[1.3673404000001028],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
31,0,31,[np.float64(0.455)],[np.float64(0.01)],[1],[0],[0],[2.596600099997886],['target'],31,0,31,0,55.25957170000038,,10,55.24008969999704,55.25957170000038,55.25957170000038,0.02853099999629194,57.83678089999739,[np.float64(0.455)],[np.float64(0.01)],[1],[0],[0],[2.596600099997886],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
32,0,32,[np.float64(-0.22)],[np.float64(-0.45125)],[1],[0],[0],[2.6481751999963308],['target'],32,0,32,0,57.883948800001235,,10,57.86318210000172,57.883948800001235,57.883948800001235,0.0261908999964362,60.51144860000204,[np.float64(-0.22)],[np.float64(-0.45125)],[1],[0],[0],[2.6481751999963308],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
33,0,33,[np.float64(-0.31625)],[np.float64(-0.34625)],[1],[0],[0],[1.6256420999998227],['target'],33,0,33,0,60.54241860000184,,5,60.5283477999983,60.54241860000184,60.54241860000184,0.01671869999699993,62.154065900002024,[np.float64(-0.31625)],[np.float64(-0.34625)],[1],[0],[0],[1.6256420999998227],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
34,0,34,[np.float64(-0.03375)],[np.float64(-0.245)],[1],[0],[0],[1.4983792999992147],['target'],34,0,34,0,62.20136900000216,,10,62.18106899999839,62.20136900000216,62.20136900000216,0.02691910000430653,63.679545200000575,[np.float64(-0.03375)],[np.float64(-0.245)],[1],[0],[0],[1.4983792999992147],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
35,0,35,[np.float64(-0.44625)],[np.float64(-0.39)],[1],[0],[0],[3.0575942999930703],['target'],35,0,35,0,63.72634100000141,,10,63.70267459999741,63.72634100000141,63.72634100000141,0.022935400003916584,66.76031769999827,[np.float64(-0.44625)],[np.float64(-0.39)],[1],[0],[0],[3.0575942999930703],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
36,0,36,[np.float64(-0.33375)],[np.float64(-0.17875)],[1],[0],[0],[2.151782799999637],['target'],36,0,36,0,66.7849350999968,,5,66.76888129999861,66.7849350999968,66.7849350999968,0.00848010000481736,68.92071649999707,[np.float64(-0.33375)],[np.float64(-0.17875)],[1],[0],[0],[2.151782799999637],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
37,0,37,[np.float64(-0.4225)],[np.float64(0.48625)],[1],[0],[0],[2.4351046000010683],['target'],37,0,37,0,68.95131669999682,,10,68.93507310000132,68.95131669999682,68.95131669999682,0.014275800000177696,71.37027559999842,[np.float64(-0.4225)],[np.float64(0.48625)],[1],[0],[0],[2.4351046000010683],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
38,0,38,[np.float64(-0.085)],[np.float64(0.00625)],[1],[0],[0],[1.6806711999961408],['target'],38,0,38,0,71.40066910000314,,10,71.39011819999723,71.40066910000314,71.40066910000314,0.019619099999545142,73.07093950000126,[np.float64(-0.085)],[np.float64(0.00625)],[1],[0],[0],[1.6806711999961408],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
39,0,39,[np.float64(0.15375)],[np.float64(-0.19625)],[1],[0],[0],[1.5304459999970277],['target'],39,0,39,0,73.10126019999734,,5,73.09013199999754,73.10126019999734,73.10126019999734,0.018940999994811136,74.62067180000304,[np.float64(0.15375)],[np.float64(-0.19625)],[1],[0],[0],[1.5304459999970277],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
40,0,40,[np.float64(-0.315)],[np.float64(-0.02625)],[1],[0],[0],[1.9410929000005126],['target'],40,0,40,0,74.6503561999998,,5,74.6369599000027,74.6503561999998,74.6503561999998,0.01606780000292929,76.5781599999973,[np.float64(-0.315)],[np.float64(-0.02625)],[1],[0],[0],[1.9410929000005126],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
41,0,41,[np.float64(0.36875)],[np.float64(-0.365)],[1],[0],[0],[2.2264818999974523],['target'],41,0,41,0,76.62579669999832,,10,76.60119739999936,76.62579669999832,76.62579669999832,0.022848000000522006,78.827770099997,[np.float64(0.36875)],[np.float64(-0.365)],[1],[0],[0],[2.2264818999974523],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
42,0,42,[np.float64(-0.0175)],[np.float64(-0.265)],[1],[0],[0],[3.2419240000017453],['target'],42,0,42,0,78.87591490000341,,10,78.85202820000268,78.87591490000341,78.87591490000341,0.02405890000227373,82.09404189999623,[np.float64(-0.0175)],[np.float64(-0.265)],[1],[0],[0],[3.2419240000017453],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
43,0,43,[np.float64(0.22375)],[np.float64(0.2925)],[1],[0],[0],[1.421007799996005],['target'],43,0,43,0,82.12529799999902,,5,82.10637380000117,82.12529799999902,82.12529799999902,0.012129100003221538,83.5274653000015,[np.float64(0.22375)],[np.float64(0.2925)],[1],[0],[0],[1.421007799996005],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
44,0,44,[np.float64(0.3575)],[np.float64(-0.2425)],[1],[0],[0],[2.160741500003496],['target'],44,0,44,0,83.55846380000003,,10,83.54969970000093,83.55846380000003,83.55846380000003,0.0220679000049131,85.71048970000265,[np.float64(0.3575)],[np.float64(-0.2425)],[1],[0],[0],[2.160741500003496],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
45,0,45,[np.float64(-0.24375)],[np.float64(0.12375)],[1],[0],[0],[1.4854734999971697],['target'],45,0,45,0,85.74200320000091,,5,85.72592420000001,85.74200320000091,85.74200320000091,0.015357099997345358,87.211475600001,[np.float64(-0.24375)],[np.float64(0.12375)],[1],[0],[0],[1.4854734999971697],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
46,0,46,[np.float64(0.085)],[np.float64(-0.2625)],[1],[0],[0],[2.5209224999998696],['target'],46,0,46,0,87.24233919999824,,10,87.23200930000166,87.24233919999824,87.24233919999824,0.020361099996080156,89.75303320000239,[np.float64(0.085)],[np.float64(-0.2625)],[1],[0],[0],[2.5209224999998696],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
47,0,47,[np.float64(-0.3325)],[np.float64(0.3575)],[1],[0],[0],[1.8355077999949572],['target'],47,0,47,0,89.7836141000007,,5,89.76713890000246,89.7836141000007,89.7836141000007,0.013883599996916018,91.60269690000132,[np.float64(-0.3325)],[np.float64(0.3575)],[1],[0],[0],[1.8355077999949572],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
48,0,48,[np.float64(-0.4775)],[np.float64(0.4425)],[1],[0],[0],[2.0533064999981434],['target'],48,0,48,0,91.63362400000187,,10,91.61709729999711,91.63362400000187,91.63362400000187,0.014338300003146287,93.67052629999671,[np.float64(-0.4775)],[np.float64(0.4425)],[1],[0],[0],[2.0533064999981434],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
49,0,49,[np.float64(-0.27)],[np.float64(-0.12)],[1],[0],[0],[1.5191601999977138],['target'],49,0,49,0,93.71736190000229,,10,93.70134040000266,93.71736190000229,93.71736190000229,0.030537400001776405,95.22063440000056,[np.float64(-0.27)],[np.float64(-0.12)],[1],[0],[0],[1.5191601999977138],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
50,0,50,[np.float64(0.1875)],[np.float64(0.11125)],[1],[0],[0],[1.6783502000034787],['target'],50,0,50,0,95.26648769999883,,5,95.24272740000015,95.26648769999883,95.26648769999883,0.02179940000496572,96.92119439999806,[np.float64(0.1875)],[np.float64(0.11125)],[1],[0],[0],[1.6783502000034787],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
51,0,51,[np.float64(0.445)],[np.float64(-0.38125)],[1],[0],[0],[1.4487173999950755],['target'],51,0,51,0,96.95036640000035,,5,96.93665889999829,96.95036640000035,96.95036640000035,0.01524760000029346,98.38542849999794,[np.float64(0.445)],[np.float64(-0.38125)],[1],[0],[0],[1.4487173999950755],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
52,0,52,[np.float64(-0.08125)],[np.float64(-0.475)],[1],[0],[0],[3.0006017000050633],['target'],52,0,52,0,98.41674390000117,,5,98.4019494000022,98.41674390000117,98.41674390000117,0.016436699996120296,101.40263920000143,[np.float64(-0.08125)],[np.float64(-0.475)],[1],[0],[0],[3.0006017000050633],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
53,0,53,[np.float64(-0.125)],[np.float64(0.0425)],[1],[0],[0],[1.332871200000227],['target'],53,0,53,0,101.43333990000247,,5,101.41921169999841,101.43333990000247,101.43333990000247,0.016401099994254764,102.75215970000136,[np.float64(-0.125)],[np.float64(0.0425)],[1],[0],[0],[1.332871200000227],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
54,0,54,[np.float64(0.3875)],[np.float64(0.46875)],[1],[0],[0],[3.1256046000053175],['target'],54,0,54,0,102.79965069999889,,10,102.77820159999828,102.79965069999889,102.79965069999889,0.025856499996734783,105.90393760000006,[np.float64(0.3875)],[np.float64(0.46875)],[1],[0],[0],[3.1256046000053175],['target'],005,001,2025-09-30_09h38.01.041,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,121.30563683032345,2025-09-30 09h38.12.914235 +0530,
