thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.13)],[np.float64(-0.12)],[1],[0],[0],[1.742703900032211],['target'],10,0,10,0,24.411710499960463,,10,24.39063099998748,24.411710499960463,24.411710499960463,0.03930649999529123,26.133467399980873,[np.float64(0.13)],[np.float64(-0.12)],[1],[0],[0],[1.742703900032211],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
11,0,11,[np.float64(-0.42833333333333334)],[np.float64(0.19166666666666668)],[1],[0],[0],[3.9598806999856606],['target'],11,0,11,0,26.19475969998166,,10,26.167517099995166,26.19475969998166,26.19475969998166,0.03377320000436157,30.12751959997695,[np.float64(-0.42833333333333334)],[np.float64(0.19166666666666668)],[1],[0],[0],[3.9598806999856606],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
12,0,12,[np.float64(0.29333333333333333)],[np.float64(0.49)],[1],[0],[0],[3.012809899984859],['target'],12,0,12,0,30.16950939997332,,5,30.1450041999924,30.16950939997332,30.16950939997332,0.017213599989190698,33.15790989995003,[np.float64(0.29333333333333333)],[np.float64(0.49)],[1],[0],[0],[3.012809899984859],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
13,0,13,[np.float64(0.19)],[np.float64(-0.465)],[1],[0],[0],[2.7135315000195988],['target'],13,0,13,0,33.20337010000367,,10,33.18800249998458,33.20337010000367,33.20337010000367,0.029948199982754886,35.901645399979316,[np.float64(0.19)],[np.float64(-0.465)],[1],[0],[0],[2.7135315000195988],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
14,0,14,[np.float64(0.03333333333333333)],[np.float64(0.17833333333333334)],[1],[0],[0],[2.1640944000100717],['target'],14,0,14,0,35.962932499998715,,10,35.93535210000118,35.962932499998715,35.962932499998715,0.033447699970565736,38.099561299954075,[np.float64(0.03333333333333333)],[np.float64(0.17833333333333334)],[1],[0],[0],[2.1640944000100717],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
15,0,15,[np.float64(0.3383333333333333)],[np.float64(0.045)],[1],[0],[0],[1.9574842000147328],['target'],15,0,15,0,38.145402599999215,,10,38.13134129997343,38.145402599999215,38.145402599999215,0.03146219998598099,40.088928399956785,[np.float64(0.3383333333333333)],[np.float64(0.045)],[1],[0],[0],[1.9574842000147328],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
16,0,16,[np.float64(0.475)],[np.float64(-0.4033333333333333)],[1],[0],[0],[1.803795799962245],['target'],16,0,16,0,40.119764400005806,,5,40.10510869999416,40.119764400005806,40.119764400005806,0.015916200005449355,41.90902149997419,[np.float64(0.475)],[np.float64(-0.4033333333333333)],[1],[0],[0],[1.803795799962245],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
17,0,17,[np.float64(-0.44166666666666665)],[np.float64(-0.4)],[1],[0],[0],[2.8974764000158757],['target'],17,0,17,0,41.95349980000174,,10,41.936242699972354,41.95349980000174,41.95349980000174,0.027015900006517768,44.83382869994966,[np.float64(-0.44166666666666665)],[np.float64(-0.4)],[1],[0],[0],[2.8974764000158757],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
18,0,18,[np.float64(0.14166666666666666)],[np.float64(-0.19833333333333333)],[1],[0],[0],[1.3215323999756947],['target'],18,0,18,0,44.87846489995718,,10,44.86031299998285,44.87846489995718,44.87846489995718,0.0262613000231795,46.181955499981996,[np.float64(0.14166666666666666)],[np.float64(-0.19833333333333333)],[1],[0],[0],[1.3215323999756947],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
19,0,19,[np.float64(0.275)],[np.float64(0.22)],[1],[0],[0],[2.637230299995281],['target'],19,0,19,0,46.24652009998681,,10,46.21466759999748,46.24652009998681,46.24652009998681,0.03246240003500134,48.85199439997086,[np.float64(0.275)],[np.float64(0.22)],[1],[0],[0],[2.637230299995281],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
20,0,20,[np.float64(0.01)],[np.float64(0.165)],[1],[0],[0],[2.055877499980852],['target'],20,0,20,0,48.89685379998991,,5,48.87120930000674,48.89685379998991,48.89685379998991,0.018984900030773133,50.927233700000215,[np.float64(0.01)],[np.float64(0.165)],[1],[0],[0],[2.055877499980852],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
21,0,21,[np.float64(0.06166666666666667)],[np.float64(-0.2966666666666667)],[1],[0],[0],[1.6449533000122756],['target'],21,0,21,0,50.97066960000666,,5,50.947453400003724,50.97066960000666,50.97066960000666,0.020005400001537055,52.59253789996728,[np.float64(0.06166666666666667)],[np.float64(-0.2966666666666667)],[1],[0],[0],[1.6449533000122756],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
22,0,22,[np.float64(0.36833333333333335)],[np.float64(0.165)],[1],[0],[0],[2.127271200006362],['target'],22,0,22,0,52.65399099997012,,10,52.62565389997326,52.65399099997012,52.65399099997012,0.032895199954509735,54.75301819999004,[np.float64(0.36833333333333335)],[np.float64(0.165)],[1],[0],[0],[2.127271200006362],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
23,0,23,[np.float64(-0.48333333333333334)],[np.float64(-0.245)],[1],[0],[0],[3.396283600013703],['target'],23,0,23,0,54.79538139997749,,10,54.78340600000229,54.79538139997749,54.79538139997749,0.030204799957573414,58.17975959996693,[np.float64(-0.48333333333333334)],[np.float64(-0.245)],[1],[0],[0],[3.396283600013703],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
24,0,24,[np.float64(0.42)],[np.float64(0.485)],[1],[0],[0],[3.198747300019022],['target'],24,0,24,0,58.2106797999586,,5,58.191443799994886,58.2106797999586,58.2106797999586,0.01152110000839457,61.390289500006475,[np.float64(0.42)],[np.float64(0.485)],[1],[0],[0],[3.198747300019022],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
25,0,25,[np.float64(0.058333333333333334)],[np.float64(0.2833333333333333)],[1],[0],[0],[1.4701056000194512],['target'],25,0,25,0,61.452723899972625,,10,61.42821649997495,61.452723899972625,61.452723899972625,0.03769249998731539,62.89842949999729,[np.float64(0.058333333333333334)],[np.float64(0.2833333333333333)],[1],[0],[0],[1.4701056000194512],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
26,0,26,[np.float64(0.43833333333333335)],[np.float64(0.4716666666666667)],[1],[0],[0],[1.5909801999805495],['target'],26,0,26,0,62.92830499995034,,5,62.91712070000358,62.92830499995034,62.92830499995034,0.018499600002542138,64.50822429999243,[np.float64(0.43833333333333335)],[np.float64(0.4716666666666667)],[1],[0],[0],[1.5909801999805495],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
27,0,27,[np.float64(-0.38)],[np.float64(-0.14833333333333334)],[1],[0],[0],[2.4368084999732673],['target'],27,0,27,0,64.55410449998453,,10,64.53910649998579,64.55410449998453,64.55410449998453,0.030597800039686263,66.9760527999606,[np.float64(-0.38)],[np.float64(-0.14833333333333334)],[1],[0],[0],[2.4368084999732673],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
28,0,28,[np.float64(-0.23666666666666666)],[np.float64(-0.3333333333333333)],[1],[0],[0],[2.498533000005409],['target'],28,0,28,0,67.0364596999716,,10,67.01468449999811,67.0364596999716,67.0364596999716,0.03834359999746084,69.51330089999828,[np.float64(-0.23666666666666666)],[np.float64(-0.3333333333333333)],[1],[0],[0],[2.498533000005409],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
29,0,29,[np.float64(-0.16166666666666665)],[np.float64(-0.0033333333333333335)],[1],[0],[0],[1.8390222999732941],['target'],29,0,29,0,69.56169479998061,,10,69.54283869999927,69.56169479998061,69.56169479998061,0.029321699985302985,71.38196809997316,[np.float64(-0.16166666666666665)],[np.float64(-0.0033333333333333335)],[1],[0],[0],[1.8390222999732941],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
30,0,30,[np.float64(0.06666666666666667)],[np.float64(0.4216666666666667)],[1],[0],[0],[2.0574642999563366],['target'],30,0,30,0,71.42762049997691,,10,71.41052819998004,71.42762049997691,71.42762049997691,0.02836260001640767,73.46812529995805,[np.float64(0.06666666666666667)],[np.float64(0.4216666666666667)],[1],[0],[0],[2.0574642999563366],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
31,0,31,[np.float64(-0.4866666666666667)],[np.float64(0.21666666666666667)],[1],[0],[0],[3.8748829000396654],['target'],31,0,31,0,73.52776059997268,,10,73.50729899998987,73.52776059997268,73.52776059997268,0.03889700002036989,77.38226019998547,[np.float64(-0.4866666666666667)],[np.float64(0.21666666666666667)],[1],[0],[0],[3.8748829000396654],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
32,0,32,[np.float64(0.29333333333333333)],[np.float64(-0.22833333333333333)],[1],[0],[0],[4.535483399988152],['target'],32,0,32,0,77.42938729998423,,10,77.40785560000222,77.42938729998423,77.42938729998423,0.02542299998458475,81.94347979995655,[np.float64(0.29333333333333333)],[np.float64(-0.22833333333333333)],[1],[0],[0],[4.535483399988152],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
33,0,33,[np.float64(-0.23833333333333334)],[np.float64(0.065)],[1],[0],[0],[2.204131700040307],['target'],33,0,33,0,81.98778689996107,,5,81.96279439999489,81.98778689996107,81.98778689996107,0.01905640005134046,84.16707909997785,[np.float64(-0.23833333333333334)],[np.float64(0.065)],[1],[0],[0],[2.204131700040307],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
34,0,34,[np.float64(-0.3333333333333333)],[np.float64(0.45)],[1],[0],[0],[2.724307199998293],['target'],34,0,34,0,84.22958639997523,,10,84.20165020000422,84.22958639997523,84.22958639997523,0.034303000022191554,86.92609459999949,[np.float64(-0.3333333333333333)],[np.float64(0.45)],[1],[0],[0],[2.724307199998293],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
35,0,35,[np.float64(0.37833333333333335)],[np.float64(0.08666666666666667)],[1],[0],[0],[2.9600372000131756],['target'],35,0,35,0,86.97027429996524,,5,86.94838799996069,86.97027429996524,86.97027429996524,0.022009600012097508,89.90855309995823,[np.float64(0.37833333333333335)],[np.float64(0.08666666666666667)],[1],[0],[0],[2.9600372000131756],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
36,0,36,[np.float64(0.115)],[np.float64(-0.105)],[1],[0],[0],[2.9706677999929525],['target'],36,0,36,0,89.97083179996116,,10,89.94611729995813,89.97083179996116,89.97083179996116,0.037350600003264844,92.9169001999544,[np.float64(0.115)],[np.float64(-0.105)],[1],[0],[0],[2.9706677999929525],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
37,0,37,[np.float64(-0.3383333333333333)],[np.float64(-0.43166666666666664)],[1],[0],[0],[5.0519625000306405],['target'],37,0,37,0,92.96124709997093,,10,92.94917849998455,92.96124709997093,92.96124709997093,0.03203379997285083,98.00124879996292,[np.float64(-0.3383333333333333)],[np.float64(-0.43166666666666664)],[1],[0],[0],[5.0519625000306405],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
38,0,38,[np.float64(-0.095)],[np.float64(0.02)],[1],[0],[0],[3.7370948999887332],['target'],38,0,38,0,98.02722699998412,,5,98.01818339998135,98.02722699998412,98.02722699998412,0.01668900001095608,101.7553902999498,[np.float64(-0.095)],[np.float64(0.02)],[1],[0],[0],[3.7370948999887332],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
39,0,39,[np.float64(0.37)],[np.float64(0.41)],[1],[0],[0],[2.4978489999775775],['target'],39,0,39,0,101.80284039996332,,5,101.78402889997233,101.80284039996332,101.80284039996332,0.028416400018613786,104.28197039995575,[np.float64(0.37)],[np.float64(0.41)],[1],[0],[0],[2.4978489999775775],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
40,0,40,[np.float64(0.10166666666666667)],[np.float64(0.056666666666666664)],[1],[0],[0],[3.7116677000303753],['target'],40,0,40,0,104.32761619996745,,10,104.31100659997901,104.32761619996745,104.32761619996745,0.028853099967818707,108.02282919996651,[np.float64(0.10166666666666667)],[np.float64(0.056666666666666664)],[1],[0],[0],[3.7116677000303753],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
41,0,41,[np.float64(0.16)],[np.float64(0.46)],[1],[0],[0],[6.36395889997948],['target'],41,0,41,0,108.06889169994975,,10,108.0551218999899,108.06889169994975,108.06889169994975,0.032066899992059916,114.41922049998539,[np.float64(0.16)],[np.float64(0.46)],[1],[0],[0],[6.36395889997948],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
42,0,42,[np.float64(0.27166666666666667)],[np.float64(0.465)],[1],[0],[0],[2.017635700001847],['target'],42,0,42,0,114.47924539999804,,10,114.45633309998084,114.47924539999804,114.47924539999804,0.03686260001268238,116.47412769997027,[np.float64(0.27166666666666667)],[np.float64(0.465)],[1],[0],[0],[2.017635700001847],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
43,0,43,[np.float64(-0.24)],[np.float64(-0.31333333333333335)],[1],[0],[0],[1.6703103999607265],['target'],43,0,43,0,116.50158529996406,,5,116.49068749998696,116.50158529996406,116.50158529996406,0.01614500000141561,118.16110129997833,[np.float64(-0.24)],[np.float64(-0.31333333333333335)],[1],[0],[0],[1.6703103999607265],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
44,0,44,[np.float64(0.28833333333333333)],[np.float64(0.2683333333333333)],[1],[0],[0],[2.8581988000078127],['target'],44,0,44,0,118.20333140000002,,5,118.17751519999001,118.20333140000002,118.20333140000002,0.01623850001487881,121.03585079999175,[np.float64(0.28833333333333333)],[np.float64(0.2683333333333333)],[1],[0],[0],[2.8581988000078127],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
45,0,45,[np.float64(-0.49166666666666664)],[np.float64(-0.485)],[1],[0],[0],[1.9797632999834605],['target'],45,0,45,0,121.07835409999825,,5,121.05573349999031,121.07835409999825,121.07835409999825,0.019639500009361655,123.03563090000534,[np.float64(-0.49166666666666664)],[np.float64(-0.485)],[1],[0],[0],[1.9797632999834605],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
46,0,46,[np.float64(-0.10666666666666667)],[np.float64(-0.47833333333333333)],[1],[0],[0],[3.0686384000000544],['target'],46,0,46,0,123.09451409999747,,10,123.07091369997943,123.09451409999747,123.09451409999747,0.03504019998945296,126.13967750000302,[np.float64(-0.10666666666666667)],[np.float64(-0.47833333333333333)],[1],[0],[0],[3.0686384000000544],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
47,0,47,[np.float64(0.35)],[np.float64(0.255)],[1],[0],[0],[1.8784027000074275],['target'],47,0,47,0,126.16850749996956,,5,126.15630739997141,126.16850749996956,126.16850749996956,0.01629490003688261,128.03486509999493,[np.float64(0.35)],[np.float64(0.255)],[1],[0],[0],[1.8784027000074275],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
48,0,48,[np.float64(0.46166666666666667)],[np.float64(0.043333333333333335)],[1],[0],[0],[1.344902099983301],['target'],48,0,48,0,128.09443269995973,,10,128.07101419998799,128.09443269995973,128.09443269995973,0.03574040002422407,129.41606869996758,[np.float64(0.46166666666666667)],[np.float64(0.043333333333333335)],[1],[0],[0],[1.344902099983301],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
49,0,49,[np.float64(0.36833333333333335)],[np.float64(0.23666666666666666)],[1],[0],[0],[1.4815308999968693],['target'],49,0,49,0,129.47681349999039,,10,129.44986940000672,129.47681349999039,129.47681349999039,0.03342330001760274,130.93153760000132,[np.float64(0.36833333333333335)],[np.float64(0.23666666666666666)],[1],[0],[0],[1.4815308999968693],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
50,0,50,[np.float64(0.255)],[np.float64(-0.4633333333333333)],[1],[0],[0],[2.007348900020588],['target'],50,0,50,0,130.96024069999112,,5,130.94925379997585,130.96024069999112,130.96024069999112,0.017404699989128858,132.95670350000728,[np.float64(0.255)],[np.float64(-0.4633333333333333)],[1],[0],[0],[2.007348900020588],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
51,0,51,[np.float64(0.07333333333333333)],[np.float64(0.375)],[1],[0],[0],[2.2333533000200987],['target'],51,0,51,0,133.00376960000722,,5,132.97727779997513,133.00376960000722,133.00376960000722,0.02034230000572279,135.21075629995903,[np.float64(0.07333333333333333)],[np.float64(0.375)],[1],[0],[0],[2.2333533000200987],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
52,0,52,[np.float64(-0.175)],[np.float64(-0.145)],[1],[0],[0],[1.3154411999857984],['target'],52,0,52,0,135.2534919999889,,5,135.23467599996366,135.2534919999889,135.2534919999889,0.02374689996941015,136.55018819996621,[np.float64(-0.175)],[np.float64(-0.145)],[1],[0],[0],[1.3154411999857984],['target'],001,001,2025-09-29_15h41.40.318,Visual Search Experiment Bhumika Bajaj AU2320057,,2025.1.1,61.31377016399075,2025-09-29 15h42.11.677948 +0530,
