delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.1,1000,expected,0,0,0,space,0.5868942,None,65,1,[2.405303100007586],[2.405318300006911],0,0,0,9,0.0591927,,0.0549749,0.0591927,1.0141968,1.0141968,1.0646677,1.6153391,space,0.5868942,None,1.6165861,1.714768867,2.0325139,2.0120915,2.0132812,2.0325139,2.0325139,2.0325139,4.438526,65,1,[2.405303100007586],[2.405318300006911],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,400,unexp,1,1,0,space,0.3184112,None,76,1,[1.4280254000041168],[1.4280335000075866],0,1,1,0,4.4479087,,4.4389184,4.4479087,5.4475853,5.4475853,5.4475853,5.7819045,space,0.3184112,None,5.7826283,5.897366367,6.2042027,6.1938263,6.1944065,6.2042027,6.2042027,6.2042027,7.632601,76,1,[1.4280254000041168],[1.4280335000075866],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,2,2,0,space,0.2453397,None,65,1,[1.2932039000152145],[1.293237300007604],0,2,2,6,7.6482879,,7.6329379,7.6482879,8.6476638,8.6476638,8.6476638,8.898454,space,0.2453397,None,8.8993161,8.997683567,9.3062969,9.2957649,9.2963239,9.3062969,9.3062969,9.3062969,10.5998718,65,1,[1.2932039000152145],[1.293237300007604],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,3,3,0,space,0.0916992,None,444,1,[2.440639399981592],[2.4406504000071436],0,3,3,4,10.613973,,10.6002104,10.613973,11.6152213,11.6152213,11.6152213,11.7158063,space,0.0916992,None,11.7169568,12.11567097,12.4261539,12.4126208,12.4134941,12.4261539,12.4261539,12.4261539,14.867221,444,1,[2.440639399981592],[2.4406504000071436],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,4,4,0,space,0.22041,None,334,1,[2.173257799993735],[2.173276599991368],0,4,4,8,14.8814791,,14.8676127,14.8814791,15.8806029,15.8806029,15.8806029,16.1153812,space,0.22041,None,16.1163326,16.81458327,17.126217,17.1124214,17.1137617,17.126217,17.126217,17.126217,19.3000876,334,1,[2.173257799993735],[2.173276599991368],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,5,5,0,space,0.9462927,None,123,1,[2.3187322999874596],[2.3187483999936376],0,5,5,3,19.3139422,,19.3006142,19.3139422,20.3141593,20.3141593,20.3141593,21.2645562,space,0.9462927,None,21.2655379,21.36486717,21.6795572,21.6654058,21.6660663,21.6795572,21.6795572,21.6795572,23.9987764,123,1,[2.3187322999874596],[2.3187483999936376],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,400,unexp,6,6,0,space,0.0407713,None,1234,1,[2.5033197999873664],[2.503332899999805],0,6,6,1,24.0140876,,23.9991504,24.0140876,25.0138597,25.0138597,25.0138597,25.0644609,space,0.0407713,None,25.0653956,25.46411297,25.7797264,25.7653252,25.7661667,25.7797264,25.7797264,25.7797264,28.2835724,1234,1,[2.5033197999873664],[2.503332899999805],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,7,7,0,space,0.0244459,None,123,1,[5.802445800014539],[5.802462099993136],0,7,7,5,28.2974345,,28.2840146,28.2974345,29.2974106,29.2974106,29.2974106,29.3310261,space,0.0244459,None,29.3319543,30.03043847,30.3463036,30.3322063,30.3346847,30.3463036,30.3463036,30.3463036,36.1493651,123,1,[5.802445800014539],[5.802462099993136],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,8,8,0,space,0.3915864,None,87,1,[2.7387154000170995],[2.7387326000025496],0,8,8,11,36.1641486,,36.1499953,36.1641486,37.1639996,37.1639996,37.1639996,37.5648469,space,0.3915864,None,37.5658571,38.26408497,38.5759254,38.561866,38.5628486,38.5759254,38.5759254,38.5759254,41.315203,87,1,[2.7387154000170995],[2.7387326000025496],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,400,unexp,9,9,0,space,0.0116149,None,12,1,[2.0196053000108805],[2.019616000005044],0,9,9,2,41.3312015,,41.3157871,41.3312015,42.3151479,42.3151479,42.3324625,42.3332965,space,0.0116149,None,42.334336,43.04819217,43.3628376,43.3477133,43.3484554,43.3628376,43.3628376,43.3628376,45.3828836,12,1,[2.0196053000108805],[2.019616000005044],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,10,10,0,space,0.1764086,None,31,1,[2.287917899986496],[2.287934599997243],0,10,10,10,45.3973298,,45.3832594,45.3973298,46.3984771,46.3984771,46.3984771,46.5825873,space,0.1764086,None,46.5836388,46.99823317,47.3104993,47.2965992,47.2973588,47.3104993,47.3104993,47.3104993,49.5990467,31,1,[2.287917899986496],[2.287934599997243],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,11,11,0,space,0.3894207,None,14,1,[1.8382777000078931],[1.838293100008741],0,11,11,7,49.6141702,,49.5996322,49.6141702,50.5986442,50.5986442,50.6143901,50.9991459,space,0.3894207,None,51.0001397,51.39830717,51.7108653,51.6967996,51.6977157,51.7108653,51.7108653,51.7108653,53.549667,14,1,[1.8382777000078931],[1.838293100008741],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,12,0,1,space,0.0691818,None,15,1,[2.5683555999712553],[2.568363699974725],1,0,12,7,53.5633629,,53.5500842,53.5633629,54.5645145,54.5645145,54.5645145,54.6496601,space,0.0691818,None,54.6506057,55.06511717,55.3967368,55.3680222,55.3722717,55.3967368,55.3967368,55.3967368,57.9657984,15,1,[2.5683555999712553],[2.568363699974725],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,13,1,1,space,0.0401648,None,16,1,[1.6363285999977961],[1.636339799995767],1,1,13,5,57.9805758,,57.9660184,57.9805758,58.9648778,58.9648778,58.9813989,59.0156401,space,0.0401648,None,59.0169522,59.71487047,60.0298961,60.0155947,60.0164512,60.0298961,60.0298961,60.0298961,61.6666821,16,1,[1.6363285999977961],[1.636339799995767],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,14,2,1,space,0.0307499,None,17,1,[1.6944554000219796],[1.69446450000396],1,2,14,4,61.6807023,,61.6670009,61.6807023,62.681412,62.681412,62.681412,62.7163909,space,0.0307499,None,62.7175841,63.13160977,63.4526672,63.435438,63.4379135,63.4526672,63.4526672,63.4526672,65.1475586,17,1,[1.6944554000219796],[1.69446450000396],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,400,unexp,15,3,1,space,0.3064239,None,81,1,[2.003125200018985],[2.0031361000146717],1,3,15,2,65.163848,,65.1477991,65.163848,66.1484776,66.1484776,66.165327,66.4652022,space,0.3064239,None,66.4662811,67.16469947,67.4964219,67.463847,67.4652654,67.4964219,67.4964219,67.4964219,69.5000331,81,1,[2.003125200018985],[2.0031361000146717],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,16,4,1,space,0.3246302,None,91,1,[1.9180861999921035],[1.9180997999792453],1,4,16,8,69.5139787,,69.5003304,69.5139787,70.5141651,70.5141651,70.5141651,70.8489621,space,0.3246302,None,70.8500153,71.56395077,71.8791485,71.8648577,71.8656603,71.8791485,71.8791485,71.8791485,73.7977774,91,1,[1.9180861999921035],[1.9180997999792453],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,17,5,1,space,0.4146582,None,123,1,[2.8303317000099923],[2.8303446999925654],1,5,17,6,73.8136797,,73.7981822,73.8136797,74.7975374,74.7975374,74.8147312,75.215252,space,0.4146582,None,75.2162333,75.33083727,75.6520097,75.6271546,75.6286319,75.6520097,75.6520097,75.6520097,78.4828584,123,1,[2.8303317000099923],[2.8303446999925654],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,400,unexp,18,6,1,space,0.3503679,None,124,1,[2.056680299981963],[2.0566914999799337],1,6,18,0,78.4972079,,78.4833411,78.4972079,79.4971318,79.4971318,79.4971318,79.8485859,space,0.3503679,None,79.8495803,79.94809997,80.2574791,80.2434669,80.2441856,80.2574791,80.2574791,80.2574791,82.3144802,124,1,[2.056680299981963],[2.0566914999799337],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,19,7,1,space,0.2053956,None,125,1,[2.2193329999863636],[2.2193442000134382],1,7,19,9,82.3308294,,82.314727,82.3308294,83.3140686,83.3140686,83.3316386,83.5319444,space,0.2053956,None,83.5329676,83.64828137,83.9635959,83.9494213,83.9500647,83.9635959,83.9635959,83.9635959,86.1832927,125,1,[2.2193329999863636],[2.2193442000134382],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,20,8,1,space,0.4400692,None,126,1,[1.8896494999935385],[1.8896632999822032],1,8,20,11,86.1969587,,86.1835719,86.1969587,87.1977845,87.1977845,87.1977845,87.6486806,space,0.4400692,None,87.6496825,88.36480947,88.692794,88.6633985,88.6645532,88.692794,88.692794,88.692794,90.5829491,126,1,[1.8896494999935385],[1.8896632999822032],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,21,9,1,space,0.1553574,None,127,1,[2.337260599975707],[2.337275799975032],1,9,21,10,90.5968917,,90.583316,90.5968917,91.5977696,91.5977696,91.5977696,91.7648298,space,0.1553574,None,91.7658065,92.16419587,92.4811354,92.4667646,92.4676521,92.4811354,92.4811354,92.4811354,94.818891,127,1,[2.337260599975707],[2.337275799975032],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,400,unexp,22,10,1,space,0.3220761,None,127,1,[7.013405300007435],[7.013416400004644],1,10,22,1,94.8303062,,94.8194218,94.8303062,95.830024,95.830024,95.830024,96.1635977,space,0.3220761,None,96.1645425,96.56334167,96.877633,96.8632416,96.863995,96.877633,96.877633,96.877633,103.8913522,127,1,[7.013405300007435],[7.013416400004644],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,23,11,1,space,2.9381812,None,87,1,[3.9696949000062887],[3.969705499999691],1,11,23,3,103.9044062,,103.891636,103.9044062,104.9050912,104.9050912,104.9050912,107.858284,space,2.9381812,None,107.8593256,107.9729846,108.2883454,108.2737826,108.2745611,108.2883454,108.2883454,108.2883454,112.258387,87,1,[3.9696949000062887],[3.969705499999691],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,24,0,2,space,2.8354845,None,76,1,[2.804440899984911],[2.8044551000057254],2,0,24,9,112.2736509,,112.2587083,112.2736509,113.2731636,113.2731636,113.2731636,116.1100121,space,2.8354845,None,116.1109883,116.2260812,116.538045,116.5228668,116.5241069,116.538045,116.538045,116.538045,119.3429986,76,1,[2.804440899984911],[2.8044551000057254],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,25,1,2,space,5.5575814,None,76,1,[1.9881426000210922],[1.9881749000051059],2,1,25,3,119.359676,,119.3434706,119.359676,120.3615056,120.3615056,120.3673033,125.9288208,space,5.5575814,None,125.9294914,126.0283747,126.3404793,126.3268351,126.3276883,126.3404793,126.3404793,126.3404793,128.3290998,76,1,[1.9881426000210922],[1.9881749000051059],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,400,unexp,26,2,2,space,1.4740632,None,96,1,[2.878187900001649],[2.8782005999819376],2,2,26,1,128.34497,,128.3295285,128.34497,129.3449491,129.3449491,129.3449491,130.8293191,space,1.4740632,None,130.8304138,131.2289137,131.5364475,131.5228607,131.5239588,131.5364475,131.5364475,131.5364475,134.4150789,96,1,[2.878187900001649],[2.8782005999819376],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,27,3,2,space,3.1839532,None,89,1,[2.6413902000058442],[2.641402500012191],2,3,27,7,134.4276706,,134.4154794,134.4276706,135.4280207,135.4280207,135.4280207,138.6173641,space,3.1839532,None,138.6184703,139.0165136,139.327824,139.3128842,139.3136255,139.327824,139.327824,139.327824,141.9696702,89,1,[2.6413902000058442],[2.641402500012191],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,28,4,2,space,1.2109105,None,657,1,[2.8242949999985285],[2.8243109000031836],2,4,28,8,141.98328,,141.9700927,141.98328,142.9843933,142.9843933,142.9843933,144.2014782,space,1.2109105,None,144.2024951,144.9009077,145.2285098,145.1984391,145.1995967,145.2285098,145.2285098,145.2285098,148.0533836,657,1,[2.8242949999985285],[2.8243109000031836],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,400,unexp,29,5,2,space,3.2146042,None,456,1,[2.369978600007016],[2.3699924999964423],2,5,29,0,148.0664002,,148.0538672,148.0664002,149.0990253,149.0990253,149.0990253,152.3302926,space,3.2146042,None,152.3313367,152.4456689,152.7612057,152.7465834,152.7472817,152.7612057,152.7612057,152.7612057,155.1317878,456,1,[2.369978600007016],[2.3699924999964423],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,30,6,2,space,0.0268786,None,876,1,[2.5531747000059113],[2.553189199999906],2,6,30,4,155.1446284,,155.1322226,155.1446284,156.1447191,156.1447191,156.1447191,156.1796411,space,0.0268786,None,156.1805975,156.5953276,156.908379,156.8947755,156.8955195,156.908379,156.908379,156.908379,159.4620808,876,1,[2.5531747000059113],[2.553189199999906],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,400,unexp,31,7,2,space,0.7766489,None,987,1,[2.3030499999877065],[2.303063300001668],2,7,31,2,159.4780662,,159.4625274,159.4780662,160.4625829,160.4625829,160.4788098,161.2461322,space,0.7766489,None,161.2472987,161.9459688,162.2620329,162.2484791,162.2489272,162.2620329,162.2620329,162.2620329,164.56556,987,1,[2.3030499999877065],[2.303063300001668],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,32,8,2,space,0.1294321,None,999,1,[2.2714161000039894],[2.2714318999787793],2,8,32,10,164.5788147,,164.566115,164.5788147,165.5788208,165.5788208,165.5788208,165.7134227,space,0.1294321,None,165.7144479,166.1292366,166.4405777,166.4264903,166.4274942,166.4405777,166.4405777,166.4405777,168.7124732,999,1,[2.2714161000039894],[2.2714318999787793],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,33,9,2,space,0.1083577,None,987,1,[2.251420099986717],[2.251434399979189],2,9,33,6,168.7279312,,168.7129861,168.7279312,169.7128059,169.7128059,169.7287149,169.8291778,space,0.1083577,None,169.8302362,169.9446474,170.2604782,170.2429529,170.2445836,170.2604782,170.2604782,170.2604782,172.5124799,987,1,[2.251420099986717],[2.251434399979189],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,34,10,2,space,0.1813085,None,989,1,[1.9683535000076517],[1.9683678000001237],2,10,34,5,172.5278047,,172.5129603,172.5278047,173.5123443,173.5123443,173.5288104,173.6970448,space,0.1813085,None,173.6989908,174.4115837,174.7269262,174.7152377,174.7157918,174.7269262,174.7269262,174.7269262,176.6961479,989,1,[1.9683535000076517],[1.9683678000001237],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,35,11,2,space,0.1657681,None,969,1,[3.331639499985613],[3.3316521999950055],2,11,35,11,176.7117888,,176.6966222,176.7117888,177.6957738,177.6957738,177.7123518,177.8647115,space,0.1657681,None,177.8665779,178.5782917,178.8991407,178.877862,178.8787975,178.8991407,178.8991407,178.8991407,182.2312873,969,1,[3.331639499985613],[3.3316521999950055],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,36,0,3,space,0.1289937,None,967,1,[3.372629899997264],[3.372650400007842],3,0,36,6,182.2445293,,182.2319178,182.2445293,183.2453092,183.2453092,183.2453092,183.3800257,space,0.1289937,None,183.3823729,183.4792571,183.8055965,183.7835609,183.7848388,183.8055965,183.8055965,183.8055965,187.1789179,967,1,[3.372629899997264],[3.372650400007842],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,37,1,3,space,0.366119,None,453,1,[2.4853462999744806],[2.4853598999907263],3,1,37,7,187.1944588,,187.1794665,187.1944588,188.178711,188.178711,188.1957412,188.5460027,space,0.366119,None,188.5469844,188.9458283,189.259618,189.244779,189.2455378,189.259618,189.259618,189.259618,191.7454043,453,1,[2.4853462999744806],[2.4853598999907263],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,38,2,3,space,1.1883793,None,674,1,[2.149900599993998],[2.149915499991039],3,2,38,3,191.761075,,191.7456504,191.761075,192.7447365,192.7447365,192.7614042,193.9452159,space,1.1883793,None,193.9461975,194.04466,194.3611012,194.3464345,194.3473251,194.3611012,194.3611012,194.3611012,196.5116668,674,1,[2.149900599993998],[2.149915499991039],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,400,unexp,39,3,3,space,0.7252982,None,654,1,[2.8107895999855828],[2.810801599989645],3,3,39,0,196.5274928,,196.5119453,196.5274928,197.5116859,197.5116859,197.5288914,198.2457949,space,0.7252982,None,198.2468045,198.3611125,198.669158,198.6591284,198.6596545,198.669158,198.669158,198.669158,201.4804043,654,1,[2.8107895999855828],[2.810801599989645],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,400,unexp,40,4,3,space,0.2885021,None,726,1,[1.9221029999898747],[1.9221145999908913],3,4,40,1,201.4947064,,201.4808017,201.4947064,202.4946224,202.4946224,202.4946224,202.7948553,space,0.2885021,None,202.7958559,203.1948119,203.5071197,203.4934715,203.494376,203.5071197,203.5071197,203.5071197,205.4296501,726,1,[1.9221029999898747],[1.9221145999908913],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,400,unexp,41,5,3,space,0.4203573,None,254,1,[2.3928188999998383],[2.3928320999839343],3,5,41,2,205.4440257,,205.4299841,205.4440257,206.4446139,206.4446139,206.4446139,206.8777399,space,0.4203573,None,206.8786634,207.5782136,207.8875015,207.8743438,207.8749332,207.8875015,207.8875015,207.8875015,210.2808441,254,1,[2.3928188999998383],[2.3928320999839343],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,42,6,3,space,0.2167635,None,453,1,[2.8996382000041194],[2.899654400011059],3,6,42,9,210.2945033,,210.2812576,210.2945033,211.2951586,211.2951586,211.2951586,211.5129967,space,0.2167635,None,211.5140476,211.6285188,211.9452933,211.931273,211.9319612,211.9452933,211.9452933,211.9452933,214.8454391,453,1,[2.8996382000041194],[2.899654400011059],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,43,7,3,space,0.2354153,None,765,1,[2.4234190999995917],[2.4234322999836877],3,7,43,5,214.8611932,,214.8458676,214.8611932,215.8604743,215.8604743,215.8604743,216.1124785,space,0.2354153,None,216.1134335,216.8115768,217.1209225,217.1062475,217.1069892,217.1209225,217.1209225,217.1209225,219.5447765,765,1,[2.4234190999995917],[2.4234322999836877],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,44,8,3,space,0.1517673,None,243,1,[3.109045799996238],[3.1090574999980163],3,8,44,4,219.5604995,,219.5451969,219.5604995,220.5441987,220.5441987,220.56056,220.7127718,space,0.1517673,None,220.7138188,221.1278789,221.4393237,221.4256959,221.4264508,221.4393237,221.4393237,221.4393237,224.5487344,243,1,[3.109045799996238],[3.1090574999980163],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,45,9,3,space,0.1328686,None,564,1,[2.6432641000137664],[2.643275200010976],3,9,45,8,224.5608685,,224.5490402,224.5608685,225.5615763,225.5615763,225.5615763,225.6968809,space,0.1328686,None,225.6981665,226.4119879,226.7364505,226.7064832,226.7076267,226.7364505,226.7364505,226.7364505,229.3801508,564,1,[2.6432641000137664],[2.643275200010976],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.7,1000,expected,46,10,3,space,0.5384718,None,342,1,[3.3838427999871783],[3.3838561000011396],3,10,46,11,229.3938851,,229.3804689,229.3938851,230.3945106,230.3945106,230.3945106,230.9453928,space,0.5384718,None,230.9463963,231.6615108,231.977334,231.9605236,231.9612089,231.977334,231.977334,231.977334,235.3617895,342,1,[3.3838427999871783],[3.3838561000011396],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,47,11,3,space,0.019137,None,563,1,[3.1693819999927655],[3.1693952000059653],3,11,47,10,235.3772915,,235.3622412,235.3772915,236.3611138,236.3611138,236.3773303,236.395698,space,0.019137,None,236.3966755,236.8110172,237.1267763,237.1129348,237.1136927,237.1267763,237.1267763,237.1267763,240.2966443,563,1,[3.1693819999927655],[3.1693952000059653],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.1,1000,expected,48,0,4,space,0.9188654,None,876,1,[6.823174899996957],[6.823185500019463],4,0,48,3,240.3107701,,240.2970246,240.3107701,241.3106305,241.3106305,241.3106305,242.2458092,space,0.9188654,None,242.2465469,242.3608398,242.672304,242.6593884,242.6601387,242.672304,242.672304,242.672304,249.4960641,876,1,[6.823174899996957],[6.823185500019463],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,49,1,4,space,0.7590285,None,876,1,[2.620273199980147],[2.6202901999931782],4,1,49,10,249.5105008,,249.4964681,249.5105008,250.5102337,250.5102337,250.5102337,251.2780161,space,0.7590285,None,251.2789829,251.6938262,252.0115633,251.9971046,251.997865,252.0115633,252.0115633,252.0115633,254.6323866,876,1,[2.620273199980147],[2.6202901999931782],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
0.4,1000,expected,50,2,4,space,1.1307942,None,978,1,[2.0057489999744575],[2.0057657999859657],4,2,50,7,254.6443192,,254.632796,254.6443192,255.6445529,255.6445529,255.6445529,256.7776206,space,1.1307942,None,256.77853,257.177751,257.4888731,257.4743385,257.4762405,257.4888731,257.4888731,257.4888731,259.4951899,978,1,[2.0057489999744575],[2.0057657999859657],P1,1,2025-11-14_11h38.40.092,Intentional Binding PSY310 Bhumika Bajaj AU2320057,,2025.1.1,59.98778648,2025-11-14 13h03.41.428781 +0530
