pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,z,0,0.2515768000012031,None,0,0,0,0,,,,,0.028180500001326436,,0.019241400001192233,1.011587299999519,1.011587299999519,1.011587299999519,1.011587299999519,1.011587299999519,2.0120185000014317,2.0120185000014317,2.0120185000014317,2.287884800000029,z,0,0.2515768000012031,None,,,,,Participant 3,001,2025-10-02_17h21.49.987,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,59.07218857767291,2025-10-02 17h22.09.425450 +0530,
150,v,1,1,0,v,1,0.801835399997799,None,0,1,1,1,,,,,2.295900700002676,,2.288389700002881,3.2959533000030206,3.2959533000030206,3.2959533000030206,3.2959533000030206,3.2959533000030206,4.311400800001138,4.293503400000191,4.293503400000191,5.111399800000072,v,1,0.801835399997799,None,,,,,Participant 3,001,2025-10-02_17h21.49.987,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,59.07218857767291,2025-10-02 17h22.09.425450 +0530,
50,c,2,2,0,c,1,0.7589154000015697,None,0,2,2,2,,,,,5.126965499999642,,5.1117761000023165,6.1107962999994925,6.1107962999994925,6.1107962999994925,6.1107962999994925,6.1107962999994925,7.115639200001169,7.115639200001169,7.115639200001169,7.879780800001754,c,1,0.7589154000015697,None,,,,,Participant 3,001,2025-10-02_17h21.49.987,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,59.07218857767291,2025-10-02 17h22.09.425450 +0530,
-150,z,3,3,0,z,1,1.1473652999993647,None,0,3,3,3,,,,,7.896108000000822,,7.8803420000003825,8.879521800001385,8.879521800001385,8.879521800001385,8.879521800001385,8.879521800001385,9.881927200000064,9.881927200000064,9.881927200000064,11.031059700002515,z,1,1.1473652999993647,None,,,,,Participant 3,001,2025-10-02_17h21.49.987,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,59.07218857767291,2025-10-02 17h22.09.425450 +0530,
-50,x,4,0,1,x,1,0.9088711000003968,None,1,0,4,0,,,,,11.046130700000504,,11.031417300000612,12.046232400000008,12.046232400000008,12.046232400000008,12.046232400000008,12.046232400000008,13.045301900001505,13.045301900001505,13.045301900001505,13.96292270000049,x,1,0.9088711000003968,None,,,,,Participant 3,001,2025-10-02_17h21.49.987,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,59.07218857767291,2025-10-02 17h22.09.425450 +0530,
150,v,5,1,1,c,0,0.6124660999994376,None,1,1,5,1,,,,,13.979376400002366,,13.963450700000976,14.962269400002697,14.962269400002697,14.962269400002697,14.962269400002697,14.962269400002697,15.962563600001886,15.962563600001886,15.962563600001886,16.58010320000176,c,0,0.6124660999994376,None,,,,,Participant 3,001,2025-10-02_17h21.49.987,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,59.07218857767291,2025-10-02 17h22.09.425450 +0530,
50,c,6,2,1,c,1,0.6093767000020307,None,1,2,6,2,,,,,16.595969300000434,,16.580663200002164,17.59568720000243,17.59568720000243,17.59568720000243,17.59568720000243,17.59568720000243,18.596043200002896,18.57945440000185,18.57945440000185,19.19672040000296,c,1,0.6093767000020307,None,,,,,Participant 3,001,2025-10-02_17h21.49.987,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,59.07218857767291,2025-10-02 17h22.09.425450 +0530,
-150,z,7,3,1,z,1,0.8507245000000694,None,1,3,7,3,,,,,19.21229239999957,,19.197232599999552,20.212212200000067,20.212212200000067,20.212212200000067,20.212212200000067,20.212212200000067,21.212880400002177,21.195664800001396,21.195664800001396,22.062181299999793,z,1,0.8507245000000694,None,,,,,Participant 3,001,2025-10-02_17h21.49.987,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,59.07218857767291,2025-10-02 17h22.09.425450 +0530,
-50,x,8,0,2,x,1,0.562289099998452,None,2,0,8,0,,,,,22.076985499999864,,22.06283919999987,23.065194900002098,23.065194900002098,23.065194900002098,23.065194900002098,23.065194900002098,24.078537000001234,24.062583000002633,24.062583000002633,24.63059190000058,x,1,0.562289099998452,None,,,,,Participant 3,001,2025-10-02_17h21.49.987,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,59.07218857767291,2025-10-02 17h22.09.425450 +0530,
150,v,9,1,2,v,1,0.6512400999999954,None,2,1,9,1,,,,,24.646081300001242,,24.631159200002003,25.645580500000506,25.645580500000506,25.645580500000506,25.645580500000506,25.645580500000506,26.64802210000198,26.631786900001316,26.631786900001316,27.296676000001753,v,1,0.6512400999999954,None,,,,,Participant 3,001,2025-10-02_17h21.49.987,Motor Sequence Learning Bhumika Bajaj AU2320057,,2025.1.1,59.07218857767291,2025-10-02 17h22.09.425450 +0530,
